	Ogataea_methanolica	Saccharomyces_cerevisiae
OG0002057	-processed-gene-13.124-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-13.124&CDS=1-1194	YMR235C
OG0002058	-processed-gene-13.126-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-13.126&CDS=1-1704	YFR021W
OG0002059	-processed-gene-13.127-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-13.127&CDS=1-2484	YPR089W
OG0002060	-processed-gene-13.103-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-13.103&CDS=1-2046	YPR074C
OG0002061	-processed-gene-14.1-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.1&CDS=1-1092	YIL044C
OG0002062	-processed-gene-14.2-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.2&CDS=1-3699	YML049C
OG0002063	-processed-gene-14.0-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.0&CDS=1-3687	YDR325W
OG0002064	-processed-gene-14.4-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.4&CDS=1-1107	YKR038C
OG0002065	-processed-gene-14.6-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.6&CDS=1-2058	YJL112W
OG0002066	-processed-gene-14.7-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.7&CDS=1-1656	YJL111W
OG0002067	-processed-gene-14.48-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.48&CDS=1-2346	YDL035C
OG0002068	-processed-gene-14.8-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.8&CDS=1-390	YEL044W
OG0002069	-processed-gene-14.49-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.49&CDS=1-591	YEL048C
OG0002070	-processed-gene-14.50-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.50&CDS=1-1470	YDL160C
OG0002071	-processed-gene-14.9-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.9&CDS=1-606	YKL196C
OG0002072	-processed-gene-14.10-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.10&CDS=1-741	YKL195W
OG0002073	-processed-gene-14.51-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.51&CDS=1-2433	YLR424W
OG0002074	-processed-gene-14.11-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.11&CDS=1-2214	YOR022C
OG0002075	-processed-gene-14.12-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.12&CDS=1-1119	YBL021C
OG0002076	-processed-gene-14.16-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.16&CDS=1-1350	YKL046C
OG0002077	-processed-gene-14.52-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.52&CDS=1-702	YNR018W
OG0002078	-processed-gene-14.19-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.19&CDS=1-1005	YGL115W
OG0002079	-processed-gene-14.20-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.20&CDS=1-2304	YGL114W
OG0002080	-processed-gene-14.56-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.56&CDS=1-1452	YBR233W
OG0002081	-processed-gene-14.22-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.22&CDS=1-924	YBR231C
OG0002082	-processed-gene-14.57-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.57&CDS=1-3054	YEL055C
OG0002083	-processed-gene-14.201-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.201&CDS=1-2631	YPL270W
OG0002084	-processed-gene-14.28-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.28&CDS=1-1893	YPL263C
OG0002085	-processed-gene-14.59-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.59&CDS=1-960	YPL266W
OG0002086	-processed-gene-14.148-mRNA-1_1&gene=snap_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.148&CDS=1-2346	YPL269W
OG0002087	-processed-gene-14.30-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.30&CDS=1-516	YML055W
OG0002088	-processed-gene-14.31-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.31&CDS=1-4413	YLR419W
OG0002089	-processed-gene-14.150-mRNA-1_1&gene=snap_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.150&CDS=1-1941	YLR127C
OG0002090	-snap-gene-14.86-mRNA-1_1&gene=maker-gi|1002316334|dbj|BCKW01000003.1|-snap-gene-14.86&CDS=1-3666	YLR129W
OG0002091	-processed-gene-14.63-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.63&CDS=1-1173	YKL193C
OG0002092	-processed-gene-14.64-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.64&CDS=1-405	YKL192C
OG0002093	-processed-gene-14.65-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.65&CDS=1-1245	YDR088C
OG0002094	-processed-gene-14.35-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.35&CDS=1-1224	YDR415C
OG0002095	-processed-gene-14.246-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.246&CDS=1-2529	YDR145W
OG0002096	-processed-gene-14.248-mRNA-1_1&gene=augustus_masked-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.248&CDS=1-198	YDR086C
OG0002097	-processed-gene-14.69-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.69&CDS=1-909	YDR087C
OG0002098	-processed-gene-14.70-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.70&CDS=1-1374	YER077C
OG0002099	-processed-gene-14.71-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.71&CDS=1-1485	YER078C
OG0002100	-processed-gene-14.39-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.39&CDS=1-4833	YPL242C
OG0002101	-processed-gene-14.72-mRNA-1_1&gene=genemark-gi|1002316334|dbj|BCKW01000003.1|-processed-gene-14.72&CDS=1-1695	YBL020W
OG0002102	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.22&CDS=1-3024	YML115C
OG0002103	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.14&CDS=1-1191	YIL116W
OG0002104	-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.24&CDS=1-882	YPR069C
OG0002105	-processed-gene-0.53-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.53&CDS=1-624	YBR111C
OG0002106	-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.15&CDS=1-294	YBR111W-A
OG0002107	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.54&CDS=1-2538	YBR112C
OG0002108	-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.27&CDS=1-5751	YPL082C
OG0002109	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.16&CDS=1-1857	YBR288C
OG0002110	-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.28&CDS=1-711	YOR131C
OG0002111	-snap-gene-0.5-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-0.5&CDS=1-3267	YBR079C
OG0002112	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.32&CDS=1-1884	YMR061W
OG0002113	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.19&CDS=1-942	YMR060C
OG0002114	-processed-gene-0.61-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.61&CDS=1-342	YMR059W
OG0002115	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.20&CDS=1-873	YMR126C
OG0002116	-snap-gene-0.6-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-0.6&CDS=1-8916	YHR165C
OG0002117	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-0.21&CDS=1-1020	YOR344C
OG0002118	-processed-gene-1.42-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.42&CDS=1-2679	YHR204W
OG0002119	-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.3&CDS=1-681	YGL018C
OG0002120	-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.6&CDS=1-5367	YKL014C
OG0002121	-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.29&CDS=1-1440	YOR095C
OG0002122	-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.8&CDS=1-567	YOR096W
OG0002123	-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.31&CDS=1-909	YBR085W
OG0002124	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.32&CDS=1-1569	YMR093W
OG0002125	-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.11&CDS=1-903	YMR114C
OG0002126	-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.35&CDS=1-1170	YKR071C
OG0002127	-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.13&CDS=1-1080	YPR191W
OG0002128	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.14&CDS=1-330	YPR182W
OG0002129	-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.36&CDS=1-1191	YAL020C
OG0002130	-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.16&CDS=1-3414	YAL019W
OG0002131	-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.37&CDS=1-1308	YAL010C
OG0002132	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.57&CDS=1-1308	YAL009W
OG0002133	-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.18&CDS=1-900	YPR107C
OG0002134	-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.38&CDS=1-2679	YPR105C
OG0002135	-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.21&CDS=1-627	YAL008W
OG0002136	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.39&CDS=1-1098	YAL036C
OG0002137	-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.22&CDS=1-3036	YAL035W
OG0002138	-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.23&CDS=1-4926	YOR341W
OG0002139	-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-1.24&CDS=1-3894	YGL092W
OG0002140	-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.8&CDS=1-996	YGL091C
OG0002141	-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.39&CDS=1-888	YML025C
OG0002142	-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.16&CDS=1-1683	YOL001W
OG0002143	-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.17&CDS=1-2469	YHR194W
OG0002144	-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.40&CDS=1-1041	YCR002C
OG0002145	-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.24&CDS=1-576	YCR003W
OG0002146	-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.41&CDS=1-849	YNL003C
OG0002147	-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.26&CDS=1-1401	YCL017C
OG0002148	-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.43&CDS=1-1095	YCL018W
OG0002149	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.44&CDS=1-834	YNL002C
OG0002150	-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.45&CDS=1-1869	YNL048W
OG0002151	-processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.96&CDS=1-954	YBL033C
OG0002152	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.47&CDS=1-1104	YBR246W
OG0002153	-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.30&CDS=1-426	YGL106W
OG0002154	-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.48&CDS=1-1971	YBR239C
OG0002155	-snap-gene-2.4-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-2.4&CDS=1-2274	YNL001W
OG0002156	-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.34&CDS=1-441	YGL103W
OG0002157	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.50&CDS=1-1407	YBR243C
OG0002158	-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-2.36&CDS=1-2025	YGL110C
OG0002159	-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.6&CDS=1-1188	YGL111W
OG0002160	-processed-gene-3.41-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.41&CDS=1-627	YJR112W
OG0002161	-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.7&CDS=1-957	YGL100W
OG0002162	-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.9&CDS=1-1638	YEL060C
OG0002163	-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.24&CDS=1-1404	YBR162C
OG0002164	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.10&CDS=1-3285	YDR452W
OG0002165	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.26&CDS=1-2448	YLR006C
OG0002166	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.12&CDS=1-1038	YJL023C
OG0002167	-snap-gene-3.2-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-3.2&CDS=1-2088	YPL227C
OG0002168	-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.28&CDS=1-1347	YER048C
OG0002169	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.13&CDS=1-900	YOL077C
OG0002170	-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.29&CDS=1-207	YOL077W-A
OG0002171	-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.14&CDS=1-1014	YDR284C
OG0002172	-augustus-gene-3.1-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-augustus-gene-3.1&CDS=1-426	YOL086W-A
OG0002173	-processed-gene-3.68-mRNA-1_1&gene=snap_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.68&CDS=1-2748	YOL078W
OG0002174	-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.15&CDS=1-876	YBR146W
OG0002175	-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.34&CDS=1-4779	YHR164C
OG0002176	-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.16&CDS=1-3150	YJL020C
OG0002177	-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.35&CDS=1-1794	YDR169C
OG0002178	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.36&CDS=1-810	YLR150W
OG0002179	-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.37&CDS=1-5529	YDR170C
OG0002180	-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.19&CDS=1-642	YBR154C
OG0002181	-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.38&CDS=1-1026	YBR153W
OG0002182	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.22&CDS=1-2124	YJR005W
OG0002183	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.39&CDS=1-3417	YDR291W
OG0002184	-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-3.40&CDS=1-909	YJR007W
OG0002185	-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.7&CDS=1-1449	YFR010W
OG0002186	-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.10&CDS=1-429	YFR011C
OG0002187	-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.8&CDS=1-570	YJL024C
OG0002188	-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.13&CDS=1-1488	YOR149C
OG0002189	-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.26&CDS=1-1266	YDR394W
OG0002190	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.27&CDS=1-1122	YDR393W
OG0002191	-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.28&CDS=1-1023	YBR046C
OG0002192	-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.15&CDS=1-1392	YDR057W
OG0002193	-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.29&CDS=1-1740	YLR033W
OG0002194	-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.30&CDS=1-750	YML092C
OG0002195	-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.17&CDS=1-3687	YAL001C
OG0002196	-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.31&CDS=1-1002	YEL019C
OG0002197	-augustus-gene-4.0-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-augustus-gene-4.0&CDS=1-267	YEL020W-A
OG0002198	-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.20&CDS=1-795	YEL021W
OG0002199	-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.21&CDS=1-1185	YJR032W
OG0002200	-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.36&CDS=1-564	YBR022W
OG0002201	-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.23&CDS=1-1467	YMR283C
OG0002202	-snap-gene-4.6-mRNA-1_1&gene=maker-gi|1002316335|dbj|BCKW01000002.1|-snap-gene-4.6&CDS=1-3558	YAL021C
OG0002203	-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-4.25&CDS=1-837	YOL080C
OG0002204	-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.65&CDS=1-801	YOL102C
OG0002205	-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.66&CDS=1-5844	YGR217W
OG0002206	-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.45&CDS=1-492	YJR017C
OG0002207	-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.48&CDS=1-1314	YDR448W
OG0002208	-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.50&CDS=1-1854	YAL016W
OG0002209	-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.69&CDS=1-1011	YKL128C
OG0002210	-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.51&CDS=1-756	YIL106W
OG0002211	-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.71&CDS=1-1299	YMR062C
OG0002212	-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.55&CDS=1-2328	YMR075W
OG0002213	-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.56&CDS=1-3978	YMR076C
OG0002214	-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.57&CDS=1-2394	YOR322C
OG0002215	-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.59&CDS=1-837	YIL043C
OG0002216	-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.76&CDS=1-1587	YER052C
OG0002217	-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.77&CDS=1-1335	YPR186C
OG0002218	-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.62&CDS=1-459	YPR187W
OG0002219	-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.78&CDS=1-480	YPR188C
OG0002220	-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-5.64&CDS=1-4302	YPR189W
OG0002221	-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-6.45&CDS=1-2304	YPR185W
OG0002222	-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-6.43&CDS=1-3783	YJL187C
OG0002223	-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-6.48&CDS=1-1812	YKR072C
OG0002224	-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-gi|1002316335|dbj|BCKW01000002.1|-processed-gene-6.68&CDS=1-1026	YDR173C
