	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
OG0001640	-processed-gene-11.12-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.12&CDS=1-1554	YML069W
OG0001641	-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.104&CDS=1-1335	YLR446W
OG0001642	-processed-gene-11.15-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.15&CDS=1-612	YMR295C
OG0001643	-processed-gene-11.37-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.37&CDS=1-1680	YMR296C
OG0001644	-snap-gene-11.4-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-11.4&CDS=1-8820	YHR165C
OG0001645	-processed-gene-11.40-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.40&CDS=1-1887	YAL016W
OG0001646	-processed-gene-11.19-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.19&CDS=1-687	YOL142W
OG0001647	-processed-gene-11.42-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.42&CDS=1-2670	YNL325C
OG0001648	-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.132&CDS=1-2367	YKL078W
OG0001649	-processed-gene-11.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.20&CDS=1-567	YBR106W
OG0001650	-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.110&CDS=1-1560	YMR029C
OG0001651	-processed-gene-11.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.22&CDS=1-504	YMR022W
OG0001652	-processed-gene-11.23-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.23&CDS=1-3744	YMR012W
OG0001653	-processed-gene-11.46-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.46&CDS=1-3276	YKR050W
OG0001654	-processed-gene-11.25-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.25&CDS=1-6669	YJL130C
OG0001655	-processed-gene-11.26-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.26&CDS=1-1533	YPL003W
OG0001656	-processed-gene-11.28-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.28&CDS=1-1266	YJL123C
OG0001657	-snap-gene-11.6-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-11.6&CDS=1-2394	YJL127C
OG0001658	-processed-gene-11.29-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.29&CDS=1-897	YJL126W
OG0001659	-processed-gene-11.122-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.122&CDS=1-2022	YPR007C
OG0001660	-processed-gene-11.35-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.35&CDS=1-687	YPL002C
OG0001661	-processed-gene-11.51-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-11.51&CDS=1-2085	YFL024C
OG0001662	-processed-gene-12.101-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.101&CDS=1-1077	YNL141W
OG0001663	-snap-gene-12.94-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-12.94&CDS=1-2010	YBR046C
OG0001664	-processed-gene-12.112-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.112&CDS=1-5004	YLL048C
OG0001665	-processed-gene-12.136-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.136&CDS=1-1350	YML032C
OG0001666	-processed-gene-12.120-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.120&CDS=1-1398	YKR016W
OG0001667	-processed-gene-12.139-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.139&CDS=1-621	YKR014C
OG0001668	-processed-gene-12.121-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.121&CDS=1-3564	YJL080C
OG0001669	-processed-gene-12.123-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.123&CDS=1-657	YMR202W
OG0001670	-processed-gene-12.125-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.125&CDS=1-1158	YMR203W
OG0001671	-processed-gene-12.126-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.126&CDS=1-1119	YBR026C
OG0001672	-snap-gene-12.96-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-12.96&CDS=1-2703	YBR248C
OG0001673	-processed-gene-12.128-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.128&CDS=1-558	YDL046W
OG0001674	-processed-gene-12.144-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.144&CDS=1-1263	YOL001W
OG0001675	-processed-gene-12.145-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.145&CDS=1-2265	YOR141C
OG0001676	-processed-gene-12.129-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.129&CDS=1-972	YOR142W
OG0001677	-processed-gene-12.147-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-12.147&CDS=1-792	YOR145C
OG0001678	-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.14&CDS=1-288	YKR095W-A
OG0001679	-processed-gene-13.121-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.121&CDS=1-1962	YIL150C
OG0001680	-processed-gene-13.122-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.122&CDS=1-1182	YPL181W
OG0001681	-processed-gene-13.142-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.142&CDS=1-1068	YBL074C
OG0001682	-processed-gene-13.123-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.123&CDS=1-5511	YJL207C
OG0001683	-processed-gene-13.145-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.145&CDS=1-978	YGR101W
OG0001684	-processed-gene-13.125-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.125&CDS=1-3258	YGL094C
OG0001685	-processed-gene-13.94-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.94&CDS=1-1689	YPL180W
OG0001686	-processed-gene-13.126-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.126&CDS=1-1815	YGL095C
OG0001687	-snap-gene-13.2-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-13.2&CDS=1-243	YGR105W
OG0001688	-processed-gene-13.148-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.148&CDS=1-999	YJL208C
OG0001689	-processed-gene-13.129-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.129&CDS=1-903	YNL229C
OG0001690	-snap-gene-13.6-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-13.6&CDS=1-378	YBL078C
OG0001691	-processed-gene-13.45-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.45&CDS=1-2334	YPR089W
OG0001692	-processed-gene-13.151-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.151&CDS=1-1413	YJR078W
OG0001693	-processed-gene-13.152-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.152&CDS=1-909	YNL006W
OG0001694	-processed-gene-13.130-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.130&CDS=1-1026	YNL007C
OG0001695	-processed-gene-13.153-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.153&CDS=1-1440	YLR175W
OG0001696	-processed-gene-13.154-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.154&CDS=1-1326	YCL008C
OG0001697	-processed-gene-13.131-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.131&CDS=1-225	YCL005W-A
OG0001698	-processed-gene-13.155-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.155&CDS=1-753	YLR126C
OG0001699	-processed-gene-13.132-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.132&CDS=1-1986	YOR181W
OG0001700	-processed-gene-13.156-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.156&CDS=1-1029	YLR287C
OG0001701	-processed-gene-13.133-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.133&CDS=1-861	YPL094C
OG0001702	-snap-gene-13.3-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-13.3&CDS=1-2487	YPL097W
OG0001703	-processed-gene-13.136-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.136&CDS=1-927	YBR176W
OG0001704	-processed-gene-13.137-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.137&CDS=1-1335	YPL103C
OG0001705	-processed-gene-13.158-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.158&CDS=1-1968	YJL128C
OG0001706	-processed-gene-13.159-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.159&CDS=1-2280	YMR063W
OG0001707	-processed-gene-13.160-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.160&CDS=1-615	YML001W
OG0001708	-processed-gene-13.163-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.163&CDS=1-3210	YBL076C
OG0001709	-processed-gene-13.139-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.139&CDS=1-180	YJL205C
OG0001710	-processed-gene-13.87-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.87&CDS=1-1311	YNL280C
OG0001711	-processed-gene-13.165-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.165&CDS=1-210	YGR106C
OG0001712	-processed-gene-13.167-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-13.167&CDS=1-2217	YKL188C
OG0001713	-processed-gene-14.90-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.90&CDS=1-693	YBR261C
OG0001714	-processed-gene-14.86-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.86&CDS=1-1722	YKL174C
OG0001715	-processed-gene-14.87-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.87&CDS=1-1056	YJL167W
OG0001716	-processed-gene-14.91-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.91&CDS=1-288	YJL166W
OG0001717	-processed-gene-14.88-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.88&CDS=1-2370	YKL171W
OG0001718	-processed-gene-14.89-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.89&CDS=1-2865	YKL173W
OG0001719	-processed-gene-14.108-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.108&CDS=1-1383	YKL172W
OG0001720	-processed-gene-14.92-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.92&CDS=1-1449	YBR283C
OG0001721	-processed-gene-14.94-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.94&CDS=1-2967	YPL183C
OG0001722	-processed-gene-14.110-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.110&CDS=1-231	YPL183W-A
OG0001723	-processed-gene-14.95-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.95&CDS=1-657	YGR104C
OG0001724	-processed-gene-14.111-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.111&CDS=1-1809	YGR103W
OG0001725	-processed-gene-14.96-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.96&CDS=1-459	YGR102C
OG0001726	-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.28&CDS=1-3234	YIL147C
OG0001727	-processed-gene-14.116-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.116&CDS=1-759	YOR039W
OG0001728	-processed-gene-14.98-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.98&CDS=1-2616	YOR038C
OG0001729	-processed-gene-14.117-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.117&CDS=1-1095	YDR268W
OG0001730	-processed-gene-14.56-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.56&CDS=1-2901	YMR287C
OG0001731	-processed-gene-14.118-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.118&CDS=1-1344	YOR037W
OG0001732	-processed-gene-14.101-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.101&CDS=1-1251	YDR394W
OG0001733	-processed-gene-14.76-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.76&CDS=1-1458	YOR149C
OG0001734	-processed-gene-14.102-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.102&CDS=1-2829	YDR395W
OG0001735	-processed-gene-14.120-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.120&CDS=1-447	YDR397C
OG0001736	-processed-gene-14.103-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.103&CDS=1-1998	YDR398W
OG0001737	-processed-gene-14.121-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.121&CDS=1-1452	YHR113W
OG0001738	-processed-gene-14.122-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.122&CDS=1-1113	YDR393W
OG0001739	-processed-gene-14.80-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.80&CDS=1-876	YOR143C
OG0001740	-processed-gene-14.105-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.105&CDS=1-957	YDR392W
OG0001741	-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.38&CDS=1-2820	YOR144C
OG0001742	-processed-gene-14.124-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.124&CDS=1-1716	YIL099W
OG0001743	-processed-gene-14.83-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.83&CDS=1-2205	YPR031W
OG0001744	-processed-gene-14.126-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.126&CDS=1-1203	YBL103C
OG0001745	-processed-gene-14.107-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-14.107&CDS=1-657	YBL102W
OG0001746	-processed-gene-15.106-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.106&CDS=1-2469	YDL126C
OG0001747	-processed-gene-15.107-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.107&CDS=1-3423	YLR032W
OG0001748	-processed-gene-15.111-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.111&CDS=1-801	YMR127C
OG0001749	-processed-gene-15.108-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.108&CDS=1-3813	YMR128W
OG0001750	-snap-gene-15.100-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-15.100&CDS=1-1410	YLR033W
OG0001751	-processed-gene-15.110-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.110&CDS=1-3876	YMR129W
OG0001752	-processed-gene-15.128-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.128&CDS=1-564	YKL096W
OG0001753	-processed-gene-15.130-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.130&CDS=1-1005	YKL085W
OG0001754	-processed-gene-15.131-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.131&CDS=1-1794	YBR296C
OG0001755	-processed-gene-15.132-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.132&CDS=1-387	YKL086W
OG0001756	-processed-gene-15.133-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.133&CDS=1-1368	YHR005C
OG0001757	-processed-gene-15.135-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.135&CDS=1-1953	YKL025C
OG0001758	-snap-gene-15.101-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-15.101&CDS=1-756	YIR035C
OG0001759	-processed-gene-15.116-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.116&CDS=1-939	YIL096C
OG0001760	-snap-gene-15.105-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-15.105&CDS=1-1071	YKL114C
OG0001761	-snap-gene-15.104-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-15.104&CDS=1-1146	YKL113C
OG0001762	-processed-gene-15.119-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.119&CDS=1-627	YMR043W
OG0001763	-processed-gene-15.43-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.43&CDS=1-342	YHR039C-A
OG0001764	-processed-gene-15.150-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.150&CDS=1-525	YGR076C
OG0001765	-processed-gene-15.121-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.121&CDS=1-1329	YOL140W
OG0001766	-processed-gene-15.124-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.124&CDS=1-1047	YHR085W
OG0001767	-processed-gene-15.126-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-15.126&CDS=1-1995	YDR333C
OG0001768	-processed-gene-16.9-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.9&CDS=1-336	YHR087W
OG0001769	-processed-gene-16.7-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.7&CDS=1-684	YDR489W
OG0001770	-processed-gene-16.31-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.31&CDS=1-531	YJL096W
OG0001771	-processed-gene-16.32-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.32&CDS=1-687	YJL097W
OG0001772	-snap-gene-16.0-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-16.0&CDS=1-10716	YAL026C
OG0001773	-processed-gene-16.38-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.38&CDS=1-1314	YOR323C
OG0001774	-processed-gene-16.39-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.39&CDS=1-2781	YIL109C
OG0001775	-processed-gene-16.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.20&CDS=1-2145	YIL108W
OG0001776	-processed-gene-16.40-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.40&CDS=1-2187	YIL107C
OG0001777	-processed-gene-16.150-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.150&CDS=1-1716	YDR349C
OG0001778	-processed-gene-16.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.22&CDS=1-1851	YBR289W
OG0001779	-processed-gene-16.23-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.23&CDS=1-873	YDR005C
OG0001780	-processed-gene-16.101-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.101&CDS=1-936	YDR004W
OG0001781	-processed-gene-16.46-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.46&CDS=1-1470	YBR006W
OG0001782	-processed-gene-16.26-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.26&CDS=1-1083	YBR004C
OG0001783	-processed-gene-16.28-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.28&CDS=1-546	YMR134W
OG0001784	-processed-gene-16.51-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.51&CDS=1-813	YMR135C
OG0001785	-processed-gene-16.160-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.160&CDS=1-1581	YLR352W
OG0001786	-processed-gene-16.54-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-16.54&CDS=1-1815	YHL027W
OG0001787	-processed-gene-17.3-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.3&CDS=1-2103	YOR373W
OG0001788	-processed-gene-17.4-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.4&CDS=1-1695	YHL036W
OG0001789	-processed-gene-17.47-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.47&CDS=1-714	YLR040C
OG0001790	-processed-gene-17.50-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.50&CDS=1-642	YOR319W
OG0001791	-processed-gene-17.7-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.7&CDS=1-1152	YOL052C
OG0001792	-processed-gene-17.51-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.51&CDS=1-1890	YDR295C
OG0001793	-processed-gene-17.9-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.9&CDS=1-2643	YEL032W
OG0001794	-processed-gene-17.144-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.144&CDS=1-1671	YDR294C
OG0001795	-processed-gene-17.55-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.55&CDS=1-3144	YNL014W
OG0001796	-processed-gene-17.101-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.101&CDS=1-429	YLL050C
OG0001797	-processed-gene-17.13-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.13&CDS=1-2580	YLR039C
OG0001798	-processed-gene-17.103-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.103&CDS=1-894	YDR352W
OG0001799	-processed-gene-17.56-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.56&CDS=1-462	YIL027C
OG0001800	-processed-gene-17.16-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.16&CDS=1-2079	YEL011W
OG0001801	-processed-gene-17.17-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.17&CDS=1-3873	YAL001C
OG0001802	-processed-gene-17.18-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.18&CDS=1-333	YPL098C
OG0001803	-processed-gene-17.58-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.58&CDS=1-1095	YOR042W
OG0001804	-processed-gene-17.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.22&CDS=1-1257	YOL125W
OG0001805	-processed-gene-17.60-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.60&CDS=1-501	YKL056C
OG0001806	-processed-gene-17.61-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.61&CDS=1-717	YKL055C
OG0001807	-processed-gene-17.63-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.63&CDS=1-1266	YKR048C
OG0001808	-processed-gene-17.24-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-17.24&CDS=1-2016	YOL060C
