	Saccharomyces_cerevisiae	Tortispora_caseinolytica
OG0001355	YGR233C	snap_masked-scaffold_1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.35&CDS=1-3063
OG0001356	YGR235C	snap_masked-scaffold_1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.83&CDS=1-615
OG0001357	YGR244C	augustus_masked-scaffold_1-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.59&CDS=1-1383
OG0001358	YGR246C	snap_masked-scaffold_1-processed-gene-23.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.27&CDS=1-1578
OG0001359	YGR252W	maker-scaffold_2-snap-gene-6.108-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.108&CDS=1-1461
OG0001360	YGR253C	snap_masked-scaffold_3-processed-gene-5.148-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.148&CDS=1-753
OG0001361	YGR254W	snap_masked-scaffold_1-processed-gene-25.60-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.60&CDS=1-1317
OG0001362	YGR255C	snap_masked-scaffold_1-processed-gene-27.64-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.64&CDS=1-1380
OG0001363	YGR257C	snap_masked-scaffold_1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.120&CDS=1-1113
OG0001364	YGR261C	snap_masked-scaffold_2-processed-gene-30.143-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.143&CDS=1-2427
OG0001365	YGR262C	snap_masked-scaffold_1-processed-gene-16.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.5&CDS=1-654
OG0001366	YGR264C	maker-scaffold_2-snap-gene-12.109-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.109&CDS=1-2928
OG0001367	YGR266W	snap_masked-scaffold_3-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.53&CDS=1-1878
OG0001368	YGR267C	snap_masked-scaffold_2-processed-gene-22.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.40&CDS=1-762
OG0001369	YGR270W	augustus_masked-scaffold_1-processed-gene-30.172-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-30.172&CDS=1-5223
OG0001370	YGR271C-A	snap_masked-scaffold_1-processed-gene-22.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.97&CDS=1-567
OG0001371	YGR274C	snap_masked-scaffold_2-processed-gene-22.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.2&CDS=1-2967
OG0001372	YGR276C	snap_masked-scaffold_3-processed-gene-12.140-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.140&CDS=1-1743
OG0001373	YGR277C	snap_masked-scaffold_2-processed-gene-4.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.96&CDS=1-1122
OG0001374	YGR278W	snap_masked-scaffold_1-processed-gene-28.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.43&CDS=1-1716
OG0001375	YGR280C	snap_masked-scaffold_3-processed-gene-21.124-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.124&CDS=1-768
OG0001376	YGR282C	maker-scaffold_1-snap-gene-5.57-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.57&CDS=1-5742
OG0001377	YGR284C	snap_masked-scaffold_1-processed-gene-18.143-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.143&CDS=1-936
OG0001378	YGR285C	snap_masked-scaffold_1-processed-gene-15.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.71&CDS=1-1278
OG0001379	YHL002W	snap_masked-scaffold_2-processed-gene-29.44-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.44&CDS=1-1812
OG0001380	YHL004W	snap_masked-scaffold_1-processed-gene-29.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.36&CDS=1-1128
OG0001381	YHL010C	genemark-scaffold_2-processed-gene-26.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-26.75&CDS=1-5628
OG0001382	YHL011C	maker-scaffold_3-augustus-gene-2.53-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.53&CDS=1-1827
OG0001383	YHL015W	augustus_masked-scaffold_3-processed-gene-20.91-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.91&CDS=1-393
OG0001384	YHL016C	snap_masked-scaffold_4-processed-gene-2.104-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.104&CDS=1-2016
OG0001385	YHL020C	snap_masked-scaffold_2-processed-gene-5.160-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.160&CDS=1-1161
OG0001386	YHL021C	augustus_masked-scaffold_3-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.114&CDS=1-1209
OG0001387	YHL022C	genemark-scaffold_3-processed-gene-18.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-18.75&CDS=1-972
OG0001388	YHL023C	augustus_masked-scaffold_3-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.17&CDS=1-3117
OG0001389	YHL027W	snap_masked-scaffold_3-processed-gene-21.122-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.122&CDS=1-1887
OG0001390	YHL028W	snap_masked-scaffold_3-processed-gene-2.16-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.16&CDS=1-1332
OG0001391	YHL029C	snap_masked-scaffold_2-processed-gene-18.128-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.128&CDS=1-1398
OG0001392	YHL030W	genemark-scaffold_1-processed-gene-27.150-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.150&CDS=1-5235
OG0001393	YHL031C	snap_masked-scaffold_2-processed-gene-20.59-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.59&CDS=1-636
OG0001394	YHL032C	snap_masked-scaffold_1-processed-gene-19.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.43&CDS=1-1539
OG0001395	YHR002W	genemark-scaffold_3-processed-gene-7.150-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.150&CDS=1-1023
OG0001396	YHR004C	snap_masked-scaffold_3-processed-gene-25.69-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.69&CDS=1-1071
OG0001397	YHR005C-A	snap_masked-scaffold_3-processed-gene-19.54-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.54&CDS=1-279
OG0001398	YHR007C	maker-scaffold_3-augustus-gene-24.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-24.4&CDS=1-2883
OG0001399	YHR008C	snap_masked-scaffold_1-processed-gene-20.116-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.116&CDS=1-708
OG0001400	YHR009C	snap_masked-scaffold_3-processed-gene-25.88-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.88&CDS=1-1302
OG0001401	YHR011W	snap_masked-scaffold_2-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.27&CDS=1-1293
OG0001402	YHR012W	augustus_masked-scaffold_1-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.106&CDS=1-564
OG0001403	YHR013C	snap_masked-scaffold_1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.38&CDS=1-513
OG0001404	YHR016C	snap_masked-scaffold_3-processed-gene-13.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.68&CDS=1-1413
OG0001405	YHR018C	snap_masked-scaffold_1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.96&CDS=1-1395
OG0001406	YHR019C	snap_masked-scaffold_3-processed-gene-1.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.38&CDS=1-1662
OG0001407	YHR020W	snap_masked-scaffold_3-processed-gene-14.87-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.87&CDS=1-1686
OG0001408	YHR024C	augustus_masked-scaffold_2-processed-gene-19.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.42&CDS=1-1416
OG0001409	YHR025W	snap_masked-scaffold_1-processed-gene-26.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.66&CDS=1-1047
OG0001410	YHR026W	snap_masked-scaffold_1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.70&CDS=1-588
OG0001411	YHR027C	maker-scaffold_2-snap-gene-19.50-mRNA-1_1&gene=maker-scaffold_2-snap-gene-19.50&CDS=1-4470
OG0001412	YHR028C	snap_masked-scaffold_2-processed-gene-29.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.6&CDS=1-2583
OG0001413	YHR034C	snap_masked-scaffold_1-processed-gene-9.41-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.41&CDS=1-900
OG0001414	YHR037W	maker-scaffold_3-augustus-gene-7.102-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.102&CDS=1-3063
OG0001415	YHR039C	maker-scaffold_1-augustus-gene-4.51-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.51&CDS=1-3588
OG0001416	YHR039C-A	maker-scaffold_2-snap-gene-14.167-mRNA-1_1&gene=maker-scaffold_2-snap-gene-14.167&CDS=1-387
OG0001417	YHR040W	augustus_masked-scaffold_2-processed-gene-21.162-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.162&CDS=1-636
OG0001418	YHR045W	snap_masked-scaffold_3-processed-gene-9.139-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.139&CDS=1-1539
OG0001419	YHR051W	augustus_masked-scaffold_3-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.57&CDS=1-1500
OG0001420	YHR062C	augustus_masked-scaffold_1-processed-gene-26.143-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-26.143&CDS=1-783
OG0001421	YHR063C	snap_masked-scaffold_2-processed-gene-24.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.95&CDS=1-1101
OG0001422	YHR064C	snap_masked-scaffold_1-processed-gene-27.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.85&CDS=1-1671
OG0001423	YHR068W	snap_masked-scaffold_2-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.31&CDS=1-1056
OG0001424	YHR069C	snap_masked-scaffold_3-processed-gene-0.126-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.126&CDS=1-909
OG0001425	YHR072W	snap_masked-scaffold_3-processed-gene-24.69-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.69&CDS=1-2175
OG0001426	YHR072W-A	augustus_masked-scaffold_3-processed-gene-24.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-24.44&CDS=1-1659
OG0001427	YHR073W	maker-scaffold_3-snap-gene-4.56-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.56&CDS=1-2829
OG0001428	YHR074W	snap_masked-scaffold_3-processed-gene-9.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.138&CDS=1-2148
OG0001429	YHR075C	snap_masked-scaffold_2-processed-gene-15.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.18&CDS=1-858
OG0001430	YHR076W	augustus_masked-scaffold_1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.40&CDS=1-1764
OG0001431	YHR077C	snap_masked-scaffold_3-processed-gene-18.10-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.10&CDS=1-3264
OG0001432	YHR079C	snap_masked-scaffold_3-processed-gene-21.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.83&CDS=1-2949
OG0001433	YHR084W	snap_masked-scaffold_2-processed-gene-13.148-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.148&CDS=1-1296
OG0001434	YHR085W	snap_masked-scaffold_2-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.52&CDS=1-882
OG0001435	YHR086W	snap_masked-scaffold_2-processed-gene-27.131-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.131&CDS=1-1338
OG0001436	YHR087W	snap_masked-scaffold_1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.17&CDS=1-333
OG0001437	YHR088W	snap_masked-scaffold_3-processed-gene-19.42-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.42&CDS=1-870
OG0001438	YHR089C	augustus_masked-scaffold_3-processed-gene-16.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.120&CDS=1-597
OG0001439	YHR090C	snap_masked-scaffold_1-processed-gene-6.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.10&CDS=1-810
OG0001440	YHR099W	snap_masked-scaffold_3-processed-gene-4.122-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.122&CDS=1-11382
OG0001441	YHR100C	snap_masked-scaffold_2-processed-gene-30.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.119&CDS=1-555
OG0001442	YHR104W	snap_masked-scaffold_1-processed-gene-20.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.69&CDS=1-960
OG0001443	YHR110W	snap_masked-scaffold_3-processed-gene-25.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.83&CDS=1-636
OG0001444	YHR111W	augustus_masked-scaffold_1-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.13&CDS=1-3609
OG0001445	YHR112C	snap_masked-scaffold_1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.36&CDS=1-1164
OG0001446	YHR114W	snap_masked-scaffold_1-processed-gene-23.20-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.20&CDS=1-1917
OG0001447	YHR116W	snap_masked-scaffold_1-processed-gene-27.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.95&CDS=1-336
OG0001448	YHR119W	snap_masked-scaffold_3-processed-gene-23.93-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.93&CDS=1-2790
OG0001449	YHR120W	snap_masked-scaffold_3-processed-gene-17.92-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-17.92&CDS=1-2964
OG0001450	YHR122W	snap_masked-scaffold_1-processed-gene-19.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.5&CDS=1-561
OG0001451	YHR128W	snap_masked-scaffold_2-processed-gene-3.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.13&CDS=1-666
OG0001452	YHR132C	augustus_masked-scaffold_1-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.66&CDS=1-1356
OG0001453	YHR134W	snap_masked-scaffold_2-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.17&CDS=1-822
OG0001454	YHR140W	snap_masked-scaffold_3-processed-gene-19.26-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.26&CDS=1-654
OG0001455	YHR142W	snap_masked-scaffold_1-processed-gene-21.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.28&CDS=1-966
OG0001456	YHR144C	snap_masked-scaffold_2-processed-gene-28.121-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.121&CDS=1-930
OG0001457	YHR147C	snap_masked-scaffold_3-processed-gene-6.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.118&CDS=1-609
OG0001458	YHR151C	snap_masked-scaffold_1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.101&CDS=1-1611
OG0001459	YHR154W	snap_masked-scaffold_2-processed-gene-20.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.63&CDS=1-2328
OG0001460	YHR164C	snap_masked-scaffold_3-processed-gene-10.23-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.23&CDS=1-3927
OG0001461	YHR165C	snap_masked-scaffold_3-processed-gene-9.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.135&CDS=1-7041
OG0001462	YHR166C	augustus_masked-scaffold_1-processed-gene-27.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.7&CDS=1-1614
OG0001463	YHR169W	snap_masked-scaffold_1-processed-gene-30.114-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.114&CDS=1-1326
OG0001464	YHR170W	snap_masked-scaffold_2-processed-gene-18.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.118&CDS=1-1521
OG0001465	YHR171W	snap_masked-scaffold_2-processed-gene-28.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.118&CDS=1-1932
OG0001466	YHR175W	maker-scaffold_3-augustus-gene-11.50-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-11.50&CDS=1-456
OG0001467	YHR181W	snap_masked-scaffold_1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.28&CDS=1-630
OG0001468	YHR183W	snap_masked-scaffold_3-processed-gene-10.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.38&CDS=1-1473
OG0001469	YHR186C	augustus_masked-scaffold_2-processed-gene-17.82-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.82&CDS=1-3900
OG0001470	YHR187W	snap_masked-scaffold_1-processed-gene-25.61-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.61&CDS=1-858
OG0001471	YHR188C	snap_masked-scaffold_2-processed-gene-29.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.29&CDS=1-1734
OG0001472	YHR189W	snap_masked-scaffold_1-processed-gene-25.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.67&CDS=1-531
OG0001473	YHR190W	snap_masked-scaffold_2-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.46&CDS=1-1398
OG0001474	YHR193C	snap_masked-scaffold_3-processed-gene-11.156-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.156&CDS=1-597
OG0001475	YHR200W	snap_masked-scaffold_3-processed-gene-12.116-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.116&CDS=1-876
OG0001476	YHR201C	snap_masked-scaffold_3-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.37&CDS=1-1062
OG0001477	YHR202W	snap_masked-scaffold_1-processed-gene-15.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.51&CDS=1-1743
OG0001478	YHR204W	snap_masked-scaffold_1-processed-gene-24.63-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.63&CDS=1-1713
OG0001479	YHR205W	genemark-scaffold_1-processed-gene-23.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-23.61&CDS=1-1947
OG0001480	YHR208W	snap_masked-scaffold_3-processed-gene-19.15-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.15&CDS=1-1164
OG0001481	YIL001W	maker-scaffold_2-snap-gene-25.2-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.2&CDS=1-1671
OG0001482	YIL007C	maker-scaffold_2-augustus-gene-18.54-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-18.54&CDS=1-1311
OG0001483	YIL008W	snap_masked-scaffold_2-processed-gene-12.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.95&CDS=1-285
OG0001484	YIL010W	snap_masked-scaffold_1-processed-gene-26.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.84&CDS=1-726
OG0001485	YIL020C	snap_masked-scaffold_2-processed-gene-13.146-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.146&CDS=1-777
OG0001486	YIL021W	snap_masked-scaffold_2-processed-gene-16.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.2&CDS=1-882
OG0001487	YIL022W	snap_masked-scaffold_1-processed-gene-27.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.101&CDS=1-1296
OG0001488	YIL023C	snap_masked-scaffold_2-processed-gene-8.57-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.57&CDS=1-1215
OG0001489	YIL026C	snap_masked-scaffold_1-processed-gene-10.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.123&CDS=1-2634
OG0001490	YIL031W	augustus_masked-scaffold_4-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.148&CDS=1-1998
OG0001491	YIL033C	snap_masked-scaffold_2-processed-gene-29.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.13&CDS=1-963
OG0001492	YIL034C	maker-scaffold_3-snap-gene-12.149-mRNA-1_1&gene=maker-scaffold_3-snap-gene-12.149&CDS=1-5079
OG0001493	YIL038C	snap_masked-scaffold_2-processed-gene-8.98-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.98&CDS=1-1998
OG0001494	YIL039W	snap_masked-scaffold_3-processed-gene-12.108-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.108&CDS=1-1248
OG0001495	YIL041W	snap_masked-scaffold_3-processed-gene-13.72-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.72&CDS=1-897
OG0001496	YIL043C	snap_masked-scaffold_1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.33&CDS=1-921
OG0001497	YIL046W	augustus_masked-scaffold_3-processed-gene-25.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-25.34&CDS=1-1983
OG0001498	YIL047C	snap_masked-scaffold_1-processed-gene-5.7-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.7&CDS=1-2886
OG0001499	YIL048W	snap_masked-scaffold_3-processed-gene-24.60-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.60&CDS=1-3117
OG0001500	YIL049W	snap_masked-scaffold_4-processed-gene-1.31-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.31&CDS=1-729
OG0001501	YIL050W	snap_masked-scaffold_1-processed-gene-25.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.59&CDS=1-738
OG0001502	YIL061C	genemark-scaffold_1-processed-gene-6.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.70&CDS=1-783
OG0001503	YIL062C	snap_masked-scaffold_3-processed-gene-15.158-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.158&CDS=1-483
OG0001504	YIL063C	snap_masked-scaffold_2-processed-gene-15.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.14&CDS=1-882
OG0001505	YIL064W	genemark-scaffold_2-processed-gene-15.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.105&CDS=1-513
OG0001506	YIL067C	augustus_masked-scaffold_2-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.96&CDS=1-1482
OG0001507	YIL068C	genemark-scaffold_2-processed-gene-16.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.75&CDS=1-3378
OG0001508	YIL075C	snap_masked-scaffold_2-processed-gene-18.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.115&CDS=1-2988
OG0001509	YIL083C	snap_masked-scaffold_2-processed-gene-4.63-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.63&CDS=1-1056
OG0001510	YIL084C	genemark-scaffold_2-processed-gene-7.83-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.83&CDS=1-795
OG0001511	YIL087C	snap_masked-scaffold_2-processed-gene-12.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.94&CDS=1-243
OG0001512	YIL090W	snap_masked-scaffold_2-processed-gene-25.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.13&CDS=1-1179
OG0001513	YIL091C	genemark-scaffold_3-processed-gene-24.123-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-24.123&CDS=1-2031
OG0001514	YIL093C	augustus_masked-scaffold_3-processed-gene-24.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-24.27&CDS=1-669
OG0001515	YIL094C	snap_masked-scaffold_1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.110&CDS=1-1098
OG0001516	YIL096C	snap_masked-scaffold_1-processed-gene-17.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.56&CDS=1-879
OG0001517	YIL097W	augustus_masked-scaffold_1-processed-gene-17.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-17.30&CDS=1-1734
OG0001518	YIL098C	snap_masked-scaffold_1-processed-gene-10.134-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.134&CDS=1-369
OG0001519	YIL099W	snap_masked-scaffold_3-processed-gene-6.111-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.111&CDS=1-1506
OG0001520	YIL101C	snap_masked-scaffold_1-processed-gene-7.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.123&CDS=1-1173
