	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
OG0002026	snap_masked-NW_001813683.1-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.46&CDS=1-876	YBR011C
OG0002027	maker-NW_001813683.1-snap-gene-7.3-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-7.3&CDS=1-1155	YDR005C
OG0002028	snap_masked-NW_001813683.1-processed-gene-7.52-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.52&CDS=1-981	YBR149W
OG0002029	augustus_masked-NW_001813683.1-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-7.102&CDS=1-1425	YML080W
OG0002030	snap_masked-NW_001813683.1-processed-gene-7.68-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.68&CDS=1-2844	YNL082W
OG0002031	snap_masked-NW_001813683.1-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.69&CDS=1-1677	YNL083W
OG0002032	snap_masked-NW_001813683.1-processed-gene-7.70-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.70&CDS=1-1578	YIL142W
OG0002033	augustus_masked-NW_001813683.1-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-7.94&CDS=1-996	YNL213C
OG0002034	snap_masked-NW_001813683.1-processed-gene-7.72-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.72&CDS=1-1959	YDL233W
OG0002035	genemark-NW_001813683.1-processed-gene-7.17-mRNA-1_1&gene=genemark-NW_001813683.1-processed-gene-7.17&CDS=1-1203	YGL048C
OG0002036	snap_masked-NW_001813683.1-processed-gene-7.64-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.64&CDS=1-1716	YBR286W
OG0002037	snap_masked-NW_001813683.1-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-7.78&CDS=1-1125	YPR023C
OG0002038	snap_masked-NW_001813683.1-processed-gene-8.53-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.53&CDS=1-2880	YBR074W
OG0002039	snap_masked-NW_001813683.1-processed-gene-8.51-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.51&CDS=1-1080	YDR047W
OG0002040	snap_masked-NW_001813683.1-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.52&CDS=1-1884	YDR049W
OG0002041	augustus_masked-NW_001813683.1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-8.110&CDS=1-2400	YJR126C
OG0002042	maker-NW_001813683.1-snap-gene-8.9-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-8.9&CDS=1-795	YJL178C
OG0002043	snap_masked-NW_001813683.1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.58&CDS=1-1866	YPL023C
OG0002044	snap_masked-NW_001813683.1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.74&CDS=1-546	YPL024W
OG0002045	snap_masked-NW_001813683.1-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.59&CDS=1-3159	YPL022W
OG0002046	genemark-NW_001813683.1-processed-gene-8.22-mRNA-1_1&gene=genemark-NW_001813683.1-processed-gene-8.22&CDS=1-1041	YDL205C
OG0002047	snap_masked-NW_001813683.1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.75&CDS=1-1131	YDR282C
OG0002048	snap_masked-NW_001813683.1-processed-gene-8.76-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.76&CDS=1-627	YPR028W
OG0002049	augustus_masked-NW_001813683.1-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-8.116&CDS=1-1431	YKL082C
OG0002050	snap_masked-NW_001813683.1-processed-gene-8.63-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.63&CDS=1-1146	YKL080W
OG0002051	snap_masked-NW_001813683.1-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.64&CDS=1-1485	YBR006W
OG0002052	snap_masked-NW_001813683.1-processed-gene-8.78-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.78&CDS=1-1671	YDR111C
OG0002053	snap_masked-NW_001813683.1-processed-gene-8.80-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.80&CDS=1-1905	YNR012W
OG0002054	snap_masked-NW_001813683.1-processed-gene-8.68-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.68&CDS=1-885	YBR291C
OG0002055	snap_masked-NW_001813683.1-processed-gene-8.83-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.83&CDS=1-2793	YBR289W
OG0002056	snap_masked-NW_001813683.1-processed-gene-8.84-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.84&CDS=1-4587	YNL102W
OG0002057	snap_masked-NW_001813683.1-processed-gene-8.71-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.71&CDS=1-2286	YJR040W
OG0002058	snap_masked-NW_001813683.1-processed-gene-8.88-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.88&CDS=1-3501	YJR041C
OG0002059	snap_masked-NW_001813683.1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-8.89&CDS=1-378	YEL026W
OG0002060	augustus_masked-NW_001813683.1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-8.109&CDS=1-480	YEL027W
OG0002061	snap_masked-NW_001813683.1-processed-gene-9.87-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.87&CDS=1-2460	YJR042W
OG0002062	snap_masked-NW_001813683.1-processed-gene-9.84-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.84&CDS=1-2766	YJR036C
OG0002063	genemark-NW_001813683.1-processed-gene-9.45-mRNA-1_1&gene=genemark-NW_001813683.1-processed-gene-9.45&CDS=1-642	YEL024W
OG0002064	augustus_masked-NW_001813683.1-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-9.11&CDS=1-1719	YEL023C
OG0002065	snap_masked-NW_001813683.1-processed-gene-9.112-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.112&CDS=1-855	YMR244W
OG0002066	augustus_masked-NW_001813683.1-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-9.12&CDS=1-5421	YBL104C
OG0002067	maker-NW_001813683.1-snap-gene-9.3-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-9.3&CDS=1-3384	YDR060W
OG0002068	snap_masked-NW_001813683.1-processed-gene-9.92-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.92&CDS=1-2301	YPR031W
OG0002069	augustus_masked-NW_001813683.1-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-9.15&CDS=1-2298	YBR083W
OG0002070	snap_masked-NW_001813683.1-processed-gene-9.94-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.94&CDS=1-1704	YOR128C
OG0002071	snap_masked-NW_001813683.1-processed-gene-9.114-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.114&CDS=1-339	YBL028C
OG0002072	snap_masked-NW_001813683.1-processed-gene-9.115-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.115&CDS=1-1944	YOR301W
OG0002073	snap_masked-NW_001813683.1-processed-gene-9.117-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.117&CDS=1-1980	YPR155C
OG0002074	snap_masked-NW_001813683.1-processed-gene-9.118-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.118&CDS=1-753	YGR135W
OG0002075	snap_masked-NW_001813683.1-processed-gene-9.101-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.101&CDS=1-465	YPR153W
OG0002076	snap_masked-NW_001813683.1-processed-gene-9.104-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.104&CDS=1-1566	YER078C
OG0002077	snap_masked-NW_001813683.1-processed-gene-9.119-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.119&CDS=1-855	YGR132C
OG0002078	maker-NW_001813683.1-snap-gene-9.2-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-9.2&CDS=1-672	YDR381W
OG0002079	snap_masked-NW_001813683.1-processed-gene-9.106-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.106&CDS=1-2013	YOR129C
OG0002080	snap_masked-NW_001813683.1-processed-gene-9.109-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-9.109&CDS=1-1137	YDL237W
OG0002081	augustus_masked-NW_001813683.1-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-9.42&CDS=1-1065	YOR130C
OG0002082	augustus_masked-NW_001813683.1-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-9.31&CDS=1-792	YJR073C
OG0002083	augustus_masked-NW_001813683.1-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-10.6&CDS=1-1200	YOR352W
OG0002084	snap_masked-NW_001813683.1-processed-gene-10.77-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.77&CDS=1-3060	YKL210W
OG0002085	snap_masked-NW_001813683.1-processed-gene-10.91-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.91&CDS=1-762	YJL218W
OG0002086	augustus_masked-NW_001813683.1-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-10.11&CDS=1-333	YBL001C
OG0002087	maker-NW_001813683.1-augustus-gene-10.5-mRNA-1_1&gene=maker-NW_001813683.1-augustus-gene-10.5&CDS=1-1146	YKL114C
OG0002088	augustus_masked-NW_001813683.1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-10.12&CDS=1-1377	YML018C
OG0002089	augustus_masked-NW_001813683.1-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-10.13&CDS=1-972	YML019W
OG0002090	snap_masked-NW_001813683.1-processed-gene-10.80-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.80&CDS=1-1032	YML021C
OG0002091	augustus_masked-NW_001813683.1-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-10.32&CDS=1-3720	YDR440W
OG0002092	maker-NW_001813683.1-snap-gene-10.3-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-10.3&CDS=1-2742	YML020W
OG0002093	snap_masked-NW_001813683.1-processed-gene-10.101-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.101&CDS=1-651	YML012W
OG0002094	snap_masked-NW_001813683.1-processed-gene-10.84-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.84&CDS=1-210	YML009C
OG0002095	augustus_masked-NW_001813683.1-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-10.36&CDS=1-3174	YDR430C
OG0002096	snap_masked-NW_001813683.1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.85&CDS=1-1050	YKL120W
OG0002097	maker-NW_001813683.1-snap-gene-10.0-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-10.0&CDS=1-2328	YMR100W
OG0002098	snap_masked-NW_001813683.1-processed-gene-10.86-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.86&CDS=1-969	YEL019C
OG0002099	snap_masked-NW_001813683.1-processed-gene-10.89-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.89&CDS=1-630	YDR304C
OG0002100	snap_masked-NW_001813683.1-processed-gene-10.105-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.105&CDS=1-873	YHR058C
OG0002101	snap_masked-NW_001813683.1-processed-gene-10.106-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.106&CDS=1-645	YDR305C
OG0002102	snap_masked-NW_001813683.1-processed-gene-10.108-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-10.108&CDS=1-1164	YER127W
OG0002103	snap_masked-NW_001813683.1-processed-gene-11.45-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.45&CDS=1-783	YER126C
OG0002104	snap_masked-NW_001813683.1-processed-gene-11.47-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.47&CDS=1-3510	YPR022C
OG0002105	snap_masked-NW_001813683.1-processed-gene-11.46-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.46&CDS=1-1911	YEL042W
OG0002106	snap_masked-NW_001813683.1-processed-gene-11.50-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.50&CDS=1-1992	YOR204W
OG0002107	snap_masked-NW_001813683.1-processed-gene-11.51-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.51&CDS=1-1170	YGL038C
OG0002108	snap_masked-NW_001813683.1-processed-gene-11.52-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.52&CDS=1-1125	YML008C
OG0002109	snap_masked-NW_001813683.1-processed-gene-11.64-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.64&CDS=1-2331	YDR324C
OG0002110	snap_masked-NW_001813683.1-processed-gene-11.67-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.67&CDS=1-1635	YCL032W
OG0002111	snap_masked-NW_001813683.1-processed-gene-11.55-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.55&CDS=1-4317	YDR325W
OG0002112	maker-NW_001813683.1-snap-gene-11.2-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-11.2&CDS=1-1725	YML007W
OG0002113	snap_masked-NW_001813683.1-processed-gene-11.69-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.69&CDS=1-1134	YHR068W
OG0002114	snap_masked-NW_001813683.1-processed-gene-11.71-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.71&CDS=1-2379	YEL053C
OG0002115	snap_masked-NW_001813683.1-processed-gene-11.56-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.56&CDS=1-1569	YKL103C
OG0002116	maker-NW_001813683.1-augustus-gene-11.43-mRNA-1_1&gene=maker-NW_001813683.1-augustus-gene-11.43&CDS=1-2844	YML017W
OG0002117	snap_masked-NW_001813683.1-processed-gene-11.72-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.72&CDS=1-1617	YER020W
OG0002118	augustus_masked-NW_001813683.1-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-11.111&CDS=1-2292	YKL139W
OG0002119	augustus_masked-NW_001813683.1-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-11.96&CDS=1-213	YIL156W-B
OG0002120	snap_masked-NW_001813683.1-processed-gene-11.74-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.74&CDS=1-2208	YKL104C
OG0002121	snap_masked-NW_001813683.1-processed-gene-11.76-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.76&CDS=1-1089	YOR251C
OG0002122	snap_masked-NW_001813683.1-processed-gene-11.77-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.77&CDS=1-1023	YDR280W
OG0002123	snap_masked-NW_001813683.1-processed-gene-11.81-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-11.81&CDS=1-957	YLR220W
OG0002124	snap_masked-NW_001813683.1-processed-gene-12.62-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.62&CDS=1-1446	YPL083C
OG0002125	augustus_masked-NW_001813683.1-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-12.5&CDS=1-1815	YIL097W
OG0002126	augustus_masked-NW_001813683.1-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-12.20&CDS=1-1074	YIL096C
OG0002127	snap_masked-NW_001813683.1-processed-gene-12.80-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.80&CDS=1-2379	YDL122W
OG0002128	snap_masked-NW_001813683.1-processed-gene-12.81-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.81&CDS=1-1803	YNL016W
OG0002129	genemark-NW_001813683.1-processed-gene-12.37-mRNA-1_1&gene=genemark-NW_001813683.1-processed-gene-12.37&CDS=1-1281	YML005W
OG0002130	snap_masked-NW_001813683.1-processed-gene-12.69-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.69&CDS=1-1608	YNL026W
OG0002131	snap_masked-NW_001813683.1-processed-gene-12.82-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.82&CDS=1-1035	YIL083C
OG0002132	snap_masked-NW_001813683.1-processed-gene-12.71-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.71&CDS=1-1305	YNL025C
OG0002133	snap_masked-NW_001813683.1-processed-gene-12.73-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.73&CDS=1-2778	YGL216W
OG0002134	snap_masked-NW_001813683.1-processed-gene-12.84-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.84&CDS=1-2376	YBL061C
OG0002135	snap_masked-NW_001813683.1-processed-gene-12.85-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.85&CDS=1-834	YER100W
OG0002136	snap_masked-NW_001813683.1-processed-gene-12.88-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-12.88&CDS=1-2370	YDR295C
OG0002137	snap_masked-NW_001813683.1-processed-gene-13.34-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.34&CDS=1-1455	YOR056C
OG0002138	augustus_masked-NW_001813683.1-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-13.6&CDS=1-1752	YDR294C
OG0002139	genemark-NW_001813683.1-processed-gene-13.72-mRNA-1_1&gene=genemark-NW_001813683.1-processed-gene-13.72&CDS=1-933	YDR352W
OG0002140	snap_masked-NW_001813683.1-processed-gene-13.39-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.39&CDS=1-2802	YOR058C
OG0002141	snap_masked-NW_001813683.1-processed-gene-13.51-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.51&CDS=1-1680	YKR072C
OG0002142	snap_masked-NW_001813683.1-processed-gene-13.44-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.44&CDS=1-1131	YPL050C
OG0002143	snap_masked-NW_001813683.1-processed-gene-13.45-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.45&CDS=1-1950	YPL093W
OG0002144	snap_masked-NW_001813683.1-processed-gene-13.54-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.54&CDS=1-960	YBR185C
OG0002145	snap_masked-NW_001813683.1-processed-gene-13.46-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.46&CDS=1-1647	YPL086C
OG0002146	snap_masked-NW_001813683.1-processed-gene-13.55-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.55&CDS=1-2301	YJL128C
OG0002147	maker-NW_001813683.1-snap-gene-13.107-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-13.107&CDS=1-5007	YPL167C
OG0002148	augustus_masked-NW_001813683.1-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-13.17&CDS=1-1647	YOR067C
OG0002149	snap_masked-NW_001813683.1-processed-gene-13.50-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.50&CDS=1-1389	YJL131C
OG0002150	snap_masked-NW_001813683.1-processed-gene-13.60-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.60&CDS=1-1833	YKR051W
OG0002151	maker-NW_001813683.1-snap-gene-13.108-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-13.108&CDS=1-1695	YDL025C
OG0002152	snap_masked-NW_001813683.1-processed-gene-13.63-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-13.63&CDS=1-2364	YOL060C
OG0002153	snap_masked-NW_001813683.1-processed-gene-14.34-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.34&CDS=1-2064	YGR216C
OG0002154	snap_masked-NW_001813683.1-processed-gene-14.36-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.36&CDS=1-1743	YGR229C
OG0002155	snap_masked-NW_001813683.1-processed-gene-14.37-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.37&CDS=1-1377	YGR227W
OG0002156	snap_masked-NW_001813683.1-processed-gene-14.38-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.38&CDS=1-1587	YGR225W
OG0002157	snap_masked-NW_001813683.1-processed-gene-14.49-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.49&CDS=1-909	YGR231C
OG0002158	genemark-NW_001813683.1-processed-gene-14.22-mRNA-1_1&gene=genemark-NW_001813683.1-processed-gene-14.22&CDS=1-1848	YHR151C
OG0002159	snap_masked-NW_001813683.1-processed-gene-14.40-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.40&CDS=1-2817	YJL092W
OG0002160	augustus_masked-NW_001813683.1-processed-gene-14.80-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-14.80&CDS=1-612	YDL135C
OG0002161	maker-NW_001813683.1-augustus-gene-14.2-mRNA-1_1&gene=maker-NW_001813683.1-augustus-gene-14.2&CDS=1-1467	YDL189W
OG0002162	snap_masked-NW_001813683.1-processed-gene-14.41-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.41&CDS=1-3282	YDL190C
OG0002163	snap_masked-NW_001813683.1-processed-gene-14.55-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.55&CDS=1-1095	YDL193W
OG0002164	snap_masked-NW_001813683.1-processed-gene-14.43-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.43&CDS=1-717	YGR232W
OG0002165	snap_masked-NW_001813683.1-processed-gene-14.57-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.57&CDS=1-2595	YDL148C
OG0002166	maker-NW_001813683.1-snap-gene-14.93-mRNA-1_1&gene=maker-NW_001813683.1-snap-gene-14.93&CDS=1-3174	YDL149W
OG0002167	snap_masked-NW_001813683.1-processed-gene-14.46-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.46&CDS=1-1368	YER061C
OG0002168	snap_masked-NW_001813683.1-processed-gene-14.48-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.48&CDS=1-1347	YOR197W
OG0002169	snap_masked-NW_001813683.1-processed-gene-14.60-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-14.60&CDS=1-558	YCR027C
OG0002170	maker-NW_001813683.1-augustus-gene-15.0-mRNA-1_1&gene=maker-NW_001813683.1-augustus-gene-15.0&CDS=1-12594	YKR054C
OG0002171	snap_masked-NW_001813683.1-processed-gene-15.61-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.61&CDS=1-1032	YOL073C
OG0002172	augustus_masked-NW_001813683.1-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-15.21&CDS=1-1668	YGR144W
OG0002173	snap_masked-NW_001813683.1-processed-gene-15.74-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.74&CDS=1-1311	YOL124C
OG0002174	snap_masked-NW_001813683.1-processed-gene-15.62-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.62&CDS=1-1644	YOL123W
OG0002175	snap_masked-NW_001813683.1-processed-gene-15.76-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.76&CDS=1-2838	YDL031W
OG0002176	augustus_masked-NW_001813683.1-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-NW_001813683.1-processed-gene-15.30&CDS=1-2985	YLL032C
OG0002177	snap_masked-NW_001813683.1-processed-gene-15.83-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.83&CDS=1-1140	YDR142C
OG0002178	snap_masked-NW_001813683.1-processed-gene-15.84-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.84&CDS=1-1704	YLR133W
OG0002179	snap_masked-NW_001813683.1-processed-gene-15.65-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-15.65&CDS=1-1554	YLR403W
OG0002180	maker-NW_001813683.1-augustus-gene-15.1-mRNA-1_1&gene=maker-NW_001813683.1-augustus-gene-15.1&CDS=1-5328	YPL231W
OG0002181	snap_masked-NW_001813683.1-processed-gene-16.33-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-16.33&CDS=1-5736	YDR170C
OG0002182	snap_masked-NW_001813683.1-processed-gene-16.34-mRNA-1_1&gene=snap_masked-NW_001813683.1-processed-gene-16.34&CDS=1-840	YLR150W
