	Saccharomyces_cerevisiae	Yarrowia_deformans
OG0001430	YGL198W	-processed-gene-9.3-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.3&CDS=1-681
OG0001431	YGL200C	-processed-gene-0.72-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-0.72&CDS=1-600
OG0001432	YGL201C	-processed-gene-12.22-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.22&CDS=1-2757
OG0001433	YGL202W	-processed-gene-0.77-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.77&CDS=1-1485
OG0001434	YGL203C	-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-2.45&CDS=1-1830
OG0001435	YGL206C	-augustus-gene-23.46-mRNA-1_1&gene=maker-gi|1002317488|dbj|BCIW01000001.1|-augustus-gene-23.46&CDS=1-4929
OG0001436	YGL207W	-processed-gene-11.53-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.53&CDS=1-3012
OG0001437	YGL211W	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-6.11&CDS=1-1104
OG0001438	YGL212W	-processed-gene-9.32-mRNA-1_1&gene=snap_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-9.32&CDS=1-996
OG0001439	YGL213C	-processed-gene-4.32-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-4.32&CDS=1-936
OG0001440	YGL215W	-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-5.14&CDS=1-1293
OG0001441	YGL216W	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.61&CDS=1-2361
OG0001442	YGL219C	-processed-gene-5.116-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.116&CDS=1-1416
OG0001443	YGL220W	-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-2.16&CDS=1-252
OG0001444	YGL221C	-processed-gene-6.92-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.92&CDS=1-858
OG0001445	YGL224C	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-3.33&CDS=1-822
OG0001446	YGL225W	-processed-gene-11.176-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.176&CDS=1-978
OG0001447	YGL231C	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.23&CDS=1-504
OG0001448	YGL232W	-processed-gene-10.2-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-10.2&CDS=1-1116
OG0001449	YGL233W	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-6.68&CDS=1-3138
OG0001450	YGL234W	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.72&CDS=1-2364
OG0001451	YGL236C	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.29&CDS=1-2058
OG0001452	YGL237C	-processed-gene-12.105-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.105&CDS=1-330
OG0001453	YGL238W	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.19&CDS=1-2856
OG0001454	YGL240W	-processed-gene-1.18-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.18&CDS=1-552
OG0001455	YGL241W	-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.59&CDS=1-2736
OG0001456	YGL242C	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.14&CDS=1-486
OG0001457	YGL244W	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.27&CDS=1-1563
OG0001458	YGL245W	-processed-gene-6.59-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-6.59&CDS=1-2100
OG0001459	YGL246C	-processed-gene-6.77-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-6.77&CDS=1-1047
OG0001460	YGL247W	-processed-gene-3.56-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.56&CDS=1-1293
OG0001461	YGL248W	-snap-gene-10.60-mRNA-1_1&gene=maker-gi|1002317481|dbj|BCIW01000008.1|-snap-gene-10.60&CDS=1-1200
OG0001462	YGL252C	-processed-gene-1.3-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-1.3&CDS=1-1863
OG0001463	YGL256W	-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.7&CDS=1-1476
OG0001464	YGR001C	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-3.89&CDS=1-777
OG0001465	YGR002C	-processed-gene-14.16-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.16&CDS=1-1506
OG0001466	YGR003W	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-0.50&CDS=1-2328
OG0001467	YGR005C	-processed-gene-9.28-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.28&CDS=1-1023
OG0001468	YGR006W	-processed-gene-9.50-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.50&CDS=1-1098
OG0001469	YGR007W	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-4.48&CDS=1-1164
OG0001470	YGR009C	-processed-gene-3.50-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-3.50&CDS=1-1764
OG0001471	YGR012W	-processed-gene-6.21-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-6.21&CDS=1-1170
OG0001472	YGR013W	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.71&CDS=1-1635
OG0001473	YGR014W	-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.91&CDS=1-3537
OG0001474	YGR017W	-processed-gene-16.144-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.144&CDS=1-882
OG0001475	YGR019W	-processed-gene-3.54-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-3.54&CDS=1-1482
OG0001476	YGR020C	-processed-gene-4.4-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.4&CDS=1-372
OG0001477	YGR021W	-processed-gene-4.53-mRNA-1_1&gene=snap_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.53&CDS=1-879
OG0001478	YGR024C	-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.5&CDS=1-666
OG0001479	YGR028W	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.102&CDS=1-1152
OG0001480	YGR029W	-processed-gene-4.58-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-4.58&CDS=1-573
OG0001481	YGR031W	-processed-gene-6.42-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-6.42&CDS=1-984
OG0001482	YGR032W	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.43&CDS=1-5847
OG0001483	YGR033C	-processed-gene-0.45-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.45&CDS=1-816
OG0001484	YGR036C	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-3.59&CDS=1-648
OG0001485	YGR037C	-augustus-gene-9.39-mRNA-1_1&gene=maker-gi|1002317481|dbj|BCIW01000008.1|-augustus-gene-9.39&CDS=1-258
OG0001486	YGR046W	-processed-gene-10.58-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.58&CDS=1-1557
OG0001487	YGR047C	-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-1.8&CDS=1-2790
OG0001488	YGR048W	-processed-gene-10.176-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.176&CDS=1-1131
OG0001489	YGR054W	-processed-gene-1.6-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.6&CDS=1-1680
OG0001490	YGR055W	-processed-gene-2.39-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-2.39&CDS=1-1722
OG0001491	YGR058W	-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-4.13&CDS=1-1020
OG0001492	YGR060W	-processed-gene-3.48-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-3.48&CDS=1-927
OG0001493	YGR061C	-processed-gene-2.80-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-2.80&CDS=1-3954
OG0001494	YGR062C	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.35&CDS=1-942
OG0001495	YGR063C	-processed-gene-4.19-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.19&CDS=1-330
OG0001496	YGR074W	-processed-gene-6.90-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.90&CDS=1-417
OG0001497	YGR076C	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.5&CDS=1-549
OG0001498	YGR078C	-processed-gene-10.39-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-10.39&CDS=1-558
OG0001499	YGR080W	-processed-gene-0.7-mRNA-1_1&gene=snap_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-0.7&CDS=1-918
OG0001500	YGR081C	-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-0.79&CDS=1-624
OG0001501	YGR082W	-processed-gene-3.27-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-3.27&CDS=1-492
OG0001502	YGR083C	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-2.13&CDS=1-1296
OG0001503	YGR086C	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.32&CDS=1-930
OG0001504	YGR090W	-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-6.26&CDS=1-3438
OG0001505	YGR091W	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.120&CDS=1-1563
OG0001506	YGR093W	-processed-gene-1.46-mRNA-1_1&gene=snap_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-1.46&CDS=1-1449
OG0001507	YGR094W	-processed-gene-10.36-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.36&CDS=1-3150
OG0001508	YGR095C	-processed-gene-10.39-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.39&CDS=1-648
OG0001509	YGR096W	-processed-gene-10.37-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.37&CDS=1-1008
OG0001510	YGR098C	-processed-gene-1.81-mRNA-1_1&gene=snap_masked-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.81&CDS=1-4818
OG0001511	YGR099W	-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.34&CDS=1-1986
OG0001512	YGR100W	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.68&CDS=1-2907
OG0001513	YGR101W	-processed-gene-0.118-mRNA-1_1&gene=snap_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.118&CDS=1-927
OG0001514	YGR103W	-processed-gene-0.53-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.53&CDS=1-1770
OG0001515	YGR104C	-processed-gene-0.75-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.75&CDS=1-693
OG0001516	YGR105W	-processed-gene-0.76-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.76&CDS=1-216
OG0001517	YGR110W	-processed-gene-9.36-mRNA-1_1&gene=snap_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-9.36&CDS=1-1473
OG0001518	YGR111W	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.68&CDS=1-1167
OG0001519	YGR112W	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.50&CDS=1-1038
OG0001520	YGR113W	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.98&CDS=1-552
OG0001521	YGR116W	-processed-gene-0.11-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.11&CDS=1-4242
OG0001522	YGR119C	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.78&CDS=1-1560
OG0001523	YGR123C	-processed-gene-13.46-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.46&CDS=1-1437
OG0001524	YGR124W	-processed-gene-1.6-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-1.6&CDS=1-1692
OG0001525	YGR125W	-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.29&CDS=1-2985
OG0001526	YGR127W	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.11&CDS=1-945
OG0001527	YGR128C	-processed-gene-11.117-mRNA-1_1&gene=snap_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.117&CDS=1-1980
OG0001528	YGR132C	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.62&CDS=1-846
OG0001529	YGR135W	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-5.43&CDS=1-750
OG0001530	YGR144W	-processed-gene-11.124-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-11.124&CDS=1-951
OG0001531	YGR145W	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.111&CDS=1-2082
OG0001532	YGR147C	-processed-gene-9.4-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.4&CDS=1-798
OG0001533	YGR149W	-processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.40&CDS=1-1299
OG0001534	YGR152C	-processed-gene-12.75-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.75&CDS=1-762
OG0001535	YGR155W	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.20&CDS=1-1536
OG0001536	YGR157W	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.43&CDS=1-2814
OG0001537	YGR158C	-processed-gene-0.32-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.32&CDS=1-789
OG0001538	YGR159C	-processed-gene-6.48-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.48&CDS=1-1263
OG0001539	YGR163W	-processed-gene-14.23-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.23&CDS=1-984
OG0001540	YGR165W	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-1.14&CDS=1-1014
OG0001541	YGR170W	-processed-gene-12.83-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.83&CDS=1-3642
OG0001542	YGR171C	-processed-gene-10.4-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.4&CDS=1-1608
OG0001543	YGR172C	-processed-gene-19.0-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.0&CDS=1-717
OG0001544	YGR173W	-processed-gene-4.26-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-4.26&CDS=1-1113
OG0001545	YGR174C	-processed-gene-2.84-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.84&CDS=1-438
OG0001546	YGR175C	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.85&CDS=1-1467
OG0001547	YGR178C	-processed-gene-0.56-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.56&CDS=1-1914
OG0001548	YGR181W	-processed-gene-12.89-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.89&CDS=1-243
OG0001549	YGR183C	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.52&CDS=1-204
OG0001550	YGR184C	-processed-gene-16.136-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.136&CDS=1-2055
OG0001551	YGR185C	-processed-gene-9.112-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-9.112&CDS=1-1179
OG0001552	YGR186W	-processed-gene-6.71-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-6.71&CDS=1-1710
OG0001553	YGR187C	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.56&CDS=1-1083
OG0001554	YGR188C	-augustus-gene-0.5-mRNA-1_1&gene=maker-gi|1002317482|dbj|BCIW01000007.1|-augustus-gene-0.5&CDS=1-2679
OG0001555	YGR193C	-processed-gene-9.3-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-9.3&CDS=1-1242
OG0001556	YGR194C	-processed-gene-3.39-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-3.39&CDS=1-1620
OG0001557	YGR195W	-processed-gene-12.86-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.86&CDS=1-723
OG0001558	YGR198W	-processed-gene-7.83-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.83&CDS=1-2715
OG0001559	YGR200C	-processed-gene-4.46-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-4.46&CDS=1-2238
OG0001560	YGR202C	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-8.74&CDS=1-1104
OG0001561	YGR205W	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-3.12&CDS=1-957
OG0001562	YGR207C	-processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.61&CDS=1-768
OG0001563	YGR208W	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.59&CDS=1-912
OG0001564	YGR210C	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-1.99&CDS=1-1218
OG0001565	YGR211W	-processed-gene-11.201-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.201&CDS=1-1503
OG0001566	YGR215W	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.64&CDS=1-324
OG0001567	YGR216C	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.98&CDS=1-1872
OG0001568	YGR217W	-snap-gene-2.96-mRNA-1_1&gene=maker-gi|1002317471|dbj|BCIW01000018.1|-snap-gene-2.96&CDS=1-5466
OG0001569	YGR218W	-processed-gene-4.58-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.58&CDS=1-3243
OG0001570	YGR220C	-processed-gene-4.46-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.46&CDS=1-852
OG0001571	YGR223C	-processed-gene-1.15-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.15&CDS=1-1053
OG0001572	YGR225W	-processed-gene-15.88-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.88&CDS=1-1203
OG0001573	YGR227W	-processed-gene-15.87-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.87&CDS=1-1566
OG0001574	YGR229C	-processed-gene-3.73-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.73&CDS=1-2199
OG0001575	YGR230W	-processed-gene-3.57-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.57&CDS=1-258
OG0001576	YGR231C	-processed-gene-3.58-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.58&CDS=1-909
OG0001577	YGR232W	-processed-gene-6.22-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.22&CDS=1-684
OG0001578	YGR233C	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-0.14&CDS=1-2946
OG0001579	YGR234W	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-2.8&CDS=1-1125
OG0001580	YGR235C	-processed-gene-1.10-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.10&CDS=1-774
OG0001581	YGR244C	-processed-gene-19.3-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.3&CDS=1-1305
OG0001582	YGR245C	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.45&CDS=1-2100
OG0001583	YGR246C	-processed-gene-1.31-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.31&CDS=1-1563
OG0001584	YGR247W	-processed-gene-8.208-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.208&CDS=1-648
OG0001585	YGR252W	-processed-gene-3.81-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-3.81&CDS=1-1392
OG0001586	YGR253C	-processed-gene-3.63-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-3.63&CDS=1-759
OG0001587	YGR255C	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-2.37&CDS=1-1389
OG0001588	YGR257C	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.28&CDS=1-1212
OG0001589	YGR258C	-snap-gene-2.0-mRNA-1_1&gene=maker-gi|1002317483|dbj|BCIW01000006.1|-snap-gene-2.0&CDS=1-2163
OG0001590	YGR261C	-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.29&CDS=1-2340
OG0001591	YGR262C	-processed-gene-6.83-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-6.83&CDS=1-744
OG0001592	YGR264C	-processed-gene-3.134-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.134&CDS=1-2250
OG0001593	YGR266W	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.57&CDS=1-2052
OG0001594	YGR267C	-processed-gene-10.54-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-10.54&CDS=1-903
OG0001595	YGR268C	-processed-gene-9.44-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-9.44&CDS=1-897
OG0001596	YGR270W	-processed-gene-12.58-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.58&CDS=1-3954
OG0001597	YGR271C-A	-processed-gene-13.63-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.63&CDS=1-891
OG0001598	YGR271W	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.100&CDS=1-5688
OG0001599	YGR274C	-processed-gene-0.58-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.58&CDS=1-3234
OG0001600	YGR276C	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.32&CDS=1-1911
OG0001601	YGR277C	-processed-gene-6.29-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-6.29&CDS=1-1107
