	Ascoidea_asiatica	Saccharomyces_cerevisiae
OG0002000	-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.73&CDS=1-2352	YLR424W
OG0002001	-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.57&CDS=1-1182	YAL020C
OG0002002	-processed-gene-8.34-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.34&CDS=1-513	YPL059W
OG0002003	-processed-gene-8.35-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.35&CDS=1-1365	YDR375C
OG0002004	-processed-gene-8.36-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.36&CDS=1-879	YBL050W
OG0002005	-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.77&CDS=1-963	YGL136C
OG0002006	-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.78&CDS=1-2580	YMR309C
OG0002007	-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-8.79&CDS=1-3225	YLL007C
OG0002008	-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.41&CDS=1-1257	YKR023W
OG0002009	-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.43&CDS=1-4155	YDR027C
OG0002010	-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.42&CDS=1-1335	YBR030W
OG0002011	-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.44&CDS=1-1062	YBR034C
OG0002012	-processed-gene-9.95-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.95&CDS=1-3510	YOR207C
OG0002013	-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.46&CDS=1-1311	YGL067W
OG0002014	-processed-gene-9.98-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.98&CDS=1-447	YPL225W
OG0002015	-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.49&CDS=1-3660	YPL226W
OG0002016	-processed-gene-9.120-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.120&CDS=1-6456	YDL171C
OG0002017	-processed-gene-9.100-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.100&CDS=1-921	YMR178W
OG0002018	-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.53&CDS=1-417	YJL104W
OG0002019	-processed-gene-9.103-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.103&CDS=1-3726	YJL080C
OG0002020	-snap-gene-9.83-mRNA-1_1&gene=maker-gi|1002316731|dbj|BCKQ01000005.1|-snap-gene-9.83&CDS=1-1794	YOR351C
OG0002021	-snap-gene-9.88-mRNA-1_1&gene=maker-gi|1002316731|dbj|BCKQ01000005.1|-snap-gene-9.88&CDS=1-2328	YLR103C
OG0002022	-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.56&CDS=1-396	YLR104W
OG0002023	-processed-gene-9.124-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.124&CDS=1-1245	YLR105C
OG0002024	-processed-gene-9.125-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.125&CDS=1-462	YIL065C
OG0002025	-processed-gene-9.16-mRNA-1_1&gene=genemark-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.16&CDS=1-1065	YNL213C
OG0002026	-processed-gene-9.107-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.107&CDS=1-1881	YDR129C
OG0002027	-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.59&CDS=1-6744	YLR430W
OG0002028	-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.76&CDS=1-1134	YPL096W
OG0002029	-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.77&CDS=1-1554	YPL097W
OG0002030	-processed-gene-9.39-mRNA-1_1&gene=genemark-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.39&CDS=1-159	YNL070W
OG0002031	-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.63&CDS=1-1665	YER020W
OG0002032	-processed-gene-9.115-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.115&CDS=1-795	YPR060C
OG0002033	-processed-gene-9.116-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.116&CDS=1-4659	YBR097W
OG0002034	-processed-gene-9.117-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-9.117&CDS=1-2628	YML102W
OG0002035	-processed-gene-10.54-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.54&CDS=1-639	YMR264W
OG0002036	-processed-gene-10.15-mRNA-1_1&gene=genemark-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.15&CDS=1-639	YMR263W
OG0002037	-processed-gene-10.56-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.56&CDS=1-1287	YJR062C
OG0002038	-processed-gene-10.52-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.52&CDS=1-1749	YOR056C
OG0002039	-processed-gene-10.102-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.102&CDS=1-993	YGR208W
OG0002040	-processed-gene-10.116-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.116&CDS=1-864	YNL075W
OG0002041	-snap-gene-10.1-mRNA-1_1&gene=maker-gi|1002316731|dbj|BCKQ01000005.1|-snap-gene-10.1&CDS=1-2307	YBL019W
OG0002042	-processed-gene-10.78-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.78&CDS=1-480	YMR158W
OG0002043	-processed-gene-10.120-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.120&CDS=1-5364	YLR086W
OG0002044	-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.124&CDS=1-888	YJR024C
OG0002045	-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.108&CDS=1-924	YDR075W
OG0002046	-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.109&CDS=1-5610	YML103C
OG0002047	-processed-gene-10.71-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.71&CDS=1-837	YOR305W
OG0002048	-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.125&CDS=1-1140	YMR289W
OG0002049	-snap-gene-10.6-mRNA-1_1&gene=maker-gi|1002316731|dbj|BCKQ01000005.1|-snap-gene-10.6&CDS=1-3426	YDL056W
OG0002050	-processed-gene-10.89-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.89&CDS=1-744	YLR411W
OG0002051	-snap-gene-10.7-mRNA-1_1&gene=maker-gi|1002316731|dbj|BCKQ01000005.1|-snap-gene-10.7&CDS=1-2316	YMR224C
OG0002052	-processed-gene-10.129-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-10.129&CDS=1-1716	YMR240C
OG0002053	-processed-gene-11.91-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.91&CDS=1-3120	YGR240C
OG0002054	-processed-gene-11.89-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.89&CDS=1-2247	YOR344C
OG0002055	-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.3&CDS=1-681	YMR269W
OG0002056	-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.1&CDS=1-2943	YMR268C
OG0002057	-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.23&CDS=1-1227	YDL057W
OG0002058	-processed-gene-11.116-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.116&CDS=1-810	YML077W
OG0002059	-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.4&CDS=1-1311	YLR438W
OG0002060	-processed-gene-11.95-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.95&CDS=1-2703	YKL185W
OG0002061	-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.25&CDS=1-843	YLR414C
OG0002062	-processed-gene-11.121-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.121&CDS=1-2667	YGR128C
OG0002063	-processed-gene-11.122-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.122&CDS=1-3513	YML061C
OG0002064	-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.28&CDS=1-3270	YDR060W
OG0002065	-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.9&CDS=1-1665	YDR062W
OG0002066	-processed-gene-11.127-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.127&CDS=1-3300	YER162C
OG0002067	-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.10&CDS=1-3690	YLR410W
OG0002068	-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.31&CDS=1-2925	YLR409C
OG0002069	-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.11&CDS=1-4626	YDL077C
OG0002070	-processed-gene-11.103-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.103&CDS=1-1665	YLR407W
OG0002071	-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.33&CDS=1-3357	YDL076C
OG0002072	-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.34&CDS=1-759	YOR101W
OG0002073	-processed-gene-11.106-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.106&CDS=1-4764	YML059C
OG0002074	-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.36&CDS=1-276	YLR438C-A
OG0002075	-processed-gene-11.56-mRNA-1_1&gene=genemark-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.56&CDS=1-855	YLR439W
OG0002076	-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.15&CDS=1-1434	YPR133C
OG0002077	-processed-gene-11.134-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.134&CDS=1-1947	YER049W
OG0002078	-processed-gene-11.135-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.135&CDS=1-1491	YML060W
OG0002079	-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.17&CDS=1-2601	YML065W
OG0002080	-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.39&CDS=1-840	YML064C
OG0002081	-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.18&CDS=1-663	YMR073C
OG0002082	-processed-gene-11.138-mRNA-1_1&gene=snap_masked-gi|1002316731|dbj|BCKQ01000005.1|-processed-gene-11.138&CDS=1-483	YMR072W
OG0002083	-snap-gene-0.46-mRNA-1_1&gene=maker-gi|1002316732|dbj|BCKQ01000004.1|-snap-gene-0.46&CDS=1-420	YPR020W
OG0002084	-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.2&CDS=1-5448	YFL007W
OG0002085	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.3&CDS=1-2334	YJL106W
OG0002086	-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.5&CDS=1-627	YDR399W
OG0002087	-snap-gene-0.50-mRNA-1_1&gene=maker-gi|1002316732|dbj|BCKQ01000004.1|-snap-gene-0.50&CDS=1-426	YDR397C
OG0002088	-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.7&CDS=1-1869	YKL191W
OG0002089	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.65&CDS=1-2112	YGL026C
OG0002090	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.19&CDS=1-2832	YBR079C
OG0002091	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.9&CDS=1-798	YEL051W
OG0002092	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.20&CDS=1-1311	YOL052C
OG0002093	-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.10&CDS=1-1446	YMR091C
OG0002094	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.21&CDS=1-1524	YDR329C
OG0002095	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.22&CDS=1-6741	YHR165C
OG0002096	-processed-gene-0.74-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.74&CDS=1-3660	YEL031W
OG0002097	-snap-gene-0.52-mRNA-1_1&gene=maker-gi|1002316732|dbj|BCKQ01000004.1|-snap-gene-0.52&CDS=1-291	YJR063W
OG0002098	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-0.14&CDS=1-1116	YLR363C
OG0002099	-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.29&CDS=1-3090	YOR160W
OG0002100	-processed-gene-1.93-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.93&CDS=1-513	YDR404C
OG0002101	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.14&CDS=1-459	YOR150W
OG0002102	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.32&CDS=1-768	YDR405W
OG0002103	-processed-gene-1.48-mRNA-1_1&gene=genemark-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.48&CDS=1-3699	YOR151C
OG0002104	-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.17&CDS=1-3009	YFR016C
OG0002105	-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.33&CDS=1-1635	YOR132W
OG0002106	-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.18&CDS=1-6126	YPL082C
OG0002107	-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.36&CDS=1-669	YDR408C
OG0002108	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.51&CDS=1-1025	YOR002W
OG0002109	-snap-gene-1.9-mRNA-1_1&gene=maker-gi|1002316732|dbj|BCKQ01000004.1|-snap-gene-1.9&CDS=1-1356	YBR166C
OG0002110	-processed-gene-1.102-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.102&CDS=1-756	YOR115C
OG0002111	-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.21&CDS=1-2091	YOL023W
OG0002112	-snap-gene-1.10-mRNA-1_1&gene=maker-gi|1002316732|dbj|BCKQ01000004.1|-snap-gene-1.10&CDS=1-2733	YBR083W
OG0002113	-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.24&CDS=1-2313	YJR005W
OG0002114	-processed-gene-1.58-mRNA-1_1&gene=genemark-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.58&CDS=1-2079	YMR284W
OG0002115	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-1.41&CDS=1-1305	YLR203C
OG0002116	-processed-gene-2.80-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.80&CDS=1-2880	YKL134C
OG0002117	-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.38&CDS=1-1245	YPL048W
OG0002118	-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.40&CDS=1-1155	YDR267C
OG0002119	-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.42&CDS=1-1470	YDR363W
OG0002120	-processed-gene-2.99-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.99&CDS=1-1770	YHR108W
OG0002121	-processed-gene-2.102-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.102&CDS=1-1512	YBR263W
OG0002122	-processed-gene-2.103-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.103&CDS=1-3063	YMR080C
OG0002123	-augustus-gene-2.75-mRNA-1_1&gene=maker-gi|1002316732|dbj|BCKQ01000004.1|-augustus-gene-2.75&CDS=1-5508	YDR359C
OG0002124	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.44&CDS=1-1674	YDR364C
OG0002125	-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.61&CDS=1-1242	YDR354W
OG0002126	-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.45&CDS=1-1155	YHR107C
OG0002127	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.62&CDS=1-2055	YLR153C
OG0002128	-processed-gene-2.9-mRNA-1_1&gene=genemark-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.9&CDS=1-891	YDR337W
OG0002129	-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.49&CDS=1-2583	YLR006C
OG0002130	-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.65&CDS=1-1023	YJR008W
OG0002131	-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.66&CDS=1-906	YJR007W
OG0002132	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.50&CDS=1-789	YOR157C
OG0002133	-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.67&CDS=1-1389	YGR277C
OG0002134	-processed-gene-2.114-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.114&CDS=1-813	YLL041C
OG0002135	-processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.96&CDS=1-456	YML030W
OG0002136	-processed-gene-2.97-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.97&CDS=1-1632	YOR310C
OG0002137	-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.72&CDS=1-1389	YPR066W
OG0002138	-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-2.54&CDS=1-1275	YGR110W
OG0002139	-processed-gene-3.79-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.79&CDS=1-354	YMR244C-A
OG0002140	-processed-gene-3.77-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.77&CDS=1-621	YOR131C
OG0002141	-processed-gene-3.99-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.99&CDS=1-4275	YDR407C
OG0002142	-processed-gene-3.57-mRNA-1_1&gene=genemark-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.57&CDS=1-1284	YDR088C
OG0002143	-processed-gene-3.40-mRNA-1_1&gene=genemark-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.40&CDS=1-1410	YHR111W
OG0002144	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.22&CDS=1-4359	YDR293C
OG0002145	-processed-gene-3.103-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.103&CDS=1-1236	YOR084W
OG0002146	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.10&CDS=1-1167	YDR346C
OG0002147	-processed-gene-3.44-mRNA-1_1&gene=genemark-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.44&CDS=1-870	YDR367W
OG0002148	-processed-gene-3.90-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.90&CDS=1-2019	YDR365C
OG0002149	-processed-gene-3.91-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.91&CDS=1-2610	YDR393W
OG0002150	-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.24&CDS=1-378	YOR122C
OG0002151	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.12&CDS=1-2295	YDR362C
OG0002152	-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.25&CDS=1-654	YHR110W
OG0002153	-processed-gene-3.107-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.107&CDS=1-1023	YDR392W
OG0002154	-processed-gene-3.108-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.108&CDS=1-786	YOL135C
OG0002155	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.13&CDS=1-2781	YOR141C
OG0002156	-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.28&CDS=1-2145	YLR214W
OG0002157	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.94&CDS=1-582	YDR305C
OG0002158	-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.30&CDS=1-423	YHR059W
OG0002159	-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.15&CDS=1-642	YHR058C
OG0002160	-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.31&CDS=1-3306	YBR038W
OG0002161	-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.32&CDS=1-5820	YNL308C
OG0002162	-snap-gene-3.69-mRNA-1_1&gene=maker-gi|1002316732|dbj|BCKQ01000004.1|-snap-gene-3.69&CDS=1-2535	YLL034C
OG0002163	-processed-gene-3.97-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-3.97&CDS=1-1233	YIL116W
OG0002164	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-4.90&CDS=1-1128	YHR112C
OG0002165	-processed-gene-4.92-mRNA-1_1&gene=snap_masked-gi|1002316732|dbj|BCKQ01000004.1|-processed-gene-4.92&CDS=1-807	YHR105W
