	Lachancea_fantastica	Saccharomyces_cerevisiae
OG0002502	snap_masked-LAFA0E-processed-gene-20.101-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.101&CDS=1-4251	YGL150C
OG0002503	snap_masked-LAFA0E-processed-gene-20.104-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.104&CDS=1-3216	YGL151W
OG0002504	snap_masked-LAFA0E-processed-gene-20.105-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.105&CDS=1-1020	YGL153W
OG0002505	augustus_masked-LAFA0E-processed-gene-20.194-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.194&CDS=1-1692	YDL119C
OG0002506	augustus_masked-LAFA0E-processed-gene-20.197-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.197&CDS=1-4656	YGL156W
OG0002507	genemark-LAFA0E-processed-gene-20.46-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.46&CDS=1-468	YDL120W
OG0002508	maker-LAFA0E-snap-gene-20.89-mRNA-1_1&gene=maker-LAFA0E-snap-gene-20.89&CDS=1-1986	YDL122W
OG0002509	snap_masked-LAFA0E-processed-gene-20.152-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.152&CDS=1-1401	YNL016W
OG0002510	snap_masked-LAFA0E-processed-gene-20.109-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.109&CDS=1-1041	YIL083C
OG0002511	snap_masked-LAFA0E-processed-gene-20.153-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.153&CDS=1-1488	YNL026W
OG0002512	snap_masked-LAFA0E-processed-gene-20.154-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.154&CDS=1-1653	YNL027W
OG0002513	snap_masked-LAFA0E-processed-gene-20.155-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.155&CDS=1-1266	YML005W
OG0002514	snap_masked-LAFA0E-processed-gene-20.110-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.110&CDS=1-894	YIL084C
OG0002515	snap_masked-LAFA0E-processed-gene-20.112-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.112&CDS=1-411	YIL087C
OG0002516	snap_masked-LAFA0E-processed-gene-20.157-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.157&CDS=1-858	YNL032W
OG0002517	snap_masked-LAFA0E-processed-gene-20.113-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.113&CDS=1-1410	YIL088C
OG0002518	snap_masked-LAFA0E-processed-gene-20.159-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.159&CDS=1-897	YNL025C
OG0002519	snap_masked-LAFA0E-processed-gene-20.160-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.160&CDS=1-1434	YIL090W
OG0002520	augustus_masked-LAFA0E-processed-gene-20.204-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.204&CDS=1-2187	YIL091C
OG0002521	snap_masked-LAFA0E-processed-gene-20.115-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.115&CDS=1-783	YIL093C
OG0002522	snap_masked-LAFA0E-processed-gene-20.161-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.161&CDS=1-747	YNL024C
OG0002523	genemark-LAFA0E-processed-gene-20.58-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.58&CDS=1-2166	YNL023C
OG0002524	snap_masked-LAFA0E-processed-gene-20.117-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.117&CDS=1-1104	YIL094C
OG0002525	snap_masked-LAFA0E-processed-gene-20.163-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.163&CDS=1-1461	YNL022C
OG0002526	snap_masked-LAFA0E-processed-gene-20.118-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.118&CDS=1-2118	YNL021W
OG0002527	snap_masked-LAFA0E-processed-gene-20.164-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.164&CDS=1-2331	YIL095W
OG0002528	augustus_masked-LAFA0E-processed-gene-20.208-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-20.208&CDS=1-2811	YNL035C
OG0002529	snap_masked-LAFA0E-processed-gene-20.121-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.121&CDS=1-465	YNL038W
OG0002530	snap_masked-LAFA0E-processed-gene-20.122-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.122&CDS=1-981	YIL096C
OG0002531	snap_masked-LAFA0E-processed-gene-20.165-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.165&CDS=1-1494	YIL097W
OG0002532	snap_masked-LAFA0E-processed-gene-20.166-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.166&CDS=1-1083	YNL037C
OG0002533	snap_masked-LAFA0E-processed-gene-20.123-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.123&CDS=1-495	YIL098C
OG0002534	snap_masked-LAFA0E-processed-gene-20.167-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.167&CDS=1-1854	YIL099W
OG0002535	snap_masked-LAFA0E-processed-gene-20.168-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.168&CDS=1-648	YNL036W
OG0002536	snap_masked-LAFA0E-processed-gene-20.125-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.125&CDS=1-1932	YIL101C
OG0002537	snap_masked-LAFA0E-processed-gene-20.126-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.126&CDS=1-2442	YNL041C
OG0002538	snap_masked-LAFA0E-processed-gene-20.169-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.169&CDS=1-1257	YIL103W
OG0002539	snap_masked-LAFA0E-processed-gene-20.127-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.127&CDS=1-1500	YIL104C
OG0002540	snap_masked-LAFA0E-processed-gene-20.170-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.170&CDS=1-1035	YNL042W
OG0002541	maker-LAFA0E-augustus-gene-20.96-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-20.96&CDS=1-2250	YNL045W
OG0002542	snap_masked-LAFA0E-processed-gene-20.173-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.173&CDS=1-1722	YNL048W
OG0002543	maker-LAFA0E-augustus-gene-20.97-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-20.97&CDS=1-813	YIL106W
OG0002544	genemark-LAFA0E-processed-gene-20.26-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.26&CDS=1-1452	YMR283C
OG0002545	snap_masked-LAFA0E-processed-gene-20.130-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.130&CDS=1-1614	YMR282C
OG0002546	snap_masked-LAFA0E-processed-gene-20.174-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.174&CDS=1-762	YMR281W
OG0002547	snap_masked-LAFA0E-processed-gene-20.131-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.131&CDS=1-3636	YMR280C
OG0002548	snap_masked-LAFA0E-processed-gene-20.132-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.132&CDS=1-3021	YML117W
OG0002549	snap_masked-LAFA0E-processed-gene-20.133-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.133&CDS=1-1560	YML116W
OG0002550	snap_masked-LAFA0E-processed-gene-20.175-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.175&CDS=1-1281	YML115C
OG0002551	snap_masked-LAFA0E-processed-gene-20.177-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.177&CDS=1-1866	YMR278W
OG0002552	snap_masked-LAFA0E-processed-gene-20.178-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.178&CDS=1-2217	YMR277W
OG0002553	snap_masked-LAFA0E-processed-gene-20.179-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.179&CDS=1-1653	YML114C
OG0002554	snap_masked-LAFA0E-processed-gene-20.180-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.180&CDS=1-1203	YMR276W
OG0002555	snap_masked-LAFA0E-processed-gene-20.134-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.134&CDS=1-981	YML113W
OG0002556	snap_masked-LAFA0E-processed-gene-20.135-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.135&CDS=1-882	YML112W
OG0002557	snap_masked-LAFA0E-processed-gene-20.181-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.181&CDS=1-903	YML110C
OG0002558	snap_masked-LAFA0E-processed-gene-20.137-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.137&CDS=1-888	YMR274C
OG0002559	snap_masked-LAFA0E-processed-gene-20.138-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.138&CDS=1-2757	YML109W
OG0002560	snap_masked-LAFA0E-processed-gene-20.139-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.139&CDS=1-456	YML108W
OG0002561	maker-LAFA0E-snap-gene-20.91-mRNA-1_1&gene=maker-LAFA0E-snap-gene-20.91&CDS=1-1974	YDR419W
OG0002562	snap_masked-LAFA0E-processed-gene-20.185-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.185&CDS=1-2283	YEL053C
OG0002563	snap_masked-LAFA0E-processed-gene-20.140-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.140&CDS=1-1416	YEL052W
OG0002564	genemark-LAFA0E-processed-gene-20.39-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.39&CDS=1-1989	YML006C
OG0002565	genemark-LAFA0E-processed-gene-20.82-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-20.82&CDS=1-2145	YDR422C
OG0002566	snap_masked-LAFA0E-processed-gene-20.187-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-20.187&CDS=1-1683	YML007W
OG0002567	augustus_masked-LAFA0F-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-1.21&CDS=1-1617	YFL055W
OG0002568	snap_masked-LAFA0F-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.46&CDS=1-783	YNL168C
OG0002569	snap_masked-LAFA0F-processed-gene-1.67-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.67&CDS=1-1047	YMR315W
OG0002570	snap_masked-LAFA0F-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.68&CDS=1-2559	YML099C
OG0002571	snap_masked-LAFA0F-processed-gene-1.47-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.47&CDS=1-477	YML098W
OG0002572	snap_masked-LAFA0F-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.69&CDS=1-1902	YML130C
OG0002573	snap_masked-LAFA0F-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.70&CDS=1-1341	YML097C
OG0002574	snap_masked-LAFA0F-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.48&CDS=1-1551	YML096W
OG0002575	snap_masked-LAFA0F-processed-gene-1.71-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.71&CDS=1-660	YML095C
OG0002576	maker-LAFA0F-augustus-gene-1.88-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-1.88&CDS=1-3009	YML093W
OG0002577	augustus_masked-LAFA0F-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-1.28&CDS=1-1215	YML092C
OG0002578	snap_masked-LAFA0F-processed-gene-1.74-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.74&CDS=1-183	YML129C
OG0002579	maker-LAFA0F-snap-gene-1.94-mRNA-1_1&gene=maker-LAFA0F-snap-gene-1.94&CDS=1-1581	YML128C
OG0002580	snap_masked-LAFA0F-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.53&CDS=1-1680	YML127W
OG0002581	snap_masked-LAFA0F-processed-gene-1.76-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.76&CDS=1-3666	YML091C
OG0002582	snap_masked-LAFA0F-processed-gene-1.77-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.77&CDS=1-1392	YML126C
OG0002583	snap_masked-LAFA0F-processed-gene-1.78-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.78&CDS=1-3696	YAR042W
OG0002584	snap_masked-LAFA0F-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.79&CDS=1-1959	YAR035W
OG0002585	maker-LAFA0F-snap-gene-1.91-mRNA-1_1&gene=maker-LAFA0F-snap-gene-1.91&CDS=1-2097	YAR018C
OG0002586	snap_masked-LAFA0F-processed-gene-1.80-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.80&CDS=1-912	YAR015W
OG0002587	snap_masked-LAFA0F-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.56&CDS=1-2100	YAR014C
OG0002588	snap_masked-LAFA0F-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.57&CDS=1-2709	YBR017C
OG0002589	snap_masked-LAFA0F-processed-gene-1.58-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.58&CDS=1-1647	YIR027C
OG0002590	snap_masked-LAFA0F-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.81&CDS=1-663	YDL018C
OG0002591	snap_masked-LAFA0F-processed-gene-1.59-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.59&CDS=1-1410	YDL017W
OG0002592	snap_masked-LAFA0F-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.82&CDS=1-915	YDL015C
OG0002593	augustus_masked-LAFA0F-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-1.16&CDS=1-948	YDL014W
OG0002594	snap_masked-LAFA0F-processed-gene-1.61-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.61&CDS=1-1731	YDL013W
OG0002595	snap_masked-LAFA0F-processed-gene-1.63-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.63&CDS=1-1335	YBR138C
OG0002596	snap_masked-LAFA0F-processed-gene-1.84-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.84&CDS=1-540	YBR137W
OG0002597	snap_masked-LAFA0F-processed-gene-1.85-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.85&CDS=1-3747	YOL075C
OG0002598	snap_masked-LAFA0F-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.64&CDS=1-561	YGR078C
OG0002599	snap_masked-LAFA0F-processed-gene-1.86-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-1.86&CDS=1-840	YOL073C
OG0002600	augustus_masked-LAFA0F-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-2.54&CDS=1-1716	YGR077C
OG0002601	genemark-LAFA0F-processed-gene-2.1-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-2.1&CDS=1-1044	YBR034C
OG0002602	snap_masked-LAFA0F-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.105&CDS=1-1155	YKR038C
OG0002603	snap_masked-LAFA0F-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.108&CDS=1-819	YKR037C
OG0002604	snap_masked-LAFA0F-processed-gene-2.109-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.109&CDS=1-2184	YJL112W
OG0002605	snap_masked-LAFA0F-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.110&CDS=1-1653	YJL111W
OG0002606	snap_masked-LAFA0F-processed-gene-2.138-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.138&CDS=1-612	YKR035W-A
OG0002607	snap_masked-LAFA0F-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.111&CDS=1-3285	YML002W
OG0002608	genemark-LAFA0F-processed-gene-2.33-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-2.33&CDS=1-1014	YOR007C
OG0002609	snap_masked-LAFA0F-processed-gene-2.139-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.139&CDS=1-1608	YOR002W
OG0002610	snap_masked-LAFA0F-processed-gene-2.112-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.112&CDS=1-624	YML001W
OG0002611	snap_masked-LAFA0F-processed-gene-2.113-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.113&CDS=1-915	YOL001W
OG0002612	snap_masked-LAFA0F-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.115&CDS=1-2199	YOR001W
OG0002613	snap_masked-LAFA0F-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.118&CDS=1-1131	YOL003C
OG0002614	snap_masked-LAFA0F-processed-gene-2.141-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.141&CDS=1-4302	YOL004W
OG0002615	snap_masked-LAFA0F-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.119&CDS=1-366	YOL005C
OG0002616	snap_masked-LAFA0F-processed-gene-2.142-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.142&CDS=1-2094	YMR001C
OG0002617	snap_masked-LAFA0F-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.120&CDS=1-2322	YOL006C
OG0002618	augustus_masked-LAFA0F-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-2.70&CDS=1-813	YOL007C
OG0002619	snap_masked-LAFA0F-processed-gene-2.122-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.122&CDS=1-441	YMR002W
OG0002620	snap_masked-LAFA0F-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.123&CDS=1-792	YMR003W
OG0002621	genemark-LAFA0F-processed-gene-2.38-mRNA-1_1&gene=genemark-LAFA0F-processed-gene-2.38&CDS=1-594	YOL008W
OG0002622	snap_masked-LAFA0F-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.124&CDS=1-813	YOL009C
OG0002623	snap_masked-LAFA0F-processed-gene-2.125-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.125&CDS=1-1575	YMR004W
OG0002624	snap_masked-LAFA0F-processed-gene-2.143-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.143&CDS=1-1092	YOL010W
OG0002625	snap_masked-LAFA0F-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.126&CDS=1-1206	YMR005W
OG0002626	snap_masked-LAFA0F-processed-gene-2.144-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.144&CDS=1-1938	YMR008C
OG0002627	snap_masked-LAFA0F-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.127&CDS=1-1713	YBR296C
OG0002628	snap_masked-LAFA0F-processed-gene-2.128-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.128&CDS=1-402	YOL012C
OG0002629	augustus_masked-LAFA0F-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-2.78&CDS=1-1536	YOL013C
OG0002630	augustus_masked-LAFA0F-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-2.96&CDS=1-1470	YML043C
OG0002631	snap_masked-LAFA0F-processed-gene-2.147-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.147&CDS=1-1704	YLR259C
OG0002632	snap_masked-LAFA0F-processed-gene-2.133-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.133&CDS=1-1683	YOR171C
OG0002633	snap_masked-LAFA0F-processed-gene-2.148-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.148&CDS=1-642	YLR262C
OG0002634	snap_masked-LAFA0F-processed-gene-2.149-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.149&CDS=1-192	YLR262C-A
OG0002635	snap_masked-LAFA0F-processed-gene-2.150-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.150&CDS=1-2421	YOR168W
OG0002636	augustus_masked-LAFA0F-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-2.84&CDS=1-1335	YOR166C
OG0002637	snap_masked-LAFA0F-processed-gene-2.152-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.152&CDS=1-2382	YOR165W
OG0002638	snap_masked-LAFA0F-processed-gene-2.137-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-2.137&CDS=1-909	YOR164C
OG0002639	snap_masked-LAFA0F-processed-gene-3.8-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.8&CDS=1-540	YOR163W
OG0002640	augustus_masked-LAFA0F-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.61&CDS=1-732	YOL088C
OG0002641	snap_masked-LAFA0F-processed-gene-3.35-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.35&CDS=1-915	YBR151W
OG0002642	snap_masked-LAFA0F-processed-gene-3.36-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.36&CDS=1-966	YBR149W
OG0002643	snap_masked-LAFA0F-processed-gene-3.37-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.37&CDS=1-2868	YOL090W
OG0002644	snap_masked-LAFA0F-processed-gene-3.39-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.39&CDS=1-933	YOL092W
OG0002645	snap_masked-LAFA0F-processed-gene-3.40-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.40&CDS=1-993	YOL093W
OG0002646	maker-LAFA0F-augustus-gene-3.0-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-3.0&CDS=1-4899	YOL094C
OG0002647	augustus_masked-LAFA0F-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.86&CDS=1-2049	YDR485C
OG0002648	snap_masked-LAFA0F-processed-gene-3.16-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.16&CDS=1-933	YOL096C
OG0002649	snap_masked-LAFA0F-processed-gene-3.42-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.42&CDS=1-687	YDR486C
OG0002650	snap_masked-LAFA0F-processed-gene-3.17-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.17&CDS=1-1266	YOL097C
OG0002651	snap_masked-LAFA0F-processed-gene-3.43-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.43&CDS=1-636	YDR487C
OG0002652	augustus_masked-LAFA0F-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.89&CDS=1-1755	YDR488C
OG0002653	snap_masked-LAFA0F-processed-gene-3.18-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.18&CDS=1-882	YDR489W
OG0002654	snap_masked-LAFA0F-processed-gene-3.22-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.22&CDS=1-1677	YML054C
OG0002655	snap_masked-LAFA0F-processed-gene-3.23-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.23&CDS=1-3102	YOL098C
OG0002656	snap_masked-LAFA0F-processed-gene-3.47-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.47&CDS=1-2985	YOL100W
OG0002657	maker-LAFA0F-augustus-gene-3.1-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-3.1&CDS=1-990	YOL102C
OG0002658	augustus_masked-LAFA0F-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.75&CDS=1-1074	YDR494W
OG0002659	augustus_masked-LAFA0F-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.92&CDS=1-2787	YDR495C
OG0002660	snap_masked-LAFA0F-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.49&CDS=1-1974	YDR496C
OG0002661	snap_masked-LAFA0F-processed-gene-3.50-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.50&CDS=1-1758	YDR497C
OG0002662	snap_masked-LAFA0F-processed-gene-3.51-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.51&CDS=1-1014	YDR498C
OG0002663	snap_masked-LAFA0F-processed-gene-3.30-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.30&CDS=1-1320	YNL280C
OG0002664	snap_masked-LAFA0F-processed-gene-3.52-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.52&CDS=1-444	YNL281W
OG0002665	augustus_masked-LAFA0F-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.97&CDS=1-609	YNL282W
OG0002666	snap_masked-LAFA0F-processed-gene-3.31-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.31&CDS=1-873	YNL284C
OG0002667	snap_masked-LAFA0F-processed-gene-3.32-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.32&CDS=1-357	YOL108C
OG0002668	augustus_masked-LAFA0F-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-3.79&CDS=1-1149	YBR036C
OG0002669	snap_masked-LAFA0F-processed-gene-3.55-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.55&CDS=1-1089	YBR026C
OG0002670	snap_masked-LAFA0F-processed-gene-3.57-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-3.57&CDS=1-1503	YBR028C
OG0002671	snap_masked-LAFA0F-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-4.56&CDS=1-1314	YBR029C
OG0002672	augustus_masked-LAFA0F-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-LAFA0F-processed-gene-4.8&CDS=1-1512	YDL030W
OG0002673	snap_masked-LAFA0F-processed-gene-4.58-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-4.58&CDS=1-2940	YDL031W
OG0002674	snap_masked-LAFA0F-processed-gene-4.54-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-4.54&CDS=1-1254	YDL033C
OG0002675	snap_masked-LAFA0F-processed-gene-4.55-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-4.55&CDS=1-1083	YOL064C
OG0002676	maker-LAFA0F-augustus-gene-4.2-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-4.2&CDS=1-2745	YDL035C
OG0002677	maker-LAFA0F-augustus-gene-4.3-mRNA-1_1&gene=maker-LAFA0F-augustus-gene-4.3&CDS=1-3021	YOL066C
OG0002678	snap_masked-LAFA0F-processed-gene-4.64-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-4.64&CDS=1-2541	YDL040C
OG0002679	snap_masked-LAFA0F-processed-gene-4.65-mRNA-1_1&gene=snap_masked-LAFA0F-processed-gene-4.65&CDS=1-546	YOL067C
