	Pachysolen_tannophilus	Saccharomyces_cerevisiae
OG0001478	augustus_masked-scaffold_2-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.122&CDS=1-2175	YHL008C
OG0001479	augustus_masked-scaffold_2-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.106&CDS=1-1281	YNL281W
OG0001480	augustus_masked-scaffold_2-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.107&CDS=1-1254	YJL059W
OG0001481	augustus_masked-scaffold_2-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.124&CDS=1-2277	YIL046W
OG0001482	augustus_masked-scaffold_2-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.125&CDS=1-705	YGL110C
OG0001483	augustus_masked-scaffold_2-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.126&CDS=1-1179	YGL111W
OG0001484	augustus_masked-scaffold_2-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.127&CDS=1-2463	YBR202W
OG0001485	augustus_masked-scaffold_2-processed-gene-12.128-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.128&CDS=1-3651	YJR035W
OG0001486	augustus_masked-scaffold_2-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.129&CDS=1-324	YJR034W
OG0001487	maker-scaffold_2-augustus-gene-12.46-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.46&CDS=1-4509	YJR033C
OG0001488	augustus_masked-scaffold_2-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.130&CDS=1-1047	YGR163W
OG0001489	genemark-scaffold_2-processed-gene-12.71-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.71&CDS=1-2700	YGR157W
OG0001490	augustus_masked-scaffold_2-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.131&CDS=1-849	YGR158C
OG0001491	maker-scaffold_2-snap-gene-12.52-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.52&CDS=1-2508	YGL045W
OG0001492	augustus_masked-scaffold_2-processed-gene-12.133-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.133&CDS=1-1437	YGR159C
OG0001493	augustus_masked-scaffold_2-processed-gene-12.134-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.134&CDS=1-1263	YPL112C
OG0001494	augustus_masked-scaffold_2-processed-gene-12.135-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.135&CDS=1-1185	YOR201C
OG0001495	augustus_masked-scaffold_2-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.116&CDS=1-684	YOR202W
OG0001496	augustus_masked-scaffold_2-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.136&CDS=1-1065	YPL118W
OG0001497	augustus_masked-scaffold_2-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.68&CDS=1-3618	YLR309C
OG0001498	augustus_masked-scaffold_2-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.69&CDS=1-1251	YDR465C
OG0001499	augustus_masked-scaffold_2-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.84&CDS=1-1650	YEL013W
OG0001500	augustus_masked-scaffold_2-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.85&CDS=1-1830	YEL015W
OG0001501	augustus_masked-scaffold_2-processed-gene-13.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.72&CDS=1-2466	YFR029W
OG0001502	augustus_masked-scaffold_2-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.73&CDS=1-1353	YHR016C
OG0001503	augustus_masked-scaffold_2-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.87&CDS=1-2133	YGR145W
OG0001504	augustus_masked-scaffold_2-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.88&CDS=1-714	YGL037C
OG0001505	augustus_masked-scaffold_2-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.74&CDS=1-3930	YGL036W
OG0001506	genemark-scaffold_2-processed-gene-13.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.57&CDS=1-2298	YDL074C
OG0001507	augustus_masked-scaffold_2-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.91&CDS=1-3519	YDL073W
OG0001508	augustus_masked-scaffold_2-processed-gene-13.92-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.92&CDS=1-897	YBR228W
OG0001509	augustus_masked-scaffold_2-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.95&CDS=1-3267	YMR308C
OG0001510	augustus_masked-scaffold_2-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.96&CDS=1-1179	YJR032W
OG0001511	augustus_masked-scaffold_2-processed-gene-13.97-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.97&CDS=1-804	YEL021W
OG0001512	augustus_masked-scaffold_2-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.82&CDS=1-261	YEL020W-A
OG0001513	augustus_masked-scaffold_2-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.83&CDS=1-873	YEL019C
OG0001514	augustus_masked-scaffold_2-processed-gene-14.101-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.101&CDS=1-984	YGR080W
OG0001515	augustus_masked-scaffold_2-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.123&CDS=1-3885	YAL026C
OG0001516	augustus_masked-scaffold_2-processed-gene-14.125-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.125&CDS=1-3939	YPR095C
OG0001517	augustus_masked-scaffold_2-processed-gene-14.126-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.126&CDS=1-351	YPR094W
OG0001518	augustus_masked-scaffold_2-processed-gene-14.106-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.106&CDS=1-1779	YLL028W
OG0001519	augustus_masked-scaffold_2-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.108&CDS=1-3225	YPR097W
OG0001520	maker-scaffold_2-augustus-gene-14.53-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.53&CDS=1-711	YAL027W
OG0001521	augustus_masked-scaffold_2-processed-gene-14.128-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.128&CDS=1-933	YGR086C
OG0001522	maker-scaffold_2-augustus-gene-14.54-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.54&CDS=1-651	YLR251W
OG0001523	snap_masked-scaffold_2-processed-gene-14.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.14&CDS=1-2406	YOR014W
OG0001524	augustus_masked-scaffold_2-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.112&CDS=1-2700	YLL026W
OG0001525	augustus_masked-scaffold_2-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.113&CDS=1-2925	YGR100W
OG0001526	augustus_masked-scaffold_2-processed-gene-14.130-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.130&CDS=1-2958	YMR086W
OG0001527	augustus_masked-scaffold_2-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.114&CDS=1-384	YHR132W-A
OG0001528	augustus_masked-scaffold_2-processed-gene-14.134-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.134&CDS=1-1419	YHR132C
OG0001529	augustus_masked-scaffold_2-processed-gene-14.135-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.135&CDS=1-675	YHR140W
OG0001530	maker-scaffold_2-augustus-gene-14.57-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.57&CDS=1-387	YNL153C
OG0001531	augustus_masked-scaffold_2-processed-gene-14.137-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.137&CDS=1-378	YEL026W
OG0001532	augustus_masked-scaffold_2-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.120&CDS=1-480	YEL027W
OG0001533	maker-scaffold_2-snap-gene-15.8-mRNA-1_1&gene=maker-scaffold_2-snap-gene-15.8&CDS=1-2274	YJR042W
OG0001534	augustus_masked-scaffold_2-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.16&CDS=1-831	YDR432W
OG0001535	augustus_masked-scaffold_2-processed-gene-15.17-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.17&CDS=1-858	YDR428C
OG0001536	augustus_masked-scaffold_2-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.36&CDS=1-846	YDR429C
OG0001537	genemark-scaffold_2-processed-gene-15.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.57&CDS=1-981	YNL229C
OG0001538	maker-scaffold_2-augustus-gene-15.0-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.0&CDS=1-4734	YKL113C
OG0001539	augustus_masked-scaffold_2-processed-gene-15.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.37&CDS=1-999	YKL094W
OG0001540	augustus_masked-scaffold_2-processed-gene-15.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.38&CDS=1-999	YDL114W
OG0001541	augustus_masked-scaffold_2-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.21&CDS=1-1128	YDL115C
OG0001542	maker-scaffold_2-augustus-gene-15.1-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-15.1&CDS=1-3792	YJR041C
OG0001543	augustus_masked-scaffold_2-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.23&CDS=1-1182	YBR155W
OG0001544	augustus_masked-scaffold_2-processed-gene-15.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.24&CDS=1-3846	YKL197C
OG0001545	augustus_masked-scaffold_2-processed-gene-15.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.41&CDS=1-999	YKL095W
OG0001546	augustus_masked-scaffold_2-processed-gene-15.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.25&CDS=1-792	YJR056C
OG0001547	augustus_masked-scaffold_2-processed-gene-15.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.26&CDS=1-843	YML052W
OG0001548	augustus_masked-scaffold_2-processed-gene-15.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.43&CDS=1-393	YBL092W
OG0001549	genemark-scaffold_2-processed-gene-15.69-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.69&CDS=1-519	YBL093C
OG0001550	augustus_masked-scaffold_2-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.30&CDS=1-1629	YPR163C
OG0001551	augustus_masked-scaffold_2-processed-gene-15.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.47&CDS=1-1608	YCR098C
OG0001552	augustus_masked-scaffold_2-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.48&CDS=1-1668	YGR088W
OG0001553	augustus_masked-scaffold_2-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.31&CDS=1-2175	YCR065W
OG0001554	augustus_masked-scaffold_2-processed-gene-15.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.50&CDS=1-1509	YBR028C
OG0001555	augustus_masked-scaffold_2-processed-gene-15.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.33&CDS=1-2091	YNL293W
OG0001556	augustus_masked-scaffold_2-processed-gene-16.1-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.1&CDS=1-1269	YBR029C
OG0001557	augustus_masked-scaffold_2-processed-gene-16.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.2&CDS=1-5367	YJL109C
OG0001558	augustus_masked-scaffold_2-processed-gene-16.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.27&CDS=1-5463	YKR031C
OG0001559	augustus_masked-scaffold_2-processed-gene-16.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.28&CDS=1-579	YEL012W
OG0001560	augustus_masked-scaffold_2-processed-gene-16.3-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.3&CDS=1-1122	YCR019W
OG0001561	maker-scaffold_2-augustus-gene-16.105-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.105&CDS=1-1986	YNL294C
OG0001562	augustus_masked-scaffold_2-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.8&CDS=1-1026	YPL215W
OG0001563	augustus_masked-scaffold_2-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.9&CDS=1-735	YPL213W
OG0001564	augustus_masked-scaffold_2-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.32&CDS=1-4425	YGL131C
OG0001565	augustus_masked-scaffold_2-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.10&CDS=1-1356	YGL129C
OG0001566	maker-scaffold_2-augustus-gene-16.106-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.106&CDS=1-2271	YGL130W
OG0001567	maker-scaffold_2-augustus-gene-16.103-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-16.103&CDS=1-729	YDL045C
OG0001568	augustus_masked-scaffold_2-processed-gene-16.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.13&CDS=1-681	YDL043C
OG0001569	augustus_masked-scaffold_2-processed-gene-16.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.34&CDS=1-1359	YOL069W
OG0001570	augustus_masked-scaffold_2-processed-gene-16.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.14&CDS=1-474	YOL071W
OG0001571	augustus_masked-scaffold_2-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.15&CDS=1-1173	YOL067C
OG0001572	augustus_masked-scaffold_2-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.16&CDS=1-1662	YJL111W
OG0001573	augustus_masked-scaffold_2-processed-gene-16.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.35&CDS=1-1875	YKR038C
OG0001574	augustus_masked-scaffold_2-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.17&CDS=1-324	YGL030W
OG0001575	augustus_masked-scaffold_2-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.18&CDS=1-1173	YOL065C
OG0001576	augustus_masked-scaffold_2-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.37&CDS=1-276	YDL045W-A
OG0001577	augustus_masked-scaffold_2-processed-gene-16.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.38&CDS=1-2517	YDL040C
OG0001578	augustus_masked-scaffold_2-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.39&CDS=1-2082	YJL112W
OG0001579	augustus_masked-scaffold_2-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.40&CDS=1-3474	YDL035C
OG0001580	genemark-scaffold_2-processed-gene-16.64-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.64&CDS=1-1263	YDL044C
OG0001581	augustus_masked-scaffold_2-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.41&CDS=1-1623	YOR002W
OG0001582	augustus_masked-scaffold_2-processed-gene-16.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.42&CDS=1-2478	YOR035C
OG0001583	augustus_masked-scaffold_2-processed-gene-16.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.43&CDS=1-1734	YHR090C
OG0001584	augustus_masked-scaffold_2-processed-gene-17.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.71&CDS=1-2610	YCL045C
OG0001585	augustus_masked-scaffold_2-processed-gene-17.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.72&CDS=1-753	YCL044C
OG0001586	augustus_masked-scaffold_2-processed-gene-17.70-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.70&CDS=1-852	YCL047C
OG0001587	augustus_masked-scaffold_2-processed-gene-17.97-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.97&CDS=1-1290	YCL055W
OG0001588	augustus_masked-scaffold_2-processed-gene-17.102-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.102&CDS=1-1701	YCL052C
OG0001589	augustus_masked-scaffold_2-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.105&CDS=1-1593	YJL025W
OG0001590	maker-scaffold_2-augustus-gene-17.9-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.9&CDS=1-3837	YDR335W
OG0001591	augustus_masked-scaffold_2-processed-gene-17.107-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.107&CDS=1-900	YHR067W
OG0001592	augustus_masked-scaffold_2-processed-gene-17.81-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.81&CDS=1-1437	YHR070W
OG0001593	augustus_masked-scaffold_2-processed-gene-17.109-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.109&CDS=1-2181	YMR155W
OG0001594	augustus_masked-scaffold_2-processed-gene-17.82-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.82&CDS=1-1173	YDR288W
OG0001595	augustus_masked-scaffold_2-processed-gene-17.83-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.83&CDS=1-2058	YHR042W
OG0001596	augustus_masked-scaffold_2-processed-gene-17.84-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.84&CDS=1-1362	YDR316W
OG0001597	augustus_masked-scaffold_2-processed-gene-17.85-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.85&CDS=1-3132	YLR014C
OG0001598	augustus_masked-scaffold_2-processed-gene-17.111-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.111&CDS=1-582	YLR009W
OG0001599	augustus_masked-scaffold_2-processed-gene-17.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.87&CDS=1-519	YLR008C
OG0001600	maker-scaffold_2-augustus-gene-17.10-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.10&CDS=1-1590	YJL014W
OG0001601	augustus_masked-scaffold_2-processed-gene-17.112-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.112&CDS=1-564	YJL011C
OG0001602	augustus_masked-scaffold_2-processed-gene-17.89-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.89&CDS=1-1695	YGL142C
OG0001603	augustus_masked-scaffold_2-processed-gene-17.113-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.113&CDS=1-1164	YDL107W
OG0001604	augustus_masked-scaffold_2-processed-gene-17.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.91&CDS=1-1947	YOL148C
OG0001605	augustus_masked-scaffold_2-processed-gene-17.115-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.115&CDS=1-708	YOL149W
OG0001606	genemark-scaffold_2-processed-gene-17.144-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-17.144&CDS=1-564	YOL114C
OG0001607	augustus_masked-scaffold_2-processed-gene-17.117-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.117&CDS=1-537	YOL146W
OG0001608	snap_masked-scaffold_2-processed-gene-17.67-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.67&CDS=1-2136	YNL085W
OG0001609	maker-scaffold_2-snap-gene-17.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-17.4&CDS=1-723	YOL147C
OG0001610	augustus_masked-scaffold_2-processed-gene-17.95-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.95&CDS=1-3246	YOL145C
OG0001611	augustus_masked-scaffold_2-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.96&CDS=1-1608	YOL144W
OG0001612	maker-scaffold_2-augustus-gene-17.14-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.14&CDS=1-492	YOL143C
OG0001613	augustus_masked-scaffold_2-processed-gene-18.3-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.3&CDS=1-705	YOR289W
OG0001614	augustus_masked-scaffold_2-processed-gene-18.0-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.0&CDS=1-3021	YGR178C
OG0001615	augustus_masked-scaffold_2-processed-gene-18.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.2&CDS=1-987	YMR289W
OG0001616	augustus_masked-scaffold_2-processed-gene-18.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.4&CDS=1-930	YGR208W
OG0001617	augustus_masked-scaffold_2-processed-gene-18.6-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.6&CDS=1-1977	YJL101C
OG0001618	augustus_masked-scaffold_2-processed-gene-18.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.7&CDS=1-1953	YGL099W
OG0001619	augustus_masked-scaffold_2-processed-gene-18.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.8&CDS=1-849	YGL098W
OG0001620	augustus_masked-scaffold_2-processed-gene-18.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.23&CDS=1-1032	YER053C
OG0001621	augustus_masked-scaffold_2-processed-gene-18.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.24&CDS=1-1866	YGL095C
OG0001622	augustus_masked-scaffold_2-processed-gene-18.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.25&CDS=1-1731	YPL180W
OG0001623	maker-scaffold_2-augustus-gene-18.39-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-18.39&CDS=1-3327	YGL094C
OG0001624	augustus_masked-scaffold_2-processed-gene-18.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.10&CDS=1-222	YPL183W-A
OG0001625	augustus_masked-scaffold_2-processed-gene-18.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.27&CDS=1-3246	YPL183C
OG0001626	augustus_masked-scaffold_2-processed-gene-18.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.28&CDS=1-1689	YPL181W
OG0001627	augustus_masked-scaffold_2-processed-gene-18.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.11&CDS=1-936	YPL178W
OG0001628	augustus_masked-scaffold_2-processed-gene-18.32-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.32&CDS=1-711	YIR030C
OG0001629	snap_masked-scaffold_2-processed-gene-18.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.96&CDS=1-948	YMR234W
OG0001630	genemark-scaffold_2-processed-gene-18.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.57&CDS=1-3150	YAL035W
OG0001631	maker-scaffold_2-snap-gene-18.40-mRNA-1_1&gene=maker-scaffold_2-snap-gene-18.40&CDS=1-1971	YER152C
OG0001632	augustus_masked-scaffold_2-processed-gene-18.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.16&CDS=1-2409	YER151C
