	Saccharomyces_cerevisiae	yHMPu5000041833_Candida_tammaniensis
OG0001337	YFR038W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.77-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-7.77&CDS=1-2244
OG0001338	YFR041C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.121&CDS=1-927
OG0001339	YFR043C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.177&CDS=1-810
OG0001340	YFR044C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.122&CDS=1-1443
OG0001341	YFR047C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.144&CDS=1-891
OG0001342	YFR048W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.96&CDS=1-1785
OG0001343	YFR049W	maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-5.64-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-5.64&CDS=1-267
OG0001344	YFR050C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.110&CDS=1-807
OG0001345	YFR051C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.83&CDS=1-1644
OG0001346	YFR052W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.78&CDS=1-834
OG0001347	YGL001C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.28&CDS=1-1041
OG0001348	YGL003C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.14&CDS=1-1647
OG0001349	YGL004C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.17-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.17&CDS=1-1098
OG0001350	YGL006W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.56&CDS=1-3399
OG0001351	YGL008C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.78&CDS=1-2700
OG0001352	YGL009C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.80&CDS=1-2343
OG0001353	YGL010W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.64&CDS=1-570
OG0001354	YGL011C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.50&CDS=1-741
OG0001355	YGL012W	maker-NODE_10_length_351050_cov_44.863_ID_3249-snap-gene-1.83-mRNA-1_1&gene=maker-NODE_10_length_351050_cov_44.863_ID_3249-snap-gene-1.83&CDS=1-6240
OG0001356	YGL016W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.112&CDS=1-2337
OG0001357	YGL017W	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.153&CDS=1-1110
OG0001358	YGL018C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.39&CDS=1-642
OG0001359	YGL019W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.17&CDS=1-807
OG0001360	YGL020C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.38&CDS=1-621
OG0001361	YGL022W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.122-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.122&CDS=1-4197
OG0001362	YGL026C	genemark-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.34&CDS=1-2259
OG0001363	YGL027C	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.71&CDS=1-2481
OG0001364	YGL028C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.39&CDS=1-1419
OG0001365	YGL029W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.40-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.40&CDS=1-348
OG0001366	YGL030W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.126&CDS=1-330
OG0001367	YGL037C	genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.26-mRNA-1_1&gene=genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.26&CDS=1-513
OG0001368	YGL040C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.78&CDS=1-1020
OG0001369	YGL043W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.81&CDS=1-843
OG0001370	YGL044C	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.59&CDS=1-702
OG0001371	YGL045W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-4.116&CDS=1-2166
OG0001372	YGL048C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.26-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.26&CDS=1-1197
OG0001373	YGL050W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.96&CDS=1-762
OG0001374	YGL055W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.54&CDS=1-1515
OG0001375	YGL059W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.93-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.93&CDS=1-1449
OG0001376	YGL062W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.12-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-7.12&CDS=1-3534
OG0001377	YGL064C	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.7&CDS=1-1704
OG0001378	YGL065C	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.12&CDS=1-1374
OG0001379	YGL066W	genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.102&CDS=1-1251
OG0001380	YGL067W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.111&CDS=1-1236
OG0001381	YGL068W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.43-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.43&CDS=1-528
OG0001382	YGL070C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.71&CDS=1-336
OG0001383	YGL073W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.62&CDS=1-1665
OG0001384	YGL077C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-6.69-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-6.69&CDS=1-1557
OG0001385	YGL078C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.80&CDS=1-1536
OG0001386	YGL079W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.62&CDS=1-717
OG0001387	YGL080W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.104&CDS=1-333
OG0001388	YGL083W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.224-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.224&CDS=1-2577
OG0001389	YGL084C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.78&CDS=1-1677
OG0001390	YGL085W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.172-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.172&CDS=1-690
OG0001391	YGL086W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.79&CDS=1-1989
OG0001392	YGL087C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.105&CDS=1-411
OG0001393	YGL091C	snap_masked-NODE_24_length_12554_cov_41.7506_ID_6933-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_24_length_12554_cov_41.7506_ID_6933-processed-gene-0.13&CDS=1-1002
OG0001394	YGL092W	genemark-NODE_24_length_12554_cov_41.7506_ID_6933-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_24_length_12554_cov_41.7506_ID_6933-processed-gene-0.1&CDS=1-3498
OG0001395	YGL093W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.195-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.195&CDS=1-2496
OG0001396	YGL094C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.67&CDS=1-3063
OG0001397	YGL096W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.111&CDS=1-477
OG0001398	YGL097W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.20-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.20&CDS=1-1458
OG0001399	YGL099W	maker-NODE_8_length_665094_cov_63.8761_ID_4166-augustus-gene-2.127-mRNA-1_1&gene=maker-NODE_8_length_665094_cov_63.8761_ID_4166-augustus-gene-2.127&CDS=1-2487
OG0001400	YGL100W	snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.145&CDS=1-1011
OG0001401	YGL103W	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-6.58-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-6.58&CDS=1-447
OG0001402	YGL106W	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-7.5-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-augustus-gene-7.5&CDS=1-429
OG0001403	YGL110C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.82-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.82&CDS=1-1722
OG0001404	YGL111W	snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.112&CDS=1-1176
OG0001405	YGL112C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.258-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.258&CDS=1-1473
OG0001406	YGL114W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.53-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.53&CDS=1-1881
OG0001407	YGL115W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.85-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.85&CDS=1-1191
OG0001408	YGL116W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.79&CDS=1-1692
OG0001409	YGL119W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.21&CDS=1-1701
OG0001410	YGL122C	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.116&CDS=1-1431
OG0001411	YGL123W	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-1.143&CDS=1-753
OG0001412	YGL125W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.129&CDS=1-1842
OG0001413	YGL127C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.126&CDS=1-483
OG0001414	YGL129C	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.3&CDS=1-1350
OG0001415	YGL130W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.78&CDS=1-1296
OG0001416	YGL131C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.77&CDS=1-3741
OG0001417	YGL136C	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-5.20&CDS=1-414
OG0001418	YGL137W	genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.105&CDS=1-4395
OG0001419	YGL138C	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.69-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.69&CDS=1-1263
OG0001420	YGL141W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.92-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.92&CDS=1-5043
OG0001421	YGL142C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.58-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.58&CDS=1-1533
OG0001422	YGL143C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.198-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.198&CDS=1-1056
OG0001423	YGL148W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.214-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-5.214&CDS=1-1131
OG0001424	YGL150C	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.39&CDS=1-3675
OG0001425	YGL151W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.163-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.163&CDS=1-2622
OG0001426	YGL153W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.165-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.165&CDS=1-1173
OG0001427	YGL154C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.141&CDS=1-864
OG0001428	YGL155W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.168-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.168&CDS=1-1089
OG0001429	YGL156W	genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-0.9&CDS=1-3492
OG0001430	YGL161C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.192-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.192&CDS=1-774
OG0001431	YGL163C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.163-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.163&CDS=1-2418
OG0001432	YGL164C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.141-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.141&CDS=1-1131
OG0001433	YGL166W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.48-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.48&CDS=1-1010
OG0001434	YGL167C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.50&CDS=1-2772
OG0001435	YGL169W	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.49&CDS=1-1125
OG0001436	YGL171W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-5.79&CDS=1-1629
OG0001437	YGL172W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.138&CDS=1-1500
OG0001438	YGL173C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.83&CDS=1-4221
OG0001439	YGL178W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.117&CDS=1-1857
OG0001440	YGL179C	augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.41&CDS=1-1794
OG0001441	YGL180W	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.56&CDS=1-2622
OG0001442	YGL181W	snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_17_length_118177_cov_104.474_ID_4239-processed-gene-0.51&CDS=1-1263
OG0001443	YGL184C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.88&CDS=1-1203
OG0001444	YGL186C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.132&CDS=1-1611
OG0001445	YGL187C	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.29&CDS=1-462
OG0001446	YGL190C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.113&CDS=1-1596
OG0001447	YGL192W	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-2.118-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-2.118&CDS=1-1563
OG0001448	YGL194C	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.74&CDS=1-1344
OG0001449	YGL195W	genemark-NODE_19_length_48187_cov_51.551_ID_3370-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_19_length_48187_cov_51.551_ID_3370-processed-gene-0.2&CDS=1-7644
OG0001450	YGL196W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.2&CDS=1-1263
OG0001451	YGL198W	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.83-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-5.83&CDS=1-897
