	Geotrichum_candidum	Saccharomyces_cerevisiae
OG0001086	genemark-CCBN010000001.1-processed-gene-24.22-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.22&CDS=1-1125	YFL039C
OG0001087	genemark-CCBN010000001.1-processed-gene-24.23-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.23&CDS=1-3051	YMR189W
OG0001088	genemark-CCBN010000001.1-processed-gene-24.26-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.26&CDS=1-1308	YNR052C
OG0001089	genemark-CCBN010000001.1-processed-gene-24.27-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.27&CDS=1-5886	YGR271W
OG0001090	genemark-CCBN010000001.1-processed-gene-24.28-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.28&CDS=1-1311	YOR123C
OG0001091	genemark-CCBN010000001.1-processed-gene-24.58-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.58&CDS=1-795	YGR271C-A
OG0001092	genemark-CCBN010000001.1-processed-gene-24.59-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.59&CDS=1-594	YGR076C
OG0001093	genemark-CCBN010000001.1-processed-gene-24.29-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.29&CDS=1-1338	YOL140W
OG0001094	genemark-CCBN010000001.1-processed-gene-24.32-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.32&CDS=1-1011	YIR026C
OG0001095	genemark-CCBN010000001.1-processed-gene-24.33-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.33&CDS=1-3051	YOR048C
OG0001096	genemark-CCBN010000001.1-processed-gene-24.60-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.60&CDS=1-378	YGR074W
OG0001097	genemark-CCBN010000001.1-processed-gene-24.39-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.39&CDS=1-750	YDR171W
OG0001098	maker-CCBN010000001.1-augustus-gene-24.8-mRNA-1_1&gene=maker-CCBN010000001.1-augustus-gene-24.8&CDS=1-321	YDR424C
OG0001099	genemark-CCBN010000001.1-processed-gene-24.69-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.69&CDS=1-435	YBL021C
OG0001100	genemark-CCBN010000001.1-processed-gene-24.43-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.43&CDS=1-1560	YBR006W
OG0001101	snap_masked-CCBN010000001.1-processed-gene-24.149-mRNA-1_1&gene=snap_masked-CCBN010000001.1-processed-gene-24.149&CDS=1-1137	YDR004W
OG0001102	genemark-CCBN010000001.1-processed-gene-24.45-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.45&CDS=1-2517	YBL023C
OG0001103	genemark-CCBN010000001.1-processed-gene-24.47-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.47&CDS=1-618	YER094C
OG0001104	augustus_masked-CCBN010000001.1-processed-gene-24.100-mRNA-1_1&gene=augustus_masked-CCBN010000001.1-processed-gene-24.100&CDS=1-5871	YMR229C
OG0001105	genemark-CCBN010000001.1-processed-gene-24.54-mRNA-1_1&gene=genemark-CCBN010000001.1-processed-gene-24.54&CDS=1-852	YBR011C
OG0001106	snap_masked-CCBN010000002.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-0.2&CDS=1-1338	YMR265C
OG0001107	genemark-CCBN010000002.1-processed-gene-0.21-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-0.21&CDS=1-2013	YML102W
OG0001108	genemark-CCBN010000002.1-processed-gene-0.31-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-0.31&CDS=1-678	YML101C
OG0001109	genemark-CCBN010000002.1-processed-gene-0.32-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-0.32&CDS=1-1548	YOR037W
OG0001110	genemark-CCBN010000002.1-processed-gene-0.25-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-0.25&CDS=1-1470	YAR003W
OG0001111	genemark-CCBN010000002.1-processed-gene-0.33-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-0.33&CDS=1-1074	YDR267C
OG0001112	genemark-CCBN010000002.1-processed-gene-1.33-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-1.33&CDS=1-609	YMR121C
OG0001113	genemark-CCBN010000002.1-processed-gene-1.35-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-1.35&CDS=1-1611	YPR033C
OG0001114	genemark-CCBN010000002.1-processed-gene-1.49-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-1.49&CDS=1-1353	YMR062C
OG0001115	maker-CCBN010000002.1-augustus-gene-1.25-mRNA-1_1&gene=maker-CCBN010000002.1-augustus-gene-1.25&CDS=1-3939	YNL250W
OG0001116	snap_masked-CCBN010000002.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-1.21&CDS=1-3105	YLR176C
OG0001117	genemark-CCBN010000002.1-processed-gene-1.39-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-1.39&CDS=1-1134	YDL168W
OG0001118	genemark-CCBN010000002.1-processed-gene-1.40-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-1.40&CDS=1-1050	YPR110C
OG0001119	genemark-CCBN010000002.1-processed-gene-2.34-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.34&CDS=1-927	YAR015W
OG0001120	genemark-CCBN010000002.1-processed-gene-2.35-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.35&CDS=1-672	YPR067W
OG0001121	genemark-CCBN010000002.1-processed-gene-2.36-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.36&CDS=1-438	YGL047W
OG0001122	genemark-CCBN010000002.1-processed-gene-2.37-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.37&CDS=1-708	YGR167W
OG0001123	genemark-CCBN010000002.1-processed-gene-2.33-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.33&CDS=1-1590	YER141W
OG0001124	genemark-CCBN010000002.1-processed-gene-2.50-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.50&CDS=1-1191	YJR068W
OG0001125	augustus_masked-CCBN010000002.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-2.75&CDS=1-3663	YJR041C
OG0001126	genemark-CCBN010000002.1-processed-gene-2.43-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.43&CDS=1-1674	YJL069C
OG0001127	genemark-CCBN010000002.1-processed-gene-2.44-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.44&CDS=1-1149	YPL094C
OG0001128	genemark-CCBN010000002.1-processed-gene-2.45-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.45&CDS=1-1383	YPL103C
OG0001129	genemark-CCBN010000002.1-processed-gene-2.52-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.52&CDS=1-1029	YBR176W
OG0001130	genemark-CCBN010000002.1-processed-gene-2.55-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-2.55&CDS=1-3702	YJL080C
OG0001131	genemark-CCBN010000002.1-processed-gene-3.66-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.66&CDS=1-3912	YOL075C
OG0001132	genemark-CCBN010000002.1-processed-gene-3.68-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.68&CDS=1-3144	YDR421W
OG0001133	genemark-CCBN010000002.1-processed-gene-3.82-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.82&CDS=1-1458	YCL017C
OG0001134	genemark-CCBN010000002.1-processed-gene-3.85-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.85&CDS=1-369	YBL078C
OG0001135	genemark-CCBN010000002.1-processed-gene-3.70-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.70&CDS=1-2703	YLR362W
OG0001136	maker-CCBN010000002.1-snap-gene-3.107-mRNA-1_1&gene=maker-CCBN010000002.1-snap-gene-3.107&CDS=1-1815	YDL154W
OG0001137	genemark-CCBN010000002.1-processed-gene-3.89-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.89&CDS=1-1107	YLR215C
OG0001138	maker-CCBN010000002.1-snap-gene-3.108-mRNA-1_1&gene=maker-CCBN010000002.1-snap-gene-3.108&CDS=1-2757	YHL023C
OG0001139	genemark-CCBN010000002.1-processed-gene-3.92-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.92&CDS=1-1059	YCR019W
OG0001140	genemark-CCBN010000002.1-processed-gene-3.93-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.93&CDS=1-3339	YKL197C
OG0001141	genemark-CCBN010000002.1-processed-gene-3.75-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.75&CDS=1-810	YCR075C
OG0001142	genemark-CCBN010000002.1-processed-gene-3.94-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.94&CDS=1-1416	YDL103C
OG0001143	genemark-CCBN010000002.1-processed-gene-3.95-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.95&CDS=1-2076	YFR048W
OG0001144	genemark-CCBN010000002.1-processed-gene-3.79-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.79&CDS=1-1668	YGL244W
OG0001145	genemark-CCBN010000002.1-processed-gene-3.98-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.98&CDS=1-2490	YJL102W
OG0001146	genemark-CCBN010000002.1-processed-gene-3.81-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.81&CDS=1-951	YKR026C
OG0001147	genemark-CCBN010000002.1-processed-gene-3.99-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-3.99&CDS=1-942	YKR025W
OG0001148	genemark-CCBN010000002.1-processed-gene-4.27-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.27&CDS=1-627	YDR013W
OG0001149	genemark-CCBN010000002.1-processed-gene-4.21-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.21&CDS=1-3381	YCR092C
OG0001150	genemark-CCBN010000002.1-processed-gene-4.28-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.28&CDS=1-1872	YCR061W
OG0001151	genemark-CCBN010000002.1-processed-gene-4.22-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.22&CDS=1-1305	YEL050C
OG0001152	genemark-CCBN010000002.1-processed-gene-4.33-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.33&CDS=1-348	YPR094W
OG0001153	genemark-CCBN010000002.1-processed-gene-4.24-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.24&CDS=1-2091	YIL108W
OG0001154	genemark-CCBN010000002.1-processed-gene-4.37-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.37&CDS=1-978	YGR112W
OG0001155	genemark-CCBN010000002.1-processed-gene-4.38-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-4.38&CDS=1-1110	YGL001C
OG0001156	augustus_masked-CCBN010000002.1-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-5.52&CDS=1-882	YBR057C
OG0001157	augustus_masked-CCBN010000002.1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-5.42&CDS=1-3744	YOR296W
OG0001158	genemark-CCBN010000002.1-processed-gene-5.87-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-5.87&CDS=1-1053	YER156C
OG0001159	genemark-CCBN010000002.1-processed-gene-5.72-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-5.72&CDS=1-372	YDR079W
OG0001160	genemark-CCBN010000002.1-processed-gene-5.89-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-5.89&CDS=1-330	YNL244C
OG0001161	genemark-CCBN010000002.1-processed-gene-5.74-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-5.74&CDS=1-3192	YNL243W
OG0001162	augustus_masked-CCBN010000002.1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-5.46&CDS=1-2607	YOR249C
OG0001163	genemark-CCBN010000002.1-processed-gene-6.10-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.10&CDS=1-4716	YPL167C
OG0001164	augustus_masked-CCBN010000002.1-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-6.53&CDS=1-1293	YPL165C
OG0001165	genemark-CCBN010000002.1-processed-gene-6.24-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.24&CDS=1-1920	YDR129C
OG0001166	genemark-CCBN010000002.1-processed-gene-6.25-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.25&CDS=1-1995	YKL022C
OG0001167	genemark-CCBN010000002.1-processed-gene-6.26-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.26&CDS=1-1239	YGR223C
OG0001168	augustus_masked-CCBN010000002.1-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-6.58&CDS=1-3552	YKR082W
OG0001169	genemark-CCBN010000002.1-processed-gene-6.14-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.14&CDS=1-984	YKR081C
OG0001170	genemark-CCBN010000002.1-processed-gene-6.29-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.29&CDS=1-951	YKR080W
OG0001171	genemark-CCBN010000002.1-processed-gene-6.15-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.15&CDS=1-444	YOR298C-A
OG0001172	genemark-CCBN010000002.1-processed-gene-6.17-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.17&CDS=1-6186	YDL058W
OG0001173	genemark-CCBN010000002.1-processed-gene-6.19-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.19&CDS=1-1248	YGR012W
OG0001174	augustus_masked-CCBN010000002.1-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-6.50&CDS=1-1920	YGR013W
OG0001175	augustus_masked-CCBN010000002.1-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-6.63&CDS=1-2376	YDR416W
OG0001176	genemark-CCBN010000002.1-processed-gene-6.21-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.21&CDS=1-834	YEL051W
OG0001177	genemark-CCBN010000002.1-processed-gene-6.22-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-6.22&CDS=1-1314	YDR415C
OG0001178	snap_masked-CCBN010000002.1-processed-gene-7.8-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-7.8&CDS=1-2388	YPR175W
OG0001179	maker-CCBN010000002.1-snap-gene-7.76-mRNA-1_1&gene=maker-CCBN010000002.1-snap-gene-7.76&CDS=1-966	YPR176C
OG0001180	genemark-CCBN010000002.1-processed-gene-7.46-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.46&CDS=1-783	YJR101W
OG0001181	genemark-CCBN010000002.1-processed-gene-7.63-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.63&CDS=1-1587	YMR015C
OG0001182	genemark-CCBN010000002.1-processed-gene-7.49-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.49&CDS=1-282	YDR322C-A
OG0001183	genemark-CCBN010000002.1-processed-gene-7.66-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.66&CDS=1-1071	YDR322W
OG0001184	snap_masked-CCBN010000002.1-processed-gene-7.17-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-7.17&CDS=1-1731	YDR057W
OG0001185	genemark-CCBN010000002.1-processed-gene-7.52-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.52&CDS=1-3078	YOL141W
OG0001186	genemark-CCBN010000002.1-processed-gene-7.67-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.67&CDS=1-4287	YJR033C
OG0001187	genemark-CCBN010000002.1-processed-gene-7.53-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.53&CDS=1-318	YJR034W
OG0001188	genemark-CCBN010000002.1-processed-gene-7.54-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.54&CDS=1-3564	YJR035W
OG0001189	genemark-CCBN010000002.1-processed-gene-7.68-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.68&CDS=1-1749	YBR248C
OG0001190	genemark-CCBN010000002.1-processed-gene-7.69-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-7.69&CDS=1-1479	YJR122W
OG0001191	genemark-CCBN010000002.1-processed-gene-8.9-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-8.9&CDS=1-723	YLL027W
OG0001192	genemark-CCBN010000002.1-processed-gene-8.10-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-8.10&CDS=1-492	YDL120W
OG0001193	genemark-CCBN010000002.1-processed-gene-8.11-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-8.11&CDS=1-1437	YNL071W
OG0001194	genemark-CCBN010000002.1-processed-gene-8.26-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-8.26&CDS=1-1038	YPR180W
OG0001195	genemark-CCBN010000002.1-processed-gene-8.27-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-8.27&CDS=1-975	YPR128C
OG0001196	genemark-CCBN010000002.1-processed-gene-8.29-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-8.29&CDS=1-513	YPR131C
OG0001197	maker-CCBN010000002.1-snap-gene-8.61-mRNA-1_1&gene=maker-CCBN010000002.1-snap-gene-8.61&CDS=1-1116	YPR129W
OG0001198	genemark-CCBN010000002.1-processed-gene-8.16-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-8.16&CDS=1-921	YIL021W
OG0001199	genemark-CCBN010000002.1-processed-gene-9.59-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.59&CDS=1-1155	YIL153W
OG0001200	genemark-CCBN010000002.1-processed-gene-9.43-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.43&CDS=1-5253	YJL039C
OG0001201	genemark-CCBN010000002.1-processed-gene-9.60-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.60&CDS=1-2070	YJL041W
OG0001202	genemark-CCBN010000002.1-processed-gene-9.44-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.44&CDS=1-744	YKL152C
OG0001203	snap_masked-CCBN010000002.1-processed-gene-9.6-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-9.6&CDS=1-1170	YJR107W
OG0001204	genemark-CCBN010000002.1-processed-gene-9.63-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.63&CDS=1-537	YIR009W
OG0001205	genemark-CCBN010000002.1-processed-gene-9.46-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.46&CDS=1-765	YBL057C
OG0001206	augustus_masked-CCBN010000002.1-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-CCBN010000002.1-processed-gene-9.94&CDS=1-1344	YGL004C
OG0001207	genemark-CCBN010000002.1-processed-gene-9.49-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.49&CDS=1-1527	YNR012W
OG0001208	genemark-CCBN010000002.1-processed-gene-9.50-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.50&CDS=1-450	YMR260C
OG0001209	genemark-CCBN010000002.1-processed-gene-9.51-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.51&CDS=1-1089	YBR228W
OG0001210	snap_masked-CCBN010000002.1-processed-gene-9.13-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-9.13&CDS=1-636	YJL063C
OG0001211	genemark-CCBN010000002.1-processed-gene-9.53-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.53&CDS=1-558	YLR168C
OG0001212	snap_masked-CCBN010000002.1-processed-gene-9.16-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-9.16&CDS=1-1485	YBR263W
OG0001213	genemark-CCBN010000002.1-processed-gene-9.73-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.73&CDS=1-2232	YNL186W
OG0001214	genemark-CCBN010000002.1-processed-gene-9.74-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.74&CDS=1-2475	YCL054W
OG0001215	genemark-CCBN010000002.1-processed-gene-9.57-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-9.57&CDS=1-1983	YJL085W
OG0001216	genemark-CCBN010000002.1-processed-gene-10.1-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.1&CDS=1-1152	YIL019W
OG0001217	genemark-CCBN010000002.1-processed-gene-10.0-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.0&CDS=1-804	YIL020C
OG0001218	genemark-CCBN010000002.1-processed-gene-10.17-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.17&CDS=1-2577	YMR309C
OG0001219	genemark-CCBN010000002.1-processed-gene-10.18-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.18&CDS=1-753	YOR281C
OG0001220	maker-CCBN010000002.1-snap-gene-10.26-mRNA-1_1&gene=maker-CCBN010000002.1-snap-gene-10.26&CDS=1-1539	YBR123C
OG0001221	genemark-CCBN010000002.1-processed-gene-10.6-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.6&CDS=1-549	YBR122C
OG0001222	genemark-CCBN010000002.1-processed-gene-10.7-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.7&CDS=1-429	YPR082C
OG0001223	genemark-CCBN010000002.1-processed-gene-10.8-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.8&CDS=1-1962	YBR121C
OG0001224	genemark-CCBN010000002.1-processed-gene-10.9-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.9&CDS=1-2052	YDR228C
OG0001225	genemark-CCBN010000002.1-processed-gene-10.19-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.19&CDS=1-753	YDR226W
OG0001226	genemark-CCBN010000002.1-processed-gene-10.10-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.10&CDS=1-1098	YHR068W
OG0001227	genemark-CCBN010000002.1-processed-gene-10.21-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.21&CDS=1-2964	YGR100W
OG0001228	maker-CCBN010000002.1-augustus-gene-10.58-mRNA-1_1&gene=maker-CCBN010000002.1-augustus-gene-10.58&CDS=1-2124	YOL123W
OG0001229	genemark-CCBN010000002.1-processed-gene-10.13-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.13&CDS=1-1329	YOL124C
OG0001230	genemark-CCBN010000002.1-processed-gene-10.24-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-10.24&CDS=1-660	YHR012W
OG0001231	genemark-CCBN010000002.1-processed-gene-11.45-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.45&CDS=1-1569	YKL175W
OG0001232	snap_masked-CCBN010000002.1-processed-gene-11.78-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-11.78&CDS=1-705	YDR472W
OG0001233	genemark-CCBN010000002.1-processed-gene-11.51-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.51&CDS=1-984	YBR046C
OG0001234	genemark-CCBN010000002.1-processed-gene-11.64-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.64&CDS=1-204	YBL026W
OG0001235	genemark-CCBN010000002.1-processed-gene-11.65-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.65&CDS=1-3933	YDL195W
OG0001236	genemark-CCBN010000002.1-processed-gene-11.56-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.56&CDS=1-4782	YCR081W
OG0001237	genemark-CCBN010000002.1-processed-gene-11.67-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.67&CDS=1-777	YBR088C
OG0001238	genemark-CCBN010000002.1-processed-gene-11.68-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.68&CDS=1-2805	YGL201C
OG0001239	genemark-CCBN010000002.1-processed-gene-11.58-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.58&CDS=1-2646	YGR157W
OG0001240	genemark-CCBN010000002.1-processed-gene-11.59-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.59&CDS=1-3048	YKL210W
OG0001241	maker-CCBN010000002.1-snap-gene-11.39-mRNA-1_1&gene=maker-CCBN010000002.1-snap-gene-11.39&CDS=1-1542	YOL132W
OG0001242	genemark-CCBN010000002.1-processed-gene-11.61-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-11.61&CDS=1-1311	YOR196C
OG0001243	snap_masked-CCBN010000002.1-processed-gene-12.4-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-12.4&CDS=1-873	YLR165C
OG0001244	genemark-CCBN010000002.1-processed-gene-12.47-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-12.47&CDS=1-1410	YLR163C
OG0001245	genemark-CCBN010000002.1-processed-gene-12.48-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-12.48&CDS=1-1419	YPL204W
OG0001246	snap_masked-CCBN010000002.1-processed-gene-12.7-mRNA-1_1&gene=snap_masked-CCBN010000002.1-processed-gene-12.7&CDS=1-4932	YDR180W
OG0001247	genemark-CCBN010000002.1-processed-gene-12.61-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-12.61&CDS=1-1644	YDR182W
