	Saccharomyces_cerevisiae	yHMPu5000034862_Zygotorulaspora_florentina
OG0001838	YHR017W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-9.25&CDS=1-1089
OG0001839	YHR019C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-9.9&CDS=1-3024
OG0001840	YHR020W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-9.24&CDS=1-2034
OG0001841	YHR024C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-4.47&CDS=1-1455
OG0001842	YHR025W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.0&CDS=1-1713
OG0001843	YHR027C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.1&CDS=1-2934
OG0001844	YHR029C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.3&CDS=1-876
OG0001845	YHR030C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.4&CDS=1-1482
OG0001846	YHR031C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.23&CDS=1-2091
OG0001847	YHR032W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.5&CDS=1-1884
OG0001848	YHR034C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.22&CDS=1-1035
OG0001849	YHR035W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.44&CDS=1-2088
OG0001850	YHR036W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.92&CDS=1-1371
OG0001851	YHR037W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.91&CDS=1-1737
OG0001852	YHR038W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.40&CDS=1-717
OG0001853	YHR039C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.65&CDS=1-1938
OG0001854	YHR039C-A	maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-5.99-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-5.99&CDS=1-339
OG0001855	YHR040W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.39&CDS=1-1095
OG0001856	YHR042W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.82&CDS=1-2052
OG0001857	YHR045W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.31&CDS=1-1680
OG0001858	YHR046C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.8&CDS=1-885
OG0001859	YHR048W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.30&CDS=1-1653
OG0001860	YHR049W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.29&CDS=1-720
OG0001861	YHR051W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.26&CDS=1-459
OG0001862	YHR052W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-5.25&CDS=1-1203
OG0001863	YHR059W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.111&CDS=1-306
OG0001864	YHR060W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.113&CDS=1-501
OG0001865	YHR062C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.135&CDS=1-3363
OG0001866	YHR063C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.136&CDS=1-1131
OG0001867	YHR064C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.137&CDS=1-1623
OG0001868	YHR065C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.138&CDS=1-1512
OG0001869	YHR067W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.116&CDS=1-819
OG0001870	YHR068W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.117&CDS=1-1158
OG0001871	YHR069C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.141&CDS=1-1098
OG0001872	YHR070W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.119&CDS=1-1443
OG0001873	YHR071W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.65&CDS=1-636
OG0001874	YHR072W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.122&CDS=1-2193
OG0001875	YHR073W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.123&CDS=1-2889
OG0001876	YHR074W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.125&CDS=1-2142
OG0001877	YHR075C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.144&CDS=1-1152
OG0001878	YHR076W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.127&CDS=1-1125
OG0001879	YHR077C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.146&CDS=1-3123
OG0001880	YHR078W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-6.128&CDS=1-1575
OG0001881	YHR079C	maker-NODE_1_length_1546580_cov_24.4376_ID_1-snap-gene-6.50-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-snap-gene-6.50&CDS=1-3423
OG0001882	YHR082C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.3&CDS=1-2862
OG0001883	YHR084W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.4&CDS=1-2220
OG0001884	YHR085W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.5&CDS=1-984
OG0001885	YHR086W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.6&CDS=1-1557
OG0001886	YHR087W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.8&CDS=1-294
OG0001887	YHR088W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.9&CDS=1-876
OG0001888	YHR089C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.22&CDS=1-636
OG0001889	YHR090C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.67&CDS=1-876
OG0001890	YHR098C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.31&CDS=1-4173
OG0001891	YHR099W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.17&CDS=1-11199
OG0001892	YHR100C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.77-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.77&CDS=1-555
OG0001893	YHR101C	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.78&CDS=1-867
OG0001894	YHR102W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.18&CDS=1-3024
OG0001895	YHR104W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-7.19&CDS=1-4287
OG0001896	YHR105W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.106&CDS=1-504
OG0001897	YHR108W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.57-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.57&CDS=1-1755
OG0001898	YHR109W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.114&CDS=1-1761
OG0001899	YHR111W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.63&CDS=1-2025
OG0001900	YHR113W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-8.116&CDS=1-1458
OG0001901	YHR114W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.18&CDS=1-1857
OG0001902	YHR116W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.21&CDS=1-366
OG0001903	YHR120W	genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.116-mRNA-1_1&gene=genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.116&CDS=1-5898
OG0001904	YHR121W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.98&CDS=1-576
OG0001905	YHR124W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.46&CDS=1-2571
OG0001906	YHR127W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.43&CDS=1-648
OG0001907	YHR128W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.40&CDS=1-648
OG0001908	YHR131C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.14&CDS=1-2379
OG0001909	YHR132C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.12&CDS=1-1326
OG0001910	YHR132W-A	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.38&CDS=1-369
OG0001911	YHR134W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.37&CDS=1-726
OG0001912	YHR137W	maker-NODE_7_length_539399_cov_24.5113_ID_13-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_7_length_539399_cov_24.5113_ID_13-snap-gene-0.51&CDS=1-1791
OG0001913	YHR140W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.32&CDS=1-690
OG0001914	YHR142W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.31&CDS=1-936
OG0001915	YHR143W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.28&CDS=1-726
OG0001916	YHR143W-A	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.136&CDS=1-210
OG0001917	YHR144C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.3&CDS=1-933
OG0001918	YHR146W	snap_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.67&CDS=1-1161
OG0001919	YHR147C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.14&CDS=1-639
OG0001920	YHR148W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.37&CDS=1-549
OG0001921	YHR149C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.117&CDS=1-2403
OG0001922	YHR150W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.139&CDS=1-1620
OG0001923	YHR151C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.11&CDS=1-1347
OG0001924	YHR153C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.7&CDS=1-564
OG0001925	YHR154W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.133&CDS=1-3069
OG0001926	YHR156C	augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.151&CDS=1-1134
OG0001927	YHR158C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.3&CDS=1-3114
OG0001928	YHR159W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.107&CDS=1-1266
OG0001929	YHR161C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.18&CDS=1-1740
OG0001930	YHR164C	genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.103&CDS=1-6804
OG0001931	YHR165C	maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-1.131-mRNA-1_1&gene=maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-1.131&CDS=1-9018
OG0001932	YHR167W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.34&CDS=1-789
OG0001933	YHR170W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.33&CDS=1-5067
OG0001934	YHR171W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.32&CDS=1-1866
OG0001935	YHR172W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.30&CDS=1-2502
OG0001936	YHR175W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.28&CDS=1-498
OG0001937	YHR176W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.27&CDS=1-1323
OG0001938	YHR178W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.26&CDS=1-2115
OG0001939	YHR181W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.24&CDS=1-675
OG0001940	YHR182W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.23&CDS=1-1884
OG0001941	YHR184W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.21&CDS=1-1800
OG0001942	YHR185C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.10&CDS=1-867
OG0001943	YHR186C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.8&CDS=1-4608
OG0001944	YHR187W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.19&CDS=1-903
OG0001945	YHR188C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-1.7&CDS=1-1992
OG0001946	YHR189W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.22&CDS=1-612
OG0001947	YHR190W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.23&CDS=1-1332
OG0001948	YHR191C	genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.79&CDS=1-381
OG0001949	YHR192W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.48&CDS=1-753
OG0001950	YHR193C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.27&CDS=1-510
OG0001951	YHR194W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-2.47&CDS=1-2769
