	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
OG0001437	YJL041W	genemark-scf7180000060362-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000060362-processed-gene-0.11&CDS=1-1581, snap_masked-scf7180000059624-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000059624-processed-gene-0.16&CDS=1-1983
OG0001438	YJL046W	augustus_masked-scf7180000059834-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000059834-processed-gene-0.31&CDS=1-1125, snap_masked-scf7180000053756-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000053756-processed-gene-0.4&CDS=1-1125
OG0001439	YJL049W	snap_masked-scf7180000053855-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000053855-processed-gene-0.5&CDS=1-1131, snap_masked-scf7180000054521-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000054521-processed-gene-0.5&CDS=1-726
OG0001440	YJL055W	augustus_masked-scf7180000059725-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000059725-processed-gene-0.13&CDS=1-669, augustus_masked-scf7180000060381-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060381-processed-gene-0.4&CDS=1-675
OG0001441	YJL057C	augustus_masked-scf7180000053594-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053594-processed-gene-0.8&CDS=1-1683, maker-scf7180000061004-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000061004-snap-gene-0.5&CDS=1-1344
OG0001442	YJL059W	augustus_masked-scf7180000061669-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000061669-processed-gene-0.10&CDS=1-1134, genemark-scf7180000055597-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.5&CDS=1-723
OG0001443	YJL061W	augustus_masked-scf7180000058216-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058216-processed-gene-0.0&CDS=1-1185, augustus_masked-scf7180000061721-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000061721-processed-gene-0.18&CDS=1-1917
OG0001444	YJL062W	augustus_masked-scf7180000061721-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000061721-processed-gene-0.22&CDS=1-2019, maker-scf7180000054514-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000054514-snap-gene-0.4&CDS=1-2409
OG0001445	YJL069C	maker-scf7180000058731-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000058731-snap-gene-0.2&CDS=1-1305, snap_masked-scf7180000061091-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000061091-processed-gene-0.5&CDS=1-1587
OG0001446	YJL072C	augustus_masked-scf7180000055266-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055266-processed-gene-0.2&CDS=1-522, augustus_masked-scf7180000059758-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059758-processed-gene-0.8&CDS=1-588
OG0001447	YJL074C	augustus_masked-scf7180000053981-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053981-processed-gene-0.0&CDS=1-1371, snap_masked-scf7180000055431-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055431-processed-gene-0.3&CDS=1-3522
OG0001448	YJL081C	augustus_masked-scf7180000060844-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060844-processed-gene-0.1&CDS=1-1245, augustus_masked-scf7180000061680-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061680-processed-gene-0.0&CDS=1-1422
OG0001449	YJL088W	augustus_masked-scf7180000059834-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000059834-processed-gene-0.39&CDS=1-954, snap_masked-scf7180000054871-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000054871-processed-gene-0.3&CDS=1-648
OG0001450	YJL089W	augustus_masked-scf7180000055655-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055655-processed-gene-0.3&CDS=1-1536, augustus_masked-scf7180000061765-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000061765-processed-gene-0.33&CDS=1-2751
OG0001451	YJL091C	augustus_masked-scf7180000054410-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000054410-processed-gene-0.16&CDS=1-1512, snap_masked-scf7180000058371-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058371-processed-gene-0.1&CDS=1-600
OG0001452	YJL092W	augustus_masked-scf7180000057959-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000057959-processed-gene-0.38&CDS=1-2457, genemark-scf7180000055926-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055926-processed-gene-0.0&CDS=1-1887
OG0001453	YJL097W	augustus_masked-scf7180000057203-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000057203-processed-gene-0.5&CDS=1-609, augustus_masked-scf7180000057959-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000057959-processed-gene-0.44&CDS=1-609
OG0001454	YJL100W	augustus_masked-scf7180000053591-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053591-processed-gene-0.8&CDS=1-1398, augustus_masked-scf7180000060573-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060573-processed-gene-0.5&CDS=1-1398
OG0001455	YJL101C	augustus_masked-scf7180000055506-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000055506-processed-gene-0.17&CDS=1-1842, augustus_masked-scf7180000056803-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056803-processed-gene-0.2&CDS=1-1662
OG0001456	YJL104W	augustus_masked-scf7180000059095-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059095-processed-gene-0.1&CDS=1-444, augustus_masked-scf7180000061706-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061706-processed-gene-0.2&CDS=1-366
OG0001457	YJL106W	augustus_masked-scf7180000059828-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000059828-processed-gene-0.11&CDS=1-1218, genemark-scf7180000058191-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000058191-processed-gene-0.1&CDS=1-858
OG0001458	YJL117W	snap_masked-scf7180000053620-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000053620-processed-gene-0.40&CDS=1-873, snap_masked-scf7180000058322-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000058322-processed-gene-0.0&CDS=1-222
OG0001459	YJL122W	snap_masked-scf7180000060206-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000060206-processed-gene-0.2&CDS=1-408, snap_masked-scf7180000061607-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000061607-processed-gene-0.2&CDS=1-408
OG0001460	YJL123C	augustus_masked-scf7180000060957-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060957-processed-gene-0.3&CDS=1-1023, snap_masked-scf7180000057818-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000057818-processed-gene-0.19&CDS=1-1134
OG0001461	YJL125C	augustus_masked-scf7180000053783-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053783-processed-gene-0.1&CDS=1-780, snap_masked-scf7180000059789-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000059789-processed-gene-0.11&CDS=1-1011
OG0001462	YJL126W	augustus_masked-scf7180000057818-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000057818-processed-gene-0.40&CDS=1-903, augustus_masked-scf7180000059947-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059947-processed-gene-0.1&CDS=1-903
OG0001463	YJL127C	augustus_masked-scf7180000054045-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000054045-processed-gene-0.10&CDS=1-1425, augustus_masked-scf7180000056482-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000056482-processed-gene-0.0&CDS=1-858
OG0001464	YJL127C-B	maker-scf7180000057712-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000057712-augustus-gene-0.2&CDS=1-198, snap_masked-scf7180000055537-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000055537-processed-gene-0.0&CDS=1-198
OG0001465	YJL128C	augustus_masked-scf7180000053620-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000053620-processed-gene-0.73&CDS=1-1377, maker-scf7180000056795-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000056795-augustus-gene-0.5&CDS=1-1302
OG0001466	YJL131C	snap_masked-scf7180000057716-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000057716-processed-gene-0.12&CDS=1-870, snap_masked-scf7180000060942-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000060942-processed-gene-0.3&CDS=1-303
OG0001467	YJL132W	augustus_masked-scf7180000056264-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056264-processed-gene-0.1&CDS=1-1527, augustus_masked-scf7180000057716-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000057716-processed-gene-0.11&CDS=1-1794
OG0001468	YJL138C, YKR059W	augustus_masked-scf7180000061748-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000061748-processed-gene-0.17&CDS=1-1188
OG0001469	YJL140W	augustus_masked-scf7180000056190-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000056190-processed-gene-0.3&CDS=1-561, augustus_masked-scf7180000061060-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061060-processed-gene-0.0&CDS=1-531
OG0001470	YJL141C	augustus_masked-scf7180000055428-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055428-processed-gene-0.3&CDS=1-1656, augustus_masked-scf7180000056004-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000056004-processed-gene-0.0&CDS=1-1035
OG0001471	YJL145W	augustus_masked-scf7180000059682-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000059682-processed-gene-0.14&CDS=1-846, snap_masked-scf7180000053971-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053971-processed-gene-0.1&CDS=1-390
OG0001472	YJL154C	augustus_masked-scf7180000053743-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053743-processed-gene-0.1&CDS=1-2403, augustus_masked-scf7180000053998-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000053998-processed-gene-0.28&CDS=1-2403
OG0001473	YJL156C	augustus_masked-scf7180000053998-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000053998-processed-gene-0.23&CDS=1-2121, augustus_masked-scf7180000058853-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000058853-processed-gene-0.2&CDS=1-2100
OG0001474	YJL163C	augustus_masked-scf7180000055464-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000055464-processed-gene-0.36&CDS=1-1533, snap_masked-scf7180000058767-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000058767-processed-gene-0.2&CDS=1-816
OG0001475	YJL166W	augustus_masked-scf7180000053547-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000053547-processed-gene-0.11&CDS=1-279, genemark-scf7180000054154-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000054154-processed-gene-0.2&CDS=1-168
OG0001476	YJL168C	augustus_masked-scf7180000056955-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000056955-processed-gene-0.0&CDS=1-1515, maker-scf7180000053595-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000053595-augustus-gene-0.1&CDS=1-1845
OG0001477	YJL174W	augustus_masked-scf7180000054046-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054046-processed-gene-0.1&CDS=1-801, augustus_masked-scf7180000055464-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000055464-processed-gene-0.32&CDS=1-801
OG0001478	YJL180C	augustus_masked-scf7180000056401-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056401-processed-gene-0.1&CDS=1-669, genemark-scf7180000061777-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000061777-processed-gene-0.1&CDS=1-831
OG0001479	YJL187C	augustus_masked-scf7180000055509-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000055509-processed-gene-0.6&CDS=1-1743, augustus_masked-scf7180000060606-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060606-processed-gene-0.0&CDS=1-1701
OG0001480	YJL190C	augustus_masked-scf7180000053597-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053597-processed-gene-0.8&CDS=1-390, augustus_masked-scf7180000059504-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059504-processed-gene-0.7&CDS=1-390
OG0001481	YJL194W	maker-scf7180000055003-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000055003-snap-gene-0.2&CDS=1-1179, snap_masked-scf7180000059791-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059791-processed-gene-0.0&CDS=1-1416
OG0001482	YJL201W	snap_masked-scf7180000054170-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000054170-processed-gene-0.7&CDS=1-1320, snap_masked-scf7180000055937-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000055937-processed-gene-0.2&CDS=1-738
OG0001483	YJL203W	augustus_masked-scf7180000055679-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055679-processed-gene-0.1&CDS=1-1227, augustus_masked-scf7180000060052-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000060052-processed-gene-0.16&CDS=1-1227
OG0001484	YJL208C	augustus_masked-scf7180000059931-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000059931-processed-gene-0.23&CDS=1-954, snap_masked-scf7180000056155-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000056155-processed-gene-0.10&CDS=1-834
OG0001485	YJL218W	augustus_masked-scf7180000059952-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000059952-processed-gene-0.11&CDS=1-642, genemark-scf7180000057263-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000057263-processed-gene-0.7&CDS=1-561
OG0001486	YJR001W	augustus_masked-scf7180000053563-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000053563-processed-gene-0.11&CDS=1-1632, maker-scf7180000058145-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000058145-snap-gene-0.0&CDS=1-1377
OG0001487	YJR002W	augustus_masked-scf7180000059702-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059702-processed-gene-0.1&CDS=1-1707, genemark-scf7180000059855-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000059855-processed-gene-0.5&CDS=1-1290
OG0001488	YJR003C	augustus_masked-scf7180000054170-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000054170-processed-gene-0.16&CDS=1-1407, augustus_masked-scf7180000056432-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056432-processed-gene-0.2&CDS=1-864
OG0001489	YJR004C	snap_masked-scf7180000058498-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000058498-processed-gene-0.0&CDS=1-279, snap_masked-scf7180000061160-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061160-processed-gene-0.1&CDS=1-1389
OG0001490	YJR005W	genemark-scf7180000059254-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000059254-processed-gene-0.3&CDS=1-1122, maker-scf7180000061683-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000061683-augustus-gene-0.0&CDS=1-2043
OG0001491	YJR006W	augustus_masked-scf7180000055539-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000055539-processed-gene-0.45&CDS=1-1377, augustus_masked-scf7180000059071-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059071-processed-gene-0.1&CDS=1-900
OG0001492	YJR008W	maker-scf7180000056235-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000056235-augustus-gene-0.4&CDS=1-891, maker-scf7180000061683-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000061683-augustus-gene-0.1&CDS=1-906
OG0001493	YJR014W	augustus_masked-scf7180000053960-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053960-processed-gene-0.0&CDS=1-561, augustus_masked-scf7180000055544-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055544-processed-gene-0.0&CDS=1-561
OG0001494	YJR019C	augustus_masked-scf7180000053827-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053827-processed-gene-0.3&CDS=1-969, augustus_masked-scf7180000055187-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055187-processed-gene-0.1&CDS=1-825
OG0001495	YJR024C	augustus_masked-scf7180000057218-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000057218-processed-gene-0.2&CDS=1-498, snap_masked-scf7180000061640-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000061640-processed-gene-0.11&CDS=1-705
OG0001496	YJR032W	augustus_masked-scf7180000055283-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055283-processed-gene-0.2&CDS=1-795, augustus_masked-scf7180000055457-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000055457-processed-gene-0.7&CDS=1-1122
OG0001497	YJR033C	augustus_masked-scf7180000059908-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000059908-processed-gene-0.32&CDS=1-3864, snap_masked-scf7180000054466-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000054466-processed-gene-0.5&CDS=1-1254
OG0001498	YJR034W	snap_masked-scf7180000059908-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000059908-processed-gene-0.72&CDS=1-258, snap_masked-scf7180000061036-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061036-processed-gene-0.1&CDS=1-258
OG0001499	YJR036C	augustus_masked-scf7180000057699-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000057699-processed-gene-0.37&CDS=1-2202, augustus_masked-scf7180000061061-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000061061-processed-gene-0.4&CDS=1-2115
OG0001500	YJR040W	augustus_masked-scf7180000057699-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000057699-processed-gene-0.30&CDS=1-2271, augustus_masked-scf7180000060270-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060270-processed-gene-0.3&CDS=1-1593
OG0001501	YJR042W	snap_masked-scf7180000057699-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000057699-processed-gene-0.22&CDS=1-2244, snap_masked-scf7180000060167-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000060167-processed-gene-0.6&CDS=1-2193
OG0001502	YJR044C	maker-scf7180000054410-augustus-gene-0.39-mRNA-1_1&gene=maker-scf7180000054410-augustus-gene-0.39&CDS=1-411, maker-scf7180000056356-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000056356-augustus-gene-0.0&CDS=1-435
OG0001503	YJR047C	augustus_masked-scf7180000055536-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055536-processed-gene-0.2&CDS=1-465, augustus_masked-scf7180000059647-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000059647-processed-gene-0.29&CDS=1-465
OG0001504	YJR050W	augustus_masked-scf7180000059670-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059670-processed-gene-0.2&CDS=1-714, augustus_masked-scf7180000060766-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060766-processed-gene-0.2&CDS=1-537
OG0001505	YJR052W	augustus_masked-scf7180000055663-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055663-processed-gene-0.0&CDS=1-1440, augustus_masked-scf7180000059677-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059677-processed-gene-0.4&CDS=1-1620
OG0001506	YJR054W	augustus_masked-scf7180000054528-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054528-processed-gene-0.1&CDS=1-1164, augustus_masked-scf7180000060167-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060167-processed-gene-0.1&CDS=1-1161
OG0001507	YJR056C	augustus_masked-scf7180000059006-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059006-processed-gene-0.2&CDS=1-501, augustus_masked-scf7180000059044-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059044-processed-gene-0.1&CDS=1-336
OG0001508	YJR057W	augustus_masked-scf7180000058066-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000058066-processed-gene-0.7&CDS=1-606, genemark-scf7180000053993-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000053993-processed-gene-0.3&CDS=1-372
OG0001509	YJR058C	snap_masked-scf7180000055536-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055536-processed-gene-0.3&CDS=1-222, snap_masked-scf7180000059647-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000059647-processed-gene-0.19&CDS=1-222
OG0001510	YJR060W	augustus_masked-scf7180000059908-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000059908-processed-gene-0.41&CDS=1-726, augustus_masked-scf7180000061212-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000061212-processed-gene-0.6&CDS=1-348
OG0001511	YJR062C	maker-scf7180000059908-augustus-gene-0.91-mRNA-1_1&gene=maker-scf7180000059908-augustus-gene-0.91&CDS=1-5475, maker-scf7180000061212-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000061212-augustus-gene-0.0&CDS=1-2964
OG0001512	YJR068W	augustus_masked-scf7180000059920-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059920-processed-gene-0.3&CDS=1-789, maker-scf7180000057699-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000057699-snap-gene-0.3&CDS=1-1050
