	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
OG0001448	YER053C	genemark-scf7180000046255-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.9&CDS=1-927
OG0001449	YER054C	genemark-scf7180000046255-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.8&CDS=1-1824
OG0001450	YER055C	genemark-scf7180000046255-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.7&CDS=1-891
OG0001451	YER057C	genemark-scf7180000046255-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.4&CDS=1-384
OG0001452	YER058W	genemark-scf7180000046255-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.34&CDS=1-369
OG0001453	YER061C	genemark-scf7180000046255-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.3&CDS=1-1353
OG0001454	YER063W	genemark-scf7180000046255-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.31&CDS=1-708
OG0001455	YER065C	genemark-scf7180000046255-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.0&CDS=1-1917
OG0001456	YER068W	maker-scf7180000046255-augustus-gene-0.145-mRNA-1_1&gene=maker-scf7180000046255-augustus-gene-0.145&CDS=1-2997
OG0001457	YER069W	augustus_masked-scf7180000046169-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000046169-processed-gene-0.8&CDS=1-3078
OG0001458	YER072W	genemark-scf7180000046300-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.82&CDS=1-372
OG0001459	YER074W-A	maker-scf7180000046300-snap-gene-0.205-mRNA-1_1&gene=maker-scf7180000046300-snap-gene-0.205&CDS=1-258
OG0001460	YER075C	genemark-scf7180000046300-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.116&CDS=1-2844
OG0001461	YER078C	genemark-scf7180000046300-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.118&CDS=1-1506
OG0001462	YER079W	snap_masked-scf7180000046296-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000046296-processed-gene-0.80&CDS=1-942
OG0001463	YER080W	genemark-scf7180000046300-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.84&CDS=1-1899
OG0001464	YER082C	genemark-scf7180000046297-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.73&CDS=1-1683
OG0001465	YER083C	genemark-scf7180000046297-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.72&CDS=1-864
OG0001466	YER086W	genemark-scf7180000046220-processed-gene-1.62-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.62&CDS=1-1725
OG0001467	YER087W	genemark-scf7180000046287-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000046287-processed-gene-0.96&CDS=1-1716
OG0001468	YER090W	genemark-scf7180000046220-processed-gene-1.61-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.61&CDS=1-1521
OG0001469	YER091C	genemark-scf7180000046220-processed-gene-1.20-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.20&CDS=1-2301
OG0001470	YER092W	snap_masked-scf7180000046220-processed-gene-1.140-mRNA-1_1&gene=snap_masked-scf7180000046220-processed-gene-1.140&CDS=1-402
OG0001471	YER093C	snap_masked-scf7180000046220-processed-gene-1.98-mRNA-1_1&gene=snap_masked-scf7180000046220-processed-gene-1.98&CDS=1-3966
OG0001472	YER094C	maker-scf7180000046220-augustus-gene-1.247-mRNA-1_1&gene=maker-scf7180000046220-augustus-gene-1.247&CDS=1-951
OG0001473	YER095W	genemark-scf7180000046220-processed-gene-1.59-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.59&CDS=1-1173
OG0001474	YER100W	genemark-scf7180000046265-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000046265-processed-gene-0.129&CDS=1-768
OG0001475	YER104W	snap_masked-scf7180000046220-processed-gene-1.134-mRNA-1_1&gene=snap_masked-scf7180000046220-processed-gene-1.134&CDS=1-573
OG0001476	YER106W	snap_masked-scf7180000046220-processed-gene-1.133-mRNA-1_1&gene=snap_masked-scf7180000046220-processed-gene-1.133&CDS=1-708
OG0001477	YER107C	genemark-scf7180000046220-processed-gene-1.15-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.15&CDS=1-1041
OG0001478	YER110C	genemark-scf7180000046220-processed-gene-1.13-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.13&CDS=1-3342
OG0001479	YER112W	genemark-scf7180000046220-processed-gene-1.53-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.53&CDS=1-729
OG0001480	YER113C	genemark-scf7180000046220-processed-gene-1.11-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.11&CDS=1-1875
OG0001481	YER116C	genemark-scf7180000046220-processed-gene-1.8-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.8&CDS=1-681
OG0001482	YER118C	genemark-scf7180000046220-processed-gene-1.7-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.7&CDS=1-1131
OG0001483	YER119C	genemark-scf7180000046265-processed-gene-0.167-mRNA-1_1&gene=genemark-scf7180000046265-processed-gene-0.167&CDS=1-1401
OG0001484	YER120W	genemark-scf7180000046220-processed-gene-1.50-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.50&CDS=1-699
OG0001485	YER122C	genemark-scf7180000046220-processed-gene-1.1-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.1&CDS=1-1482
OG0001486	YER123W	genemark-scf7180000046309-processed-gene-2.72-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.72&CDS=1-1467
OG0001487	YER124C	augustus_masked-scf7180000046309-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-2.127&CDS=1-1479
OG0001488	YER125W	genemark-scf7180000046309-processed-gene-2.73-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.73&CDS=1-2511
OG0001489	YER126C	genemark-scf7180000046309-processed-gene-2.104-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.104&CDS=1-783
OG0001490	YER127W	genemark-scf7180000046309-processed-gene-2.74-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.74&CDS=1-1074
OG0001491	YER128W	genemark-scf7180000046309-processed-gene-2.75-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.75&CDS=1-636
OG0001492	YER129W	genemark-scf7180000046309-processed-gene-2.76-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.76&CDS=1-3123
OG0001493	YER134C	genemark-scf7180000046331-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-0.69&CDS=1-531
OG0001494	YER136W	genemark-scf7180000046305-processed-gene-1.167-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.167&CDS=1-1365
OG0001495	YER139C	genemark-scf7180000046305-processed-gene-1.208-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.208&CDS=1-723
OG0001496	YER141W	augustus_masked-scf7180000046305-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scf7180000046305-processed-gene-1.8&CDS=1-3102
OG0001497	YER142C	genemark-scf7180000046305-processed-gene-1.209-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.209&CDS=1-978
OG0001498	YER143W	genemark-scf7180000046305-processed-gene-1.170-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.170&CDS=1-1248
OG0001499	YER145C	genemark-scf7180000046305-processed-gene-1.211-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.211&CDS=1-1272
OG0001500	YER146W	snap_masked-scf7180000046305-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scf7180000046305-processed-gene-1.90&CDS=1-264
OG0001501	YER147C	snap_masked-scf7180000046305-processed-gene-1.127-mRNA-1_1&gene=snap_masked-scf7180000046305-processed-gene-1.127&CDS=1-2028
OG0001502	YER148W	genemark-scf7180000046305-processed-gene-1.172-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.172&CDS=1-759
OG0001503	YER149C	snap_masked-scf7180000046305-processed-gene-1.128-mRNA-1_1&gene=snap_masked-scf7180000046305-processed-gene-1.128&CDS=1-1383
OG0001504	YER153C	snap_masked-scf7180000046139-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000046139-processed-gene-0.21&CDS=1-891
OG0001505	YER154W	snap_masked-scf7180000046139-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000046139-processed-gene-0.39&CDS=1-1176
OG0001506	YER155C	genemark-scf7180000046139-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.57&CDS=1-6960
OG0001507	YER156C	genemark-scf7180000046139-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.56&CDS=1-1011
OG0001508	YER157W	snap_masked-scf7180000046139-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000046139-processed-gene-0.38&CDS=1-2529
OG0001509	YER159C	snap_masked-scf7180000046139-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000046139-processed-gene-0.40&CDS=1-384
OG0001510	YER161C	genemark-scf7180000046139-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.79&CDS=1-1074
OG0001511	YER162C	genemark-scf7180000046139-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.80&CDS=1-2370
OG0001512	YER163C	genemark-scf7180000046139-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.81&CDS=1-726
OG0001513	YER164W	genemark-scf7180000046139-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.59&CDS=1-4629
OG0001514	YER165W	genemark-scf7180000046139-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.60&CDS=1-1821
OG0001515	YER168C	augustus_masked-scf7180000046273-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000046273-processed-gene-0.37&CDS=1-1605
OG0001516	YER169W	genemark-scf7180000046273-processed-gene-0.227-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.227&CDS=1-1488
OG0001517	YER171W	maker-scf7180000046273-snap-gene-0.80-mRNA-1_1&gene=maker-scf7180000046273-snap-gene-0.80&CDS=1-2922
OG0001518	YER172C	genemark-scf7180000046273-processed-gene-0.186-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.186&CDS=1-6528
OG0001519	YER173W	snap_masked-scf7180000046273-processed-gene-0.150-mRNA-1_1&gene=snap_masked-scf7180000046273-processed-gene-0.150&CDS=1-2046
OG0001520	YER175C	genemark-scf7180000046273-processed-gene-0.184-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.184&CDS=1-927
OG0001521	YER176W	genemark-scf7180000046273-processed-gene-0.222-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.222&CDS=1-3594
OG0001522	YER178W	genemark-scf7180000046273-processed-gene-0.220-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.220&CDS=1-1248
OG0001523	YER179W	genemark-scf7180000046273-processed-gene-0.219-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.219&CDS=1-1020
OG0001524	YER180C	snap_masked-scf7180000046273-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000046273-processed-gene-0.111&CDS=1-828
OG0001525	YER180C-A	snap_masked-scf7180000046273-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000046273-processed-gene-0.110&CDS=1-261
OG0001526	YER182W	genemark-scf7180000046332-processed-gene-1.48-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.48&CDS=1-756
OG0001527	YER183C	genemark-scf7180000046332-processed-gene-1.90-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.90&CDS=1-690
OG0001528	YFL001W	genemark-scf7180000046329-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046329-processed-gene-0.20&CDS=1-1371
OG0001529	YFL003C	genemark-scf7180000046210-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000046210-processed-gene-0.37&CDS=1-1998
OG0001530	YFL004W	genemark-scf7180000046210-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046210-processed-gene-0.44&CDS=1-2505
OG0001531	YFL005W	genemark-scf7180000046309-processed-gene-2.81-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.81&CDS=1-624
OG0001532	YFL008W	genemark-scf7180000046210-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000046210-processed-gene-0.47&CDS=1-3711
OG0001533	YFL009W	genemark-scf7180000046167-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000046167-processed-gene-0.19&CDS=1-2190
OG0001534	YFL010C	genemark-scf7180000046132-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000046132-processed-gene-0.18&CDS=1-570
OG0001535	YFL013C	snap_masked-scf7180000046167-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000046167-processed-gene-0.8&CDS=1-2283
OG0001536	YFL014W	genemark-scf7180000046167-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000046167-processed-gene-0.29&CDS=1-333
OG0001537	YFL016C	augustus_masked-scf7180000045902-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000045902-processed-gene-0.1&CDS=1-1353
OG0001538	YFL017C	genemark-scf7180000046305-processed-gene-1.190-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.190&CDS=1-480
OG0001539	YFL017W-A	snap_masked-scf7180000046305-processed-gene-1.152-mRNA-1_1&gene=snap_masked-scf7180000046305-processed-gene-1.152&CDS=1-243
OG0001540	YFL018C	genemark-scf7180000046132-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046132-processed-gene-0.9&CDS=1-1476
OG0001541	YFL022C	genemark-scf7180000046305-processed-gene-1.192-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.192&CDS=1-1500
OG0001542	YFL023W	genemark-scf7180000046305-processed-gene-1.237-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.237&CDS=1-2982
OG0001543	YFL024C	maker-scf7180000046305-snap-gene-1.1-mRNA-1_1&gene=maker-scf7180000046305-snap-gene-1.1&CDS=1-2721
OG0001544	YFL025C	genemark-scf7180000046305-processed-gene-1.194-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.194&CDS=1-3012
OG0001545	YFL026W	genemark-scf7180000046305-processed-gene-1.238-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.238&CDS=1-1314
OG0001546	YFL028C	genemark-scf7180000046305-processed-gene-1.196-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.196&CDS=1-864
OG0001547	YFL029C	genemark-scf7180000046305-processed-gene-1.197-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.197&CDS=1-1149
OG0001548	YFL030W	snap_masked-scf7180000046305-processed-gene-1.156-mRNA-1_1&gene=snap_masked-scf7180000046305-processed-gene-1.156&CDS=1-1158
OG0001549	YFL033C	genemark-scf7180000046305-processed-gene-1.199-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.199&CDS=1-5184
OG0001550	YFL034C-B	genemark-scf7180000046305-processed-gene-1.201-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.201&CDS=1-942
OG0001551	YFL034W	genemark-scf7180000046305-processed-gene-1.242-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.242&CDS=1-3354
OG0001552	YFL036W	genemark-scf7180000046305-processed-gene-1.243-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.243&CDS=1-3897
OG0001553	YFL037W	genemark-scf7180000046305-processed-gene-1.244-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.244&CDS=1-1428
OG0001554	YFL038C	genemark-scf7180000046305-processed-gene-1.202-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.202&CDS=1-642
OG0001555	YFL039C	snap_masked-scf7180000046127-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000046127-processed-gene-0.3&CDS=1-1125
OG0001556	YFL041W	genemark-scf7180000046305-processed-gene-1.245-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.245&CDS=1-1959
OG0001557	YFL042C	genemark-scf7180000046305-processed-gene-1.204-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.204&CDS=1-2226
OG0001558	YFL044C	augustus_masked-scf7180000046127-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000046127-processed-gene-0.50&CDS=1-2655
OG0001559	YFL045C	genemark-scf7180000046305-processed-gene-1.205-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.205&CDS=1-765
OG0001560	YFL046W	genemark-scf7180000046305-processed-gene-1.247-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.247&CDS=1-642
OG0001561	YFL047W	genemark-scf7180000046305-processed-gene-1.248-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.248&CDS=1-2166
OG0001562	YFL048C	genemark-scf7180000046305-processed-gene-1.206-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.206&CDS=1-1323
OG0001563	YFL049W	snap_masked-scf7180000046141-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000046141-processed-gene-0.77&CDS=1-1596
OG0001564	YFR001W	genemark-scf7180000046329-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000046329-processed-gene-0.4&CDS=1-669
OG0001565	YFR002W	genemark-scf7180000046329-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046329-processed-gene-0.7&CDS=1-3114
OG0001566	YFR003C	genemark-scf7180000046329-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000046329-processed-gene-0.24&CDS=1-465
OG0001567	YFR004W	genemark-scf7180000046329-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000046329-processed-gene-0.8&CDS=1-930
OG0001568	YFR005C	augustus_masked-scf7180000046329-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000046329-processed-gene-0.84&CDS=1-1386
OG0001569	YFR006W	genemark-scf7180000046329-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046329-processed-gene-0.9&CDS=1-1545
OG0001570	YFR007W	genemark-scf7180000046210-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000046210-processed-gene-0.36&CDS=1-1038
OG0001571	YFR008W	snap_masked-scf7180000046210-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000046210-processed-gene-0.26&CDS=1-396
OG0001572	YFR009W	genemark-scf7180000046269-processed-gene-0.207-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.207&CDS=1-2256
OG0001573	YFR010W	genemark-scf7180000046269-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.178&CDS=1-1491
OG0001574	YFR011C	augustus_masked-scf7180000046269-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000046269-processed-gene-0.72&CDS=1-453
OG0001575	YFR013W	snap_masked-scf7180000046269-processed-gene-0.136-mRNA-1_1&gene=snap_masked-scf7180000046269-processed-gene-0.136&CDS=1-2508
OG0001576	YFR017C	augustus_masked-scf7180000046269-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000046269-processed-gene-0.68&CDS=1-612
OG0001577	YFR018C	genemark-scf7180000046269-processed-gene-0.209-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.209&CDS=1-999
OG0001578	YFR019W	augustus_masked-scf7180000046269-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000046269-processed-gene-0.36&CDS=1-6666
OG0001579	YFR021W	genemark-scf7180000046288-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000046288-processed-gene-0.48&CDS=1-1686
OG0001580	YFR027W	genemark-scf7180000046269-processed-gene-0.177-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.177&CDS=1-813
OG0001581	YFR028C	genemark-scf7180000046324-processed-gene-0.145-mRNA-1_1&gene=genemark-scf7180000046324-processed-gene-0.145&CDS=1-1572
OG0001582	YFR029W	snap_masked-scf7180000046269-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000046269-processed-gene-0.109&CDS=1-1809
OG0001583	YFR030W	genemark-scf7180000046255-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.40&CDS=1-2949
OG0001584	YFR031C	genemark-scf7180000046255-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.22&CDS=1-3510
OG0001585	YFR032C	augustus_masked-scf7180000046255-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000046255-processed-gene-0.113&CDS=1-717
OG0001586	YFR032C-A	maker-scf7180000046255-augustus-gene-0.144-mRNA-1_1&gene=maker-scf7180000046255-augustus-gene-0.144&CDS=1-558
OG0001587	YFR037C	genemark-scf7180000046255-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.15&CDS=1-1794
OG0001588	YFR038W	genemark-scf7180000046255-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000046255-processed-gene-0.38&CDS=1-2544
OG0001589	YFR040W	genemark-scf7180000046309-processed-gene-2.96-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.96&CDS=1-2715
OG0001590	YFR041C	genemark-scf7180000046309-processed-gene-2.117-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.117&CDS=1-819
OG0001591	YFR042W	genemark-scf7180000046309-processed-gene-2.97-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.97&CDS=1-630
OG0001592	YFR043C	augustus_masked-scf7180000046309-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-2.172&CDS=1-666
OG0001593	YFR044C	genemark-scf7180000046309-processed-gene-2.119-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.119&CDS=1-1455
OG0001594	YFR045W	genemark-scf7180000046309-processed-gene-2.98-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.98&CDS=1-954
