	Candida_glabrata	Saccharomyces_cerevisiae
OG0002076	snap_masked-CR380954-processed-gene-7.113-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.113&CDS=1-594	YDR313C
OG0002077	snap_masked-CR380954-processed-gene-7.143-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.143&CDS=1-1635	YDR481C
OG0002078	snap_masked-CR380954-processed-gene-7.144-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.144&CDS=1-429	YDR482C
OG0002079	snap_masked-CR380954-processed-gene-7.116-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.116&CDS=1-1140	YBR155W
OG0002080	snap_masked-CR380954-processed-gene-7.145-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.145&CDS=1-2178	YBR156C
OG0002081	snap_masked-CR380954-processed-gene-7.146-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.146&CDS=1-678	YBR157C
OG0002082	snap_masked-CR380954-processed-gene-7.117-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.117&CDS=1-1533	YBR158W
OG0002083	maker-CR380954-snap-gene-7.50-mRNA-1_1&gene=maker-CR380954-snap-gene-7.50&CDS=1-1059	YBR159W
OG0002084	snap_masked-CR380954-processed-gene-7.119-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.119&CDS=1-894	YBR160W
OG0002085	genemark-CR380954-processed-gene-7.16-mRNA-1_1&gene=genemark-CR380954-processed-gene-7.16&CDS=1-1428	YGL254W
OG0002086	snap_masked-CR380954-processed-gene-7.147-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.147&CDS=1-3195	YGL251C
OG0002087	snap_masked-CR380954-processed-gene-7.122-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.122&CDS=1-849	YGL250W
OG0002088	genemark-CR380954-processed-gene-7.19-mRNA-1_1&gene=genemark-CR380954-processed-gene-7.19&CDS=1-2028	YGL249W
OG0002089	augustus_masked-CR380954-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-7.73&CDS=1-1347	YGL248W
OG0002090	snap_masked-CR380954-processed-gene-7.126-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.126&CDS=1-1698	YGL244W
OG0002091	snap_masked-CR380954-processed-gene-7.127-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.127&CDS=1-1155	YGL243W
OG0002092	snap_masked-CR380954-processed-gene-7.148-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.148&CDS=1-516	YGL242C
OG0002093	snap_masked-CR380954-processed-gene-7.128-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.128&CDS=1-3063	YGL241W
OG0002094	snap_masked-CR380954-processed-gene-7.129-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.129&CDS=1-786	YGL240W
OG0002095	snap_masked-CR380954-processed-gene-7.130-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.130&CDS=1-2883	YGL238W
OG0002096	snap_masked-CR380954-processed-gene-7.149-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.149&CDS=1-855	YGL237C
OG0002097	snap_masked-CR380954-processed-gene-7.150-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.150&CDS=1-1989	YGL236C
OG0002098	snap_masked-CR380954-processed-gene-7.131-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.131&CDS=1-2373	YGL234W
OG0002099	augustus_masked-CR380954-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-7.80&CDS=1-3393	YGL233W
OG0002100	snap_masked-CR380954-processed-gene-7.151-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.151&CDS=1-549	YGL231C
OG0002101	snap_masked-CR380954-processed-gene-7.134-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.134&CDS=1-825	YDL051W
OG0002102	snap_masked-CR380954-processed-gene-7.152-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.152&CDS=1-795	YDL049C
OG0002103	snap_masked-CR380954-processed-gene-7.135-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.135&CDS=1-1275	YNL207W
OG0002104	snap_masked-CR380954-processed-gene-7.153-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.153&CDS=1-1359	YNL206C
OG0002105	snap_masked-CR380954-processed-gene-7.136-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.136&CDS=1-870	YNL202W
OG0002106	snap_masked-CR380954-processed-gene-7.137-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.137&CDS=1-2022	YOR033C
OG0002107	snap_masked-CR380954-processed-gene-8.0-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.0&CDS=1-1014	YOR032C
OG0002108	augustus_masked-CR380954-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-8.46&CDS=1-975	YOR030W
OG0002109	augustus_masked-CR380954-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-8.48&CDS=1-264	YOR028C
OG0002110	snap_masked-CR380954-processed-gene-8.24-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.24&CDS=1-1749	YOR027W
OG0002111	snap_masked-CR380954-processed-gene-8.25-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.25&CDS=1-975	YOR026W
OG0002112	snap_masked-CR380954-processed-gene-8.26-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.26&CDS=1-1302	YOR025W
OG0002113	snap_masked-CR380954-processed-gene-8.27-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.27&CDS=1-318	YOR020C
OG0002114	snap_masked-CR380954-processed-gene-8.6-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.6&CDS=1-744	YDR050C
OG0002115	snap_masked-CR380954-processed-gene-8.28-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.28&CDS=1-1950	YDR049W
OG0002116	snap_masked-CR380954-processed-gene-8.29-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.29&CDS=1-1080	YDR047W
OG0002117	augustus_masked-CR380954-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-8.53&CDS=1-330	YDR045C
OG0002118	snap_masked-CR380954-processed-gene-8.30-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.30&CDS=1-4230	YBR097W
OG0002119	snap_masked-CR380954-processed-gene-8.31-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.31&CDS=1-678	YBR096W
OG0002120	augustus_masked-CR380954-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-8.54&CDS=1-1263	YBR095C
OG0002121	augustus_masked-CR380954-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-8.75&CDS=1-2175	YBR094W
OG0002122	snap_masked-CR380954-processed-gene-8.12-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.12&CDS=1-303	YBR091C
OG0002123	snap_masked-CR380954-processed-gene-8.32-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.32&CDS=1-585	YPR051W
OG0002124	snap_masked-CR380954-processed-gene-8.14-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.14&CDS=1-3330	YPR049C
OG0002125	snap_masked-CR380954-processed-gene-8.33-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.33&CDS=1-1863	YPR048W
OG0002126	snap_masked-CR380954-processed-gene-8.34-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.34&CDS=1-1437	YPR047W
OG0002127	snap_masked-CR380954-processed-gene-8.35-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.35&CDS=1-555	YPR046W
OG0002128	snap_masked-CR380954-processed-gene-8.15-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.15&CDS=1-1320	YPR045C
OG0002129	snap_masked-CR380954-processed-gene-8.17-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.17&CDS=1-444	YPL225W
OG0002130	snap_masked-CR380954-processed-gene-8.40-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.40&CDS=1-1974	YMR172W
OG0002131	snap_masked-CR380954-processed-gene-8.41-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.41&CDS=1-966	YGL138C
OG0002132	augustus_masked-CR380954-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-8.62&CDS=1-2703	YGL137W
OG0002133	snap_masked-CR380954-processed-gene-8.42-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.42&CDS=1-843	YGL136C
OG0002134	snap_masked-CR380954-processed-gene-8.22-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.22&CDS=1-3774	YGL133W
OG0002135	snap_masked-CR380954-processed-gene-8.43-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.43&CDS=1-648	YHR128W
OG0002136	snap_masked-CR380954-processed-gene-8.44-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.44&CDS=1-693	YHR127W
OG0002137	snap_masked-CR380954-processed-gene-9.134-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.134&CDS=1-1596	YPL260W
OG0002138	augustus_masked-CR380954-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-9.74&CDS=1-3093	YKL197C
OG0002139	snap_masked-CR380954-processed-gene-9.139-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.139&CDS=1-972	YGL225W
OG0002140	snap_masked-CR380954-processed-gene-9.158-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.158&CDS=1-837	YGL224C
OG0002141	snap_masked-CR380954-processed-gene-9.140-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.140&CDS=1-285	YGR181W
OG0002142	maker-CR380954-augustus-gene-9.69-mRNA-1_1&gene=maker-CR380954-augustus-gene-9.69&CDS=1-6090	YGR184C
OG0002143	snap_masked-CR380954-processed-gene-9.163-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.163&CDS=1-1176	YGR185C
OG0002144	snap_masked-CR380954-processed-gene-9.165-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.165&CDS=1-972	YER016W
OG0002145	snap_masked-CR380954-processed-gene-9.166-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.166&CDS=1-2223	YER015W
OG0002146	snap_masked-CR380954-processed-gene-9.168-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.168&CDS=1-1614	YER014W
OG0002147	snap_masked-CR380954-processed-gene-9.169-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.169&CDS=1-3405	YER013W
OG0002148	snap_masked-CR380954-processed-gene-9.170-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.170&CDS=1-582	YER012W
OG0002149	snap_masked-CR380954-processed-gene-9.143-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.143&CDS=1-705	YER010C
OG0002150	snap_masked-CR380954-processed-gene-9.172-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.172&CDS=1-375	YER009W
OG0002151	snap_masked-CR380954-processed-gene-9.144-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.144&CDS=1-4044	YER008C
OG0002152	snap_masked-CR380954-processed-gene-9.173-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.173&CDS=1-1485	YER007W
OG0002153	snap_masked-CR380954-processed-gene-9.174-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.174&CDS=1-1557	YER006W
OG0002154	snap_masked-CR380954-processed-gene-9.175-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.175&CDS=1-1902	YER005W
OG0002155	snap_masked-CR380954-processed-gene-9.176-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.176&CDS=1-699	YER004W
OG0002156	snap_masked-CR380954-processed-gene-9.177-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.177&CDS=1-2949	YDR006C
OG0002157	snap_masked-CR380954-processed-gene-9.179-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.179&CDS=1-861	YBR011C
OG0002158	snap_masked-CR380954-processed-gene-9.181-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.181&CDS=1-1053	YBR046C
OG0002159	genemark-CR380954-processed-gene-9.15-mRNA-1_1&gene=genemark-CR380954-processed-gene-9.15&CDS=1-534	YBR047W
OG0002160	snap_masked-CR380954-processed-gene-9.185-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.185&CDS=1-1059	YBR053C
OG0002161	snap_masked-CR380954-processed-gene-9.186-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.186&CDS=1-2583	YBR055C
OG0002162	snap_masked-CR380954-processed-gene-9.148-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.148&CDS=1-1485	YBR056W
OG0002163	snap_masked-CR380954-processed-gene-9.149-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.149&CDS=1-1116	YDR035W
OG0002164	augustus_masked-CR380954-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-9.121&CDS=1-1398	YBR057C
OG0002165	snap_masked-CR380954-processed-gene-9.188-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.188&CDS=1-2334	YBR058C
OG0002166	snap_masked-CR380954-processed-gene-9.189-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.189&CDS=1-252	YBR058C-A
OG0002167	snap_masked-CR380954-processed-gene-9.191-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.191&CDS=1-1542	YBR060C
OG0002168	snap_masked-CR380954-processed-gene-9.192-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.192&CDS=1-927	YBR061C
OG0002169	snap_masked-CR380954-processed-gene-9.193-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.193&CDS=1-585	YBR062C
OG0002170	snap_masked-CR380954-processed-gene-9.194-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.194&CDS=1-1119	YDL107W
OG0002171	snap_masked-CR380954-processed-gene-9.195-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.195&CDS=1-921	YDL108W
OG0002172	maker-CR380954-augustus-gene-9.68-mRNA-1_1&gene=maker-CR380954-augustus-gene-9.68&CDS=1-1260	YDL111C
OG0002173	snap_masked-CR380954-processed-gene-9.196-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.196&CDS=1-4260	YDL112W
OG0002174	snap_masked-CR380954-processed-gene-9.153-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.153&CDS=1-2259	YDL113C
OG0002175	augustus_masked-CR380954-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-9.129&CDS=1-933	YDL114W
OG0002176	augustus_masked-CR380954-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-9.89&CDS=1-1071	YDL115C
OG0002177	genemark-CR380954-processed-gene-9.64-mRNA-1_1&gene=genemark-CR380954-processed-gene-9.64&CDS=1-2145	YDL116W
OG0002178	augustus_masked-CR380954-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-CR380954-processed-gene-9.131&CDS=1-2640	YDL117W
OG0002179	snap_masked-CR380954-processed-gene-9.155-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.155&CDS=1-891	YDL119C
OG0002180	snap_masked-CR380954-processed-gene-9.156-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.156&CDS=1-432	YDL121C
OG0002181	snap_masked-CR380954-processed-gene-9.199-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.199&CDS=1-2205	YDL122W
OG0002182	snap_masked-CR380954-processed-gene-9.200-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-9.200&CDS=1-1248	YNL016W
OG0002183	snap_masked-CR380955-processed-gene-0.98-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.98&CDS=1-390	YGL127C
OG0002184	augustus_masked-CR380955-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-0.0&CDS=1-1035	YGL126W
OG0002185	snap_masked-CR380955-processed-gene-0.83-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.83&CDS=1-501	YGL058W
OG0002186	snap_masked-CR380955-processed-gene-0.84-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.84&CDS=1-1470	YGL055W
OG0002187	snap_masked-CR380955-processed-gene-0.100-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.100&CDS=1-408	YGL054C
OG0002188	snap_masked-CR380955-processed-gene-0.101-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.101&CDS=1-747	YLR301W
OG0002189	genemark-CR380955-processed-gene-0.60-mRNA-1_1&gene=genemark-CR380955-processed-gene-0.60&CDS=1-1860	YLR299W
OG0002190	snap_masked-CR380955-processed-gene-0.85-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.85&CDS=1-669	YLR298C
OG0002191	snap_masked-CR380955-processed-gene-0.86-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.86&CDS=1-315	YLR295C
OG0002192	snap_masked-CR380955-processed-gene-0.88-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.88&CDS=1-573	YLR292C
OG0002193	snap_masked-CR380955-processed-gene-0.89-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.89&CDS=1-780	YLR290C
OG0002194	snap_masked-CR380955-processed-gene-0.105-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.105&CDS=1-1971	YLR289W
OG0002195	snap_masked-CR380955-processed-gene-0.90-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.90&CDS=1-567	YMR150C
OG0002196	augustus_masked-CR380955-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-0.25&CDS=1-828	YMR149W
OG0002197	snap_masked-CR380955-processed-gene-0.91-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.91&CDS=1-1590	YMR145C
OG0002198	augustus_masked-CR380955-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-0.27&CDS=1-954	YMR144W
OG0002199	snap_masked-CR380955-processed-gene-0.110-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.110&CDS=1-321	YDL081C
OG0002200	snap_masked-CR380955-processed-gene-0.111-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.111&CDS=1-1407	YMR140W
OG0002201	snap_masked-CR380955-processed-gene-0.112-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.112&CDS=1-591	YMR138W
OG0002202	augustus_masked-CR380955-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-0.10&CDS=1-2208	YMR137C
OG0002203	snap_masked-CR380955-processed-gene-0.114-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.114&CDS=1-822	YDR272W
OG0002204	snap_masked-CR380955-processed-gene-0.115-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.115&CDS=1-777	YOR039W
OG0002205	snap_masked-CR380955-processed-gene-0.93-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.93&CDS=1-2991	YOR038C
OG0002206	genemark-CR380955-processed-gene-0.72-mRNA-1_1&gene=genemark-CR380955-processed-gene-0.72&CDS=1-1029	YOR037W
OG0002207	genemark-CR380955-processed-gene-0.73-mRNA-1_1&gene=genemark-CR380955-processed-gene-0.73&CDS=1-846	YOR036W
OG0002208	snap_masked-CR380955-processed-gene-0.94-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.94&CDS=1-2349	YOR035C
OG0002209	snap_masked-CR380955-processed-gene-0.117-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-0.117&CDS=1-2526	YNL201C
OG0002210	snap_masked-CR380955-processed-gene-1.90-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.90&CDS=1-378	YOR122C
OG0002211	snap_masked-CR380955-processed-gene-1.91-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.91&CDS=1-978	YHR104W
OG0002212	snap_masked-CR380955-processed-gene-1.92-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.92&CDS=1-519	YHR105W
OG0002213	snap_masked-CR380955-processed-gene-1.94-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.94&CDS=1-1653	YHR109W
OG0002214	augustus_masked-CR380955-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-1.7&CDS=1-1818	YHR111W
OG0002215	snap_masked-CR380955-processed-gene-1.99-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.99&CDS=1-1452	YHR113W
OG0002216	snap_masked-CR380955-processed-gene-1.118-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.118&CDS=1-1158	YEL046C
OG0002217	snap_masked-CR380955-processed-gene-1.119-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.119&CDS=1-609	YJR050W
OG0002218	snap_masked-CR380955-processed-gene-1.121-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.121&CDS=1-1746	YJR046W
OG0002219	snap_masked-CR380955-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.103&CDS=1-417	YJR044C
OG0002220	snap_masked-CR380955-processed-gene-1.104-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.104&CDS=1-480	YEL027W
OG0002221	snap_masked-CR380955-processed-gene-1.122-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.122&CDS=1-2166	YJR042W
OG0002222	snap_masked-CR380955-processed-gene-1.105-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.105&CDS=1-3471	YJR041C
OG0002223	snap_masked-CR380955-processed-gene-1.123-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.123&CDS=1-2322	YJR040W
OG0002224	snap_masked-CR380955-processed-gene-1.124-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.124&CDS=1-3366	YJR039W
OG0002225	snap_masked-CR380955-processed-gene-1.106-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.106&CDS=1-2574	YJR036C
OG0002226	snap_masked-CR380955-processed-gene-1.125-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.125&CDS=1-3213	YJR035W
OG0002227	snap_masked-CR380955-processed-gene-1.126-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.126&CDS=1-648	YHR147C
OG0002228	snap_masked-CR380955-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.108&CDS=1-549	YHR148W
OG0002229	snap_masked-CR380955-processed-gene-1.127-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.127&CDS=1-2073	YHR149C
OG0002230	snap_masked-CR380955-processed-gene-1.109-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.109&CDS=1-1647	YHR150W
OG0002231	augustus_masked-CR380955-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-1.36&CDS=1-1557	YHR151C
OG0002232	snap_masked-CR380955-processed-gene-1.111-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.111&CDS=1-3297	YHR154W
OG0002233	snap_masked-CR380955-processed-gene-1.130-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.130&CDS=1-927	YHR156C
OG0002234	snap_masked-CR380955-processed-gene-1.114-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.114&CDS=1-1467	YHR159W
OG0002235	snap_masked-CR380955-processed-gene-1.115-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.115&CDS=1-381	YHR162W
OG0002236	snap_masked-CR380955-processed-gene-2.100-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-2.100&CDS=1-735	YHR163W
OG0002237	snap_masked-CR380955-processed-gene-2.101-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-2.101&CDS=1-4536	YHR164C
OG0002238	augustus_masked-CR380955-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-2.9&CDS=1-9159	YHR165C
OG0002239	snap_masked-CR380955-processed-gene-2.105-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-2.105&CDS=1-768	YHR167W
OG0002240	maker-CR380955-snap-gene-2.0-mRNA-1_1&gene=maker-CR380955-snap-gene-2.0&CDS=1-2940	YHR169W
OG0002241	snap_masked-CR380955-processed-gene-2.108-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-2.108&CDS=1-549	YGR251W
OG0002242	snap_masked-CR380955-processed-gene-2.109-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-2.109&CDS=1-1557	YHR170W
OG0002243	snap_masked-CR380955-processed-gene-2.110-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-2.110&CDS=1-1869	YHR171W
