	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
OG0002125	YJR050W	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.88&CDS=1-834
OG0002126	YJR052W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.145-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.145&CDS=1-1794
OG0002127	YJR056C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.130&CDS=1-651
OG0002128	YJR057W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.143&CDS=1-615
OG0002129	YJR058C	genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.24-mRNA-1_1&gene=genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.24&CDS=1-432
OG0002130	YJR060W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.109-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.109&CDS=1-723
OG0002131	YJR062C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.127-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.127&CDS=1-1053
OG0002132	YJR063W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.145&CDS=1-369
OG0002133	YJR064W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.125&CDS=1-1644
OG0002134	YJR065C	augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.89&CDS=1-1266
OG0002135	YJR068W	maker-NODE_3_length_802383_cov_13.3796_ID_5639-augustus-gene-5.141-mRNA-1_1&gene=maker-NODE_3_length_802383_cov_13.3796_ID_5639-augustus-gene-5.141&CDS=1-2010
OG0002136	YJR069C	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.146&CDS=1-585
OG0002137	YJR070C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.124&CDS=1-942
OG0002138	YJR072C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.123&CDS=1-1137
OG0002139	YJR073C	maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-4.99-mRNA-1_1&gene=maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-4.99&CDS=1-636
OG0002140	YJR076C	snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.65&CDS=1-1188
OG0002141	YJR077C	snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.60&CDS=1-903
OG0002142	YJR078W	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.147&CDS=1-1425
OG0002143	YJR080C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.191-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.191&CDS=1-939
OG0002144	YJR082C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.148&CDS=1-369
OG0002145	YJR084W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.145&CDS=1-1263
OG0002146	YJR085C	genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.14&CDS=1-321
OG0002147	YJR086W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.144&CDS=1-291
OG0002148	YJR088C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.118&CDS=1-888
OG0002149	YJR089W	augustus_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.40&CDS=1-2037
OG0002150	YJR090C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.69&CDS=1-2073
OG0002151	YJR092W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.87&CDS=1-4683
OG0002152	YJR093C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.67&CDS=1-918
OG0002153	YJR095W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.85&CDS=1-969
OG0002154	YJR096W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.67&CDS=1-780
OG0002155	YJR097W	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.173-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.173&CDS=1-483
OG0002156	YJR098C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.136&CDS=1-1698
OG0002157	YJR099W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.86-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.86&CDS=1-687
OG0002158	YJR100C	snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.45&CDS=1-753
OG0002159	YJR101W	snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.63&CDS=1-702
OG0002160	YJR102C	snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.62&CDS=1-480
OG0002161	YJR103W	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.169&CDS=1-1725
OG0002162	YJR104C	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.170-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.170&CDS=1-459
OG0002163	YJR105W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.166&CDS=1-1038
OG0002164	YJR107W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.139-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.139&CDS=1-984
OG0002165	YJR109C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.98&CDS=1-3486
OG0002166	YJR110W	genemark-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.137&CDS=1-1899
OG0002167	YJR111C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.2&CDS=1-828
OG0002168	YJR112W	augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.60&CDS=1-570
OG0002169	YJR112W-A	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.10&CDS=1-516
OG0002170	YJR113C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.9&CDS=1-732
OG0002171	YJR115W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-1.8&CDS=1-753
OG0002172	YJR117W	augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.126&CDS=1-2130
OG0002173	YJR118C	augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.103&CDS=1-519
OG0002174	YJR119C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.206-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.206&CDS=1-2229
OG0002175	YJR121W	maker-NODE_16_length_246544_cov_13.5549_ID_4550-snap-gene-1.72-mRNA-1_1&gene=maker-NODE_16_length_246544_cov_13.5549_ID_4550-snap-gene-1.72&CDS=1-1512
OG0002176	YJR122W	snap_masked-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.52&CDS=1-1401
OG0002177	YJR123W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.46-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.46&CDS=1-696
OG0002178	YJR124C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.279-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.279&CDS=1-1083
OG0002179	YJR125C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.118&CDS=1-1239
OG0002180	YJR126C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.74&CDS=1-2316
OG0002181	YJR132W	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.192-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.192&CDS=1-3060
OG0002182	YJR135W-A	snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.76&CDS=1-261
OG0002183	YJR137C	snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.63&CDS=1-4215
OG0002184	YJR138W	augustus_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.104&CDS=1-4425
OG0002185	YJR139C	snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.52&CDS=1-1086
OG0002186	YJR140C	genemark-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.15&CDS=1-4986
OG0002187	YJR141W	snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.51&CDS=1-687
OG0002188	YJR142W	snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.79&CDS=1-939
OG0002189	YJR143C	snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.99&CDS=1-2184
OG0002190	YJR144W	snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.97&CDS=1-864
OG0002191	YJR149W	augustus_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.122&CDS=1-1125
OG0002192	YKL001C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.129&CDS=1-606
OG0002193	YKL002W	maker-NODE_9_length_416299_cov_13.227_ID_6419-snap-gene-0.56-mRNA-1_1&gene=maker-NODE_9_length_416299_cov_13.227_ID_6419-snap-gene-0.56&CDS=1-669
OG0002194	YKL003C	snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.38&CDS=1-345
OG0002195	YKL004W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.90&CDS=1-1344
OG0002196	YKL006C-A	genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.3-mRNA-1_1&gene=genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.3&CDS=1-285
OG0002197	YKL009W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.89&CDS=1-717
OG0002198	YKL010C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.115&CDS=1-4377
OG0002199	YKL011C	augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.78&CDS=1-1041
OG0002200	YKL012W	augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.81&CDS=1-1587
OG0002201	YKL013C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.47&CDS=1-507
OG0002202	YKL014C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.44&CDS=1-5013
OG0002203	YKL015W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.72-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.72&CDS=1-2547
OG0002204	YKL016C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.92&CDS=1-528
OG0002205	YKL017C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.91-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.91&CDS=1-2058
OG0002206	YKL018W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.90&CDS=1-978
OG0002207	YKL019W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.49-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.49&CDS=1-912
OG0002208	YKL021C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.74&CDS=1-1317
OG0002209	YKL022C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.56&CDS=1-1935
OG0002210	YKL024C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.160&CDS=1-876
OG0002211	YKL025C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.60&CDS=1-1977
OG0002212	YKL027W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.118&CDS=1-1308
OG0002213	YKL028W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-0.32&CDS=1-1206
OG0002214	YKL029C	augustus_masked-NODE_120_length_872_cov_23.3313_ID_15958-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_120_length_872_cov_23.3313_ID_15958-processed-gene-0.0&CDS=1-867
OG0002215	YKL033W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.100-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.100&CDS=1-3159
OG0002216	YKL033W-A	snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.50&CDS=1-741
OG0002217	YKL034W	snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.49&CDS=1-2271
OG0002218	YKL035W	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.128&CDS=1-1506
OG0002219	YKL040C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.148&CDS=1-690
OG0002220	YKL041W	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.184&CDS=1-657
OG0002221	YKL045W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.71&CDS=1-1479
OG0002222	YKL047W	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.220-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.220&CDS=1-1680
OG0002223	YKL051W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.84&CDS=1-945
OG0002224	YKL053C-A	augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.112&CDS=1-2661
OG0002225	YKL054C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.95&CDS=1-1965
OG0002226	YKL056C	augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.118&CDS=1-1752
OG0002227	YKL057C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.140&CDS=1-3246
OG0002228	YKL058W	genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.125&CDS=1-333
OG0002229	YKL059C	genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.150&CDS=1-1158
OG0002230	YKL060C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.96&CDS=1-1080
OG0002231	YKL064W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.93&CDS=1-2580
OG0002232	YKL067W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-5.70&CDS=1-453
OG0002233	YKL069W	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.41&CDS=1-534
OG0002234	YKL073W	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.221-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.221&CDS=1-2658
OG0002235	YKL074C	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.179&CDS=1-1854
OG0002236	YKL077W	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.188&CDS=1-1179
OG0002237	YKL078W	augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.101&CDS=1-2652
OG0002238	YKL080W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.91&CDS=1-1173
OG0002239	YKL082C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.116&CDS=1-1344
