	Metschnikowia_shivogae	Saccharomyces_cerevisiae
OG0001587	genemark-shi_s48-processed-gene-0.117-mRNA-1_1&gene=genemark-shi_s48-processed-gene-0.117&CDS=1-657	YOR202W
OG0001588	genemark-shi_s48-processed-gene-0.120-mRNA-1_1&gene=genemark-shi_s48-processed-gene-0.120&CDS=1-1671	YEL013W
OG0001589	augustus_masked-shi_s48-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-1.0&CDS=1-1338	YJL049W
OG0001590	genemark-shi_s48-processed-gene-1.52-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.52&CDS=1-978	YGL091C
OG0001591	genemark-shi_s48-processed-gene-1.57-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.57&CDS=1-1689	YFR029W
OG0001592	genemark-shi_s48-processed-gene-1.58-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.58&CDS=1-1479	YGR155W
OG0001593	genemark-shi_s48-processed-gene-1.82-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.82&CDS=1-861	YGL043W
OG0001594	genemark-shi_s48-processed-gene-1.59-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.59&CDS=1-714	YGL044C
OG0001595	genemark-shi_s48-processed-gene-1.63-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.63&CDS=1-3426	YPR022C
OG0001596	genemark-shi_s48-processed-gene-1.83-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.83&CDS=1-783	YER126C
OG0001597	genemark-shi_s48-processed-gene-1.64-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.64&CDS=1-1041	YER127W
OG0001598	genemark-shi_s48-processed-gene-1.84-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.84&CDS=1-2172	YGL178W
OG0001599	snap_masked-shi_s48-processed-gene-1.132-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-1.132&CDS=1-1278	YGL175C
OG0001600	genemark-shi_s48-processed-gene-1.65-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.65&CDS=1-1368	YGL172W
OG0001601	genemark-shi_s48-processed-gene-1.66-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.66&CDS=1-810	YGL174W
OG0001602	genemark-shi_s48-processed-gene-1.86-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.86&CDS=1-2151	YPR021C
OG0001603	genemark-shi_s48-processed-gene-1.68-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.68&CDS=1-285	YLL018C-A
OG0001604	snap_masked-shi_s48-processed-gene-1.134-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-1.134&CDS=1-4356	YGL173C
OG0001605	genemark-shi_s48-processed-gene-1.69-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.69&CDS=1-1902	YLL019C
OG0001606	genemark-shi_s48-processed-gene-1.88-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.88&CDS=1-540	YBR217W
OG0001607	genemark-shi_s48-processed-gene-1.89-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.89&CDS=1-1035	YBR215W
OG0001608	genemark-shi_s48-processed-gene-1.90-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.90&CDS=1-1404	YGL059W
OG0001609	genemark-shi_s48-processed-gene-1.94-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.94&CDS=1-3171	YOL098C
OG0001610	genemark-shi_s48-processed-gene-1.76-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.76&CDS=1-2283	YDL028C
OG0001611	genemark-shi_s48-processed-gene-1.95-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.95&CDS=1-2298	YDL029W
OG0001612	genemark-shi_s48-processed-gene-1.77-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.77&CDS=1-531	YJL124C
OG0001613	genemark-shi_s48-processed-gene-1.78-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.78&CDS=1-1203	YPR108W
OG0001614	genemark-shi_s48-processed-gene-1.81-mRNA-1_1&gene=genemark-shi_s48-processed-gene-1.81&CDS=1-1761	YJR001W
OG0001615	genemark-shi_s48-processed-gene-2.63-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.63&CDS=1-3276	YLR071C
OG0001616	genemark-shi_s48-processed-gene-2.64-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.64&CDS=1-1599	YKL116C
OG0001617	genemark-shi_s48-processed-gene-2.65-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.65&CDS=1-1860	YOL070C
OG0001618	genemark-shi_s48-processed-gene-2.62-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.62&CDS=1-1389	YDR257C
OG0001619	snap_masked-shi_s48-processed-gene-2.139-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-2.139&CDS=1-279	YDL045W-A
OG0001620	genemark-shi_s48-processed-gene-2.67-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.67&CDS=1-3615	YNL273W
OG0001621	snap_masked-shi_s48-processed-gene-2.144-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-2.144&CDS=1-1461	YEL064C
OG0001622	snap_masked-shi_s48-processed-gene-2.145-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-2.145&CDS=1-1764	YLR253W
OG0001623	genemark-shi_s48-processed-gene-2.69-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.69&CDS=1-306	YLR147C
OG0001624	genemark-shi_s48-processed-gene-2.91-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.91&CDS=1-1464	YPL091W
OG0001625	genemark-shi_s48-processed-gene-2.73-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.73&CDS=1-732	YOL067C
OG0001626	genemark-shi_s48-processed-gene-2.96-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.96&CDS=1-798	YDL045C
OG0001627	genemark-shi_s48-processed-gene-2.97-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.97&CDS=1-726	YDL043C
OG0001628	augustus_masked-shi_s48-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-2.39&CDS=1-573	YDR373W
OG0001629	genemark-shi_s48-processed-gene-2.75-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.75&CDS=1-417	YOL071W
OG0001630	genemark-shi_s48-processed-gene-2.76-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.76&CDS=1-1152	YLR181C
OG0001631	genemark-shi_s48-processed-gene-2.99-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.99&CDS=1-804	YDR088C
OG0001632	genemark-shi_s48-processed-gene-2.100-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.100&CDS=1-861	YDR087C
OG0001633	genemark-shi_s48-processed-gene-2.101-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.101&CDS=1-201	YDR086C
OG0001634	genemark-shi_s48-processed-gene-2.77-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.77&CDS=1-1137	YBR234C
OG0001635	genemark-shi_s48-processed-gene-2.79-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.79&CDS=1-1659	YBR196C
OG0001636	genemark-shi_s48-processed-gene-2.80-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.80&CDS=1-411	YML108W
OG0001637	genemark-shi_s48-processed-gene-2.81-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.81&CDS=1-465	YIL062C
OG0001638	genemark-shi_s48-processed-gene-2.82-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.82&CDS=1-954	YHR104W
OG0001639	augustus_masked-shi_s48-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-2.22&CDS=1-1761	YFL027C
OG0001640	genemark-shi_s48-processed-gene-2.110-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.110&CDS=1-1815	YLR055C
OG0001641	genemark-shi_s48-processed-gene-2.111-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.111&CDS=1-456	YKL067W
OG0001642	genemark-shi_s48-processed-gene-2.112-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.112&CDS=1-960	YFL028C
OG0001643	genemark-shi_s48-processed-gene-2.113-mRNA-1_1&gene=genemark-shi_s48-processed-gene-2.113&CDS=1-2868	YMR125W
OG0001644	genemark-shi_s48-processed-gene-3.94-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.94&CDS=1-1833	YCR061W
OG0001645	maker-shi_s48-snap-gene-3.2-mRNA-1_1&gene=maker-shi_s48-snap-gene-3.2&CDS=1-2283	YNL161W
OG0001646	genemark-shi_s48-processed-gene-3.92-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.92&CDS=1-1419	YDR470C
OG0001647	genemark-shi_s48-processed-gene-3.93-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.93&CDS=1-1548	YOR132W
OG0001648	genemark-shi_s48-processed-gene-3.111-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.111&CDS=1-675	YHR008C
OG0001649	genemark-shi_s48-processed-gene-3.112-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.112&CDS=1-597	YKR035W-A
OG0001650	genemark-shi_s48-processed-gene-3.96-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.96&CDS=1-486	YBL107C
OG0001651	genemark-shi_s48-processed-gene-3.97-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.97&CDS=1-2301	YKL134C
OG0001652	genemark-shi_s48-processed-gene-3.98-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.98&CDS=1-1356	YHR011W
OG0001653	genemark-shi_s48-processed-gene-3.117-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.117&CDS=1-1479	YBR288C
OG0001654	genemark-shi_s48-processed-gene-3.100-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.100&CDS=1-1236	YGR110W
OG0001655	maker-shi_s48-snap-gene-3.3-mRNA-1_1&gene=maker-shi_s48-snap-gene-3.3&CDS=1-2652	YPR066W
OG0001656	snap_masked-shi_s48-processed-gene-3.78-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-3.78&CDS=1-264	YOR159C
OG0001657	genemark-shi_s48-processed-gene-3.122-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.122&CDS=1-714	YBR096W
OG0001658	genemark-shi_s48-processed-gene-3.103-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.103&CDS=1-525	YLR370C
OG0001659	genemark-shi_s48-processed-gene-3.106-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.106&CDS=1-909	YMR241W
OG0001660	genemark-shi_s48-processed-gene-3.128-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.128&CDS=1-1335	YOR307C
OG0001661	genemark-shi_s48-processed-gene-3.107-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.107&CDS=1-1896	YDR456W
OG0001662	snap_masked-shi_s48-processed-gene-3.86-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-3.86&CDS=1-1974	YML031W
OG0001663	genemark-shi_s48-processed-gene-3.130-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.130&CDS=1-918	YOR158W
OG0001664	genemark-shi_s48-processed-gene-3.131-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.131&CDS=1-1770	YDR386W
OG0001665	maker-shi_s48-augustus-gene-3.7-mRNA-1_1&gene=maker-shi_s48-augustus-gene-3.7&CDS=1-1356	YDR473C
OG0001666	genemark-shi_s48-processed-gene-3.132-mRNA-1_1&gene=genemark-shi_s48-processed-gene-3.132&CDS=1-2472	YHR073W
OG0001667	maker-shi_s48-augustus-gene-4.123-mRNA-1_1&gene=maker-shi_s48-augustus-gene-4.123&CDS=1-3936	YHR070W
OG0001668	genemark-shi_s48-processed-gene-4.48-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.48&CDS=1-1056	YHR069C
OG0001669	genemark-shi_s48-processed-gene-4.49-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.49&CDS=1-3402	YAR042W
OG0001670	genemark-shi_s48-processed-gene-4.50-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.50&CDS=1-1506	YPR169W
OG0001671	augustus_masked-shi_s48-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-4.89&CDS=1-3942	YJR110W
OG0001672	genemark-shi_s48-processed-gene-4.53-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.53&CDS=1-1008	YJR111C
OG0001673	snap_masked-shi_s48-processed-gene-4.30-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-4.30&CDS=1-252	YPR170W-B
OG0001674	genemark-shi_s48-processed-gene-4.54-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.54&CDS=1-504	YBR137W
OG0001675	genemark-shi_s48-processed-gene-4.56-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.56&CDS=1-3294	YLR383W
OG0001676	genemark-shi_s48-processed-gene-4.57-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.57&CDS=1-1071	YER154W
OG0001677	snap_masked-shi_s48-processed-gene-4.34-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-4.34&CDS=1-5322	YER155C
OG0001678	maker-shi_s48-augustus-gene-4.121-mRNA-1_1&gene=maker-shi_s48-augustus-gene-4.121&CDS=1-1962	YNL072W
OG0001679	genemark-shi_s48-processed-gene-4.62-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.62&CDS=1-1416	YNL071W
OG0001680	genemark-shi_s48-processed-gene-4.64-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.64&CDS=1-669	YNL110C
OG0001681	genemark-shi_s48-processed-gene-4.81-mRNA-1_1&gene=genemark-shi_s48-processed-gene-4.81&CDS=1-1227	YGR193C
OG0001682	snap_masked-shi_s48-processed-gene-5.51-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-5.51&CDS=1-1065	YOR057W
OG0001683	genemark-shi_s48-processed-gene-5.6-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.6&CDS=1-741	YPR143W
OG0001684	genemark-shi_s48-processed-gene-5.3-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.3&CDS=1-1890	YPR141C
OG0001685	genemark-shi_s48-processed-gene-5.8-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.8&CDS=1-1191	YPR140W
OG0001686	genemark-shi_s48-processed-gene-5.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.10&CDS=1-1656	YGR103W
OG0001687	genemark-shi_s48-processed-gene-5.11-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.11&CDS=1-882	YOL073C
OG0001688	maker-shi_s48-snap-gene-5.98-mRNA-1_1&gene=maker-shi_s48-snap-gene-5.98&CDS=1-543	YGR078C
OG0001689	genemark-shi_s48-processed-gene-5.28-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.28&CDS=1-2184	YLR274W
OG0001690	genemark-shi_s48-processed-gene-5.12-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.12&CDS=1-783	YLR281C
OG0001691	genemark-shi_s48-processed-gene-5.13-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.13&CDS=1-405	YLR298C
OG0001692	genemark-shi_s48-processed-gene-5.32-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.32&CDS=1-645	YLR293C
OG0001693	genemark-shi_s48-processed-gene-5.34-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.34&CDS=1-840	YAL025C
OG0001694	genemark-shi_s48-processed-gene-5.35-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.35&CDS=1-453	YOR367W
OG0001695	genemark-shi_s48-processed-gene-5.36-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.36&CDS=1-1563	YML056C
OG0001696	maker-shi_s48-snap-gene-5.100-mRNA-1_1&gene=maker-shi_s48-snap-gene-5.100&CDS=1-3522	YOR014W
OG0001697	genemark-shi_s48-processed-gene-5.17-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.17&CDS=1-960	YGR080W
OG0001698	genemark-shi_s48-processed-gene-5.43-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.43&CDS=1-843	YPR103W
OG0001699	genemark-shi_s48-processed-gene-5.44-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.44&CDS=1-2493	YPR104C
OG0001700	genemark-shi_s48-processed-gene-5.19-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.19&CDS=1-4143	YAL024C
OG0001701	augustus_masked-shi_s48-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-5.121&CDS=1-4530	YJR138W
OG0001702	genemark-shi_s48-processed-gene-5.46-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.46&CDS=1-1071	YJR139C
OG0001703	genemark-shi_s48-processed-gene-5.47-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.47&CDS=1-546	YGR082W
OG0001704	augustus_masked-shi_s48-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-5.147&CDS=1-738	YJR144W
OG0001705	genemark-shi_s48-processed-gene-5.25-mRNA-1_1&gene=genemark-shi_s48-processed-gene-5.25&CDS=1-1170	YJR076C
OG0001706	genemark-shi_s48-processed-gene-6.1-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.1&CDS=1-1122	YIL067C
OG0001707	genemark-shi_s48-processed-gene-6.3-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.3&CDS=1-2583	YER070W
OG0001708	genemark-shi_s48-processed-gene-6.4-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.4&CDS=1-2037	YHR042W
OG0001709	snap_masked-shi_s48-processed-gene-6.60-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.60&CDS=1-2181	YNL085W
OG0001710	genemark-shi_s48-processed-gene-6.21-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.21&CDS=1-963	YOR261C
OG0001711	snap_masked-shi_s48-processed-gene-6.62-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.62&CDS=1-288	YOR265W
OG0001712	augustus_masked-shi_s48-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-6.93&CDS=1-2622	YBL015W
OG0001713	genemark-shi_s48-processed-gene-6.27-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.27&CDS=1-1365	YKL143W
OG0001714	genemark-shi_s48-processed-gene-6.9-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.9&CDS=1-2058	YDL141W
OG0001715	genemark-shi_s48-processed-gene-6.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.10&CDS=1-1038	YNR041C
OG0001716	snap_masked-shi_s48-processed-gene-6.71-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.71&CDS=1-3045	YDR495C
OG0001717	snap_masked-shi_s48-processed-gene-6.72-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.72&CDS=1-804	YGL050W
OG0001718	snap_masked-shi_s48-processed-gene-6.73-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.73&CDS=1-3768	YLR309C
OG0001719	maker-shi_s48-snap-gene-6.37-mRNA-1_1&gene=maker-shi_s48-snap-gene-6.37&CDS=1-2232	YJL053W
OG0001720	snap_masked-shi_s48-processed-gene-6.54-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-6.54&CDS=1-1953	YMR075W
OG0001721	genemark-shi_s48-processed-gene-6.16-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.16&CDS=1-1287	YMR062C
OG0001722	genemark-shi_s48-processed-gene-6.36-mRNA-1_1&gene=genemark-shi_s48-processed-gene-6.36&CDS=1-636	YOR115C
OG0001723	genemark-shi_s48-processed-gene-7.4-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.4&CDS=1-816	YPR129W
OG0001724	genemark-shi_s48-processed-gene-7.1-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.1&CDS=1-1221	YPR133C
OG0001725	genemark-shi_s48-processed-gene-7.6-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.6&CDS=1-1038	YPR128C
OG0001726	augustus_masked-shi_s48-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-7.139&CDS=1-3558	YKL150W
OG0001727	genemark-shi_s48-processed-gene-7.7-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.7&CDS=1-1035	YKL151C
OG0001728	genemark-shi_s48-processed-gene-7.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.10&CDS=1-1122	YLR151C
OG0001729	genemark-shi_s48-processed-gene-7.12-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.12&CDS=1-1419	YHR065C
OG0001730	genemark-shi_s48-processed-gene-7.37-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.37&CDS=1-747	YDR313C
OG0001731	genemark-shi_s48-processed-gene-7.13-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.13&CDS=1-477	YDR308C
OG0001732	snap_masked-shi_s48-processed-gene-7.90-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-7.90&CDS=1-1356	YDR306C
OG0001733	snap_masked-shi_s48-processed-gene-7.91-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-7.91&CDS=1-2322	YKL155C
OG0001734	genemark-shi_s48-processed-gene-7.15-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.15&CDS=1-651	YGR235C
OG0001735	genemark-shi_s48-processed-gene-7.40-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.40&CDS=1-1176	YGR257C
OG0001736	genemark-shi_s48-processed-gene-7.41-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.41&CDS=1-4122	YHR186C
OG0001737	snap_masked-shi_s48-processed-gene-7.69-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-7.69&CDS=1-1152	YPL092W
OG0001738	augustus_masked-shi_s48-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-shi_s48-processed-gene-7.127&CDS=1-2103	YCL057W
OG0001739	genemark-shi_s48-processed-gene-7.43-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.43&CDS=1-1962	YBR121C
OG0001740	genemark-shi_s48-processed-gene-7.45-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.45&CDS=1-1758	YHR078W
OG0001741	genemark-shi_s48-processed-gene-7.21-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.21&CDS=1-690	YDR296W
OG0001742	genemark-shi_s48-processed-gene-7.23-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.23&CDS=1-1335	YKL145W
OG0001743	genemark-shi_s48-processed-gene-7.46-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.46&CDS=1-588	YKL144C
OG0001744	genemark-shi_s48-processed-gene-7.48-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.48&CDS=1-1290	YFR034C
OG0001745	genemark-shi_s48-processed-gene-7.27-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.27&CDS=1-2313	YNL256W
OG0001746	genemark-shi_s48-processed-gene-7.49-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.49&CDS=1-1020	YKL189W
OG0001747	genemark-shi_s48-processed-gene-7.30-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.30&CDS=1-1812	YLR417W
OG0001748	genemark-shi_s48-processed-gene-7.31-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.31&CDS=1-2124	YHL016C
OG0001749	genemark-shi_s48-processed-gene-7.32-mRNA-1_1&gene=genemark-shi_s48-processed-gene-7.32&CDS=1-5478	YBR208C
OG0001750	genemark-shi_s48-processed-gene-8.3-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.3&CDS=1-579	YDL046W
OG0001751	genemark-shi_s48-processed-gene-8.50-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.50&CDS=1-2823	YGR125W
OG0001752	genemark-shi_s48-processed-gene-8.7-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.7&CDS=1-2034	YAR014C
OG0001753	genemark-shi_s48-processed-gene-8.8-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.8&CDS=1-2700	YBR017C
OG0001754	genemark-shi_s48-processed-gene-8.52-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.52&CDS=1-873	YBL050W
OG0001755	genemark-shi_s48-processed-gene-8.10-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.10&CDS=1-579	YJR112W
OG0001756	genemark-shi_s48-processed-gene-8.53-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.53&CDS=1-915	YDR337W
OG0001757	genemark-shi_s48-processed-gene-8.57-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.57&CDS=1-957	YBR141C
OG0001758	genemark-shi_s48-processed-gene-8.14-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.14&CDS=1-2583	YBR142W
OG0001759	genemark-shi_s48-processed-gene-8.59-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.59&CDS=1-1305	YBR143C
OG0001760	genemark-shi_s48-processed-gene-8.16-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.16&CDS=1-3117	YOL145C
OG0001761	genemark-shi_s48-processed-gene-8.60-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.60&CDS=1-519	YOL146W
OG0001762	genemark-shi_s48-processed-gene-8.17-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.17&CDS=1-729	YBR261C
OG0001763	genemark-shi_s48-processed-gene-8.18-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.18&CDS=1-1290	YKL027W
OG0001764	genemark-shi_s48-processed-gene-8.19-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.19&CDS=1-666	YGR147C
OG0001765	genemark-shi_s48-processed-gene-8.61-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.61&CDS=1-1140	YHR002W
OG0001766	genemark-shi_s48-processed-gene-8.21-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.21&CDS=1-1176	YML048W
OG0001767	genemark-shi_s48-processed-gene-8.22-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.22&CDS=1-2301	YER091C
OG0001768	genemark-shi_s48-processed-gene-8.23-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.23&CDS=1-1065	YBL058W
OG0001769	maker-shi_s48-snap-gene-8.177-mRNA-1_1&gene=maker-shi_s48-snap-gene-8.177&CDS=1-1542	YER090W
OG0001770	genemark-shi_s48-processed-gene-8.25-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.25&CDS=1-1518	YBL054W
OG0001771	genemark-shi_s48-processed-gene-8.64-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.64&CDS=1-588	YBL057C
OG0001772	genemark-shi_s48-processed-gene-8.27-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.27&CDS=1-1251	YGR229C
OG0001773	genemark-shi_s48-processed-gene-8.66-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.66&CDS=1-1350	YGR227W
OG0001774	snap_masked-shi_s48-processed-gene-8.114-mRNA-1_1&gene=snap_masked-shi_s48-processed-gene-8.114&CDS=1-1077	YGR225W
OG0001775	genemark-shi_s48-processed-gene-8.29-mRNA-1_1&gene=genemark-shi_s48-processed-gene-8.29&CDS=1-957	YGR163W
OG0001776	maker-shi_s48-augustus-gene-8.172-mRNA-1_1&gene=maker-shi_s48-augustus-gene-8.172&CDS=1-1911	YIL099W
