	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
OG0001605	augustus_masked-NW_001809797.1-processed-gene-11.249-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.249&CDS=1-1359	YOR375C
OG0001606	maker-NW_001809797.1-augustus-gene-11.93-mRNA-1_1&gene=maker-NW_001809797.1-augustus-gene-11.93&CDS=1-2604	YNR029C
OG0001607	augustus_masked-NW_001809797.1-processed-gene-11.214-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.214&CDS=1-1842	YNR030W
OG0001608	augustus_masked-NW_001809797.1-processed-gene-11.215-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.215&CDS=1-4431	YJL095W
OG0001609	augustus_masked-NW_001809797.1-processed-gene-11.252-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.252&CDS=1-462	YJL096W
OG0001610	augustus_masked-NW_001809797.1-processed-gene-11.216-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.216&CDS=1-2529	YKR028W
OG0001611	augustus_masked-NW_001809797.1-processed-gene-11.253-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.253&CDS=1-1017	YNL191W
OG0001612	maker-NW_001809797.1-snap-gene-11.195-mRNA-1_1&gene=maker-NW_001809797.1-snap-gene-11.195&CDS=1-5283	YJL005W
OG0001613	augustus_masked-NW_001809797.1-processed-gene-11.221-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.221&CDS=1-4056	YLL008W
OG0001614	augustus_masked-NW_001809797.1-processed-gene-11.222-mRNA-1_1&gene=augustus_masked-NW_001809797.1-processed-gene-11.222&CDS=1-543	YJL004C
OG0001615	augustus_masked-NW_001809798.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.77&CDS=1-894	YAR015W
OG0001616	augustus_masked-NW_001809798.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.60&CDS=1-2763	YOL090W
OG0001617	genemark-NW_001809798.1-processed-gene-0.118-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.118&CDS=1-774	YPR167C
OG0001618	augustus_masked-NW_001809798.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.62&CDS=1-798	YER026C
OG0001619	augustus_masked-NW_001809798.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.63&CDS=1-1371	YPL063W
OG0001620	genemark-NW_001809798.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.99&CDS=1-1584	YPR199C
OG0001621	genemark-NW_001809798.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.100&CDS=1-2118	YOR017W
OG0001622	genemark-NW_001809798.1-processed-gene-0.101-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.101&CDS=1-861	YOL136C
OG0001623	augustus_masked-NW_001809798.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.81&CDS=1-1461	YNL317W
OG0001624	augustus_masked-NW_001809798.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.65&CDS=1-534	YMR009W
OG0001625	augustus_masked-NW_001809798.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.82&CDS=1-378	YEL003W
OG0001626	augustus_masked-NW_001809798.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.83&CDS=1-1299	YEL002C
OG0001627	augustus_masked-NW_001809798.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.67&CDS=1-297	YIL008W
OG0001628	augustus_masked-NW_001809798.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.84&CDS=1-666	YIL007C
OG0001629	genemark-NW_001809798.1-processed-gene-0.106-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-0.106&CDS=1-723	YPL051W
OG0001630	maker-NW_001809798.1-augustus-gene-0.48-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-0.48&CDS=1-2199	YEL036C
OG0001631	augustus_masked-NW_001809798.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-0.71&CDS=1-6591	YFR031C
OG0001632	augustus_masked-NW_001809798.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.3&CDS=1-3321	YFR030W
OG0001633	maker-NW_001809798.1-snap-gene-1.50-mRNA-1_1&gene=maker-NW_001809798.1-snap-gene-1.50&CDS=1-2205	YBR251W
OG0001634	genemark-NW_001809798.1-processed-gene-1.92-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-1.92&CDS=1-1551	YDR481C
OG0001635	genemark-NW_001809798.1-processed-gene-1.93-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-1.93&CDS=1-627	YGL159W
OG0001636	snap_masked-NW_001809798.1-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-1.162&CDS=1-1878	YGR216C
OG0001637	augustus_masked-NW_001809798.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.12&CDS=1-1344	YGR229C
OG0001638	augustus_masked-NW_001809798.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.36&CDS=1-1362	YGR227W
OG0001639	maker-NW_001809798.1-augustus-gene-1.113-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-1.113&CDS=1-1218	YGR225W
OG0001640	augustus_masked-NW_001809798.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.37&CDS=1-906	YGR231C
OG0001641	augustus_masked-NW_001809798.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.38&CDS=1-1704	YHR151C
OG0001642	augustus_masked-NW_001809798.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.14&CDS=1-2490	YJL092W
OG0001643	augustus_masked-NW_001809798.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.39&CDS=1-603	YDL135C
OG0001644	augustus_masked-NW_001809798.1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.15&CDS=1-3192	YDL190C
OG0001645	maker-NW_001809798.1-augustus-gene-1.118-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-1.118&CDS=1-2043	YOR196C
OG0001646	augustus_masked-NW_001809798.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.17&CDS=1-1332	YOR198C
OG0001647	genemark-NW_001809798.1-processed-gene-1.76-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-1.76&CDS=1-1065	YMR310C
OG0001648	augustus_masked-NW_001809798.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.19&CDS=1-921	YGR282C
OG0001649	augustus_masked-NW_001809798.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.20&CDS=1-1473	YMR171C
OG0001650	augustus_masked-NW_001809798.1-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.44&CDS=1-1959	YCR088W
OG0001651	augustus_masked-NW_001809798.1-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.45&CDS=1-303	YLL014W
OG0001652	augustus_masked-NW_001809798.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.24&CDS=1-1377	YGR185C
OG0001653	maker-NW_001809798.1-augustus-gene-1.115-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-1.115&CDS=1-1962	YGR285C
OG0001654	augustus_masked-NW_001809798.1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.47&CDS=1-603	YMR311C
OG0001655	augustus_masked-NW_001809798.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.27&CDS=1-555	YBR164C
OG0001656	augustus_masked-NW_001809798.1-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-1.48&CDS=1-1314	YBR166C
OG0001657	augustus_masked-NW_001809798.1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.10&CDS=1-2370	YMR220W
OG0001658	genemark-NW_001809798.1-processed-gene-2.118-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-2.118&CDS=1-1053	YGR187C
OG0001659	augustus_masked-NW_001809798.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.16&CDS=1-1596	YGR186W
OG0001660	maker-NW_001809798.1-augustus-gene-2.104-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-2.104&CDS=1-1866	YGR195W
OG0001661	augustus_masked-NW_001809798.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.15&CDS=1-1563	YGR284C
OG0001662	snap_masked-NW_001809798.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-2.73&CDS=1-273	YHR005C-A
OG0001663	augustus_masked-NW_001809798.1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.28&CDS=1-2541	YBR114W
OG0001664	augustus_masked-NW_001809798.1-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.29&CDS=1-1830	YMR146C
OG0001665	augustus_masked-NW_001809798.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.30&CDS=1-1197	YDL100C
OG0001666	augustus_masked-NW_001809798.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.19&CDS=1-2826	YPL003W
OG0001667	augustus_masked-NW_001809798.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.31&CDS=1-1776	YFL002C
OG0001668	augustus_masked-NW_001809798.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.20&CDS=1-1293	YFL001W
OG0001669	augustus_masked-NW_001809798.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.32&CDS=1-675	YPL002C
OG0001670	augustus_masked-NW_001809798.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.21&CDS=1-1893	YDL057W
OG0001671	snap_masked-NW_001809798.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-2.82&CDS=1-390	YHR191C
OG0001672	augustus_masked-NW_001809798.1-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.36&CDS=1-447	YHR193C
OG0001673	snap_masked-NW_001809798.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-2.70&CDS=1-2370	YLR115W
OG0001674	augustus_masked-NW_001809798.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.37&CDS=1-1446	YLR116W
OG0001675	augustus_masked-NW_001809798.1-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.38&CDS=1-669	YDR140W
OG0001676	augustus_masked-NW_001809798.1-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.39&CDS=1-2103	YLR117C
OG0001677	maker-NW_001809798.1-augustus-gene-2.112-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-2.112&CDS=1-6525	YBR208C
OG0001678	genemark-NW_001809798.1-processed-gene-2.161-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-2.161&CDS=1-2166	YHL016C
OG0001679	augustus_masked-NW_001809798.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.42&CDS=1-1872	YLR417W
OG0001680	augustus_masked-NW_001809798.1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-2.26&CDS=1-1011	YKL189W
OG0001681	genemark-NW_001809798.1-processed-gene-2.166-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-2.166&CDS=1-2202	YHR205W
OG0001682	genemark-NW_001809798.1-processed-gene-3.107-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.107&CDS=1-1077	YLR283W
OG0001683	genemark-NW_001809798.1-processed-gene-3.108-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.108&CDS=1-2457	YLL034C
OG0001684	augustus_masked-NW_001809798.1-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.5&CDS=1-363	YFL014W
OG0001685	augustus_masked-NW_001809798.1-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.6&CDS=1-948	YNR054C
OG0001686	augustus_masked-NW_001809798.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.24&CDS=1-10167	YML080W
OG0001687	augustus_masked-NW_001809798.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.9&CDS=1-606	YGL047W
OG0001688	augustus_masked-NW_001809798.1-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.10&CDS=1-558	YML098W
OG0001689	augustus_masked-NW_001809798.1-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.26&CDS=1-1503	YMR227C
OG0001690	augustus_masked-NW_001809798.1-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.11&CDS=1-4146	YOR291W
OG0001691	augustus_masked-NW_001809798.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.13&CDS=1-1581	YKL047W
OG0001692	augustus_masked-NW_001809798.1-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.14&CDS=1-2280	YDL107W
OG0001693	augustus_masked-NW_001809798.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.28&CDS=1-3639	YDL101C
OG0001694	augustus_masked-NW_001809798.1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.15&CDS=1-1584	YJL014W
OG0001695	augustus_masked-NW_001809798.1-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.16&CDS=1-3735	YDL108W
OG0001696	augustus_masked-NW_001809798.1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.17&CDS=1-2166	YJL012C
OG0001697	augustus_masked-NW_001809798.1-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.30&CDS=1-7179	YMR162C
OG0001698	augustus_masked-NW_001809798.1-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.18&CDS=1-3954	YMR313C
OG0001699	augustus_masked-NW_001809798.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.31&CDS=1-807	YMR312W
OG0001700	genemark-NW_001809798.1-processed-gene-3.141-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.141&CDS=1-1035	YMR166C
OG0001701	genemark-NW_001809798.1-processed-gene-3.124-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.124&CDS=1-1224	YDL104C
OG0001702	augustus_masked-NW_001809798.1-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.33&CDS=1-918	YDL105W
OG0001703	augustus_masked-NW_001809798.1-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.20&CDS=1-5280	YMR167W
OG0001704	genemark-NW_001809798.1-processed-gene-3.145-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-3.145&CDS=1-5220	YGL141W
OG0001705	augustus_masked-NW_001809798.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.38&CDS=1-429	YBR167C
OG0001706	augustus_masked-NW_001809798.1-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.39&CDS=1-543	YLR009W
OG0001707	augustus_masked-NW_001809798.1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-3.22&CDS=1-462	YLR008C
OG0001708	augustus_masked-NW_001809798.1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.53&CDS=1-417	YGR203W
OG0001709	augustus_masked-NW_001809798.1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.51&CDS=1-2280	YGR202C
OG0001710	maker-NW_001809798.1-augustus-gene-4.94-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.94&CDS=1-5385	YGR258C
OG0001711	snap_masked-NW_001809798.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-4.104&CDS=1-732	YNL056W
OG0001712	maker-NW_001809798.1-augustus-gene-4.95-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.95&CDS=1-1848	YOR057W
OG0001713	augustus_masked-NW_001809798.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.57&CDS=1-1980	YPR141C
OG0001714	augustus_masked-NW_001809798.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.74&CDS=1-3690	YPR140W
OG0001715	augustus_masked-NW_001809798.1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.58&CDS=1-1755	YGR103W
OG0001716	augustus_masked-NW_001809798.1-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.75&CDS=1-801	YGR104C
OG0001717	maker-NW_001809798.1-augustus-gene-4.97-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.97&CDS=1-219	YGR105W
OG0001718	augustus_masked-NW_001809798.1-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.60&CDS=1-879	YGR106C
OG0001719	maker-NW_001809798.1-augustus-gene-4.92-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.92&CDS=1-2613	YOR063W
OG0001720	augustus_masked-NW_001809798.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.63&CDS=1-3243	YGR218W
OG0001721	maker-NW_001809798.1-augustus-gene-4.93-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.93&CDS=1-4218	YGR233C
OG0001722	augustus_masked-NW_001809798.1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.78&CDS=1-1863	YDL146W
OG0001723	augustus_masked-NW_001809798.1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.80&CDS=1-627	YKR014C
OG0001724	augustus_masked-NW_001809798.1-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.83&CDS=1-945	YKR030W
OG0001725	genemark-NW_001809798.1-processed-gene-4.38-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-4.38&CDS=1-1602	YKR017C
OG0001726	augustus_masked-NW_001809798.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.85&CDS=1-1746	YBR030W
OG0001727	augustus_masked-NW_001809798.1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.66&CDS=1-378	YJL104W
OG0001728	augustus_masked-NW_001809798.1-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.69&CDS=1-1389	YBR003W
OG0001729	maker-NW_001809798.1-augustus-gene-4.99-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-4.99&CDS=1-1578	YHR147C
OG0001730	augustus_masked-NW_001809798.1-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-4.70&CDS=1-549	YHR148W
OG0001731	snap_masked-NW_001809798.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-4.121&CDS=1-306	YMR069W
OG0001732	augustus_masked-NW_001809798.1-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.3&CDS=1-5475	YPL085W
OG0001733	augustus_masked-NW_001809798.1-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.4&CDS=1-1122	YJL203W
OG0001734	snap_masked-NW_001809798.1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-5.52&CDS=1-1113	YHR004C
OG0001735	augustus_masked-NW_001809798.1-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.23&CDS=1-996	YKL085W
OG0001736	maker-NW_001809798.1-augustus-gene-5.110-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.110&CDS=1-1914	YBR123C
OG0001737	augustus_masked-NW_001809798.1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.24&CDS=1-705	YPL107W
OG0001738	genemark-NW_001809798.1-processed-gene-5.126-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.126&CDS=1-1677	YBR296C
OG0001739	augustus_masked-NW_001809798.1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.8&CDS=1-870	YIL034C
OG0001740	augustus_masked-NW_001809798.1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.25&CDS=1-1173	YHR159W
OG0001741	augustus_masked-NW_001809798.1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.26&CDS=1-612	YGR167W
OG0001742	genemark-NW_001809798.1-processed-gene-5.149-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.149&CDS=1-579	YOL008W
OG0001743	maker-NW_001809798.1-augustus-gene-5.114-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.114&CDS=1-2889	YBL015W
OG0001744	snap_masked-NW_001809798.1-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-5.86&CDS=1-1809	YFL023W
OG0001745	augustus_masked-NW_001809798.1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.12&CDS=1-294	YOR265W
OG0001746	augustus_masked-NW_001809798.1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.31&CDS=1-1041	YOR262W
OG0001747	maker-NW_001809798.1-augustus-gene-5.111-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.111&CDS=1-2388	YOR261C
OG0001748	augustus_masked-NW_001809798.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.14&CDS=1-330	YLR364W
OG0001749	maker-NW_001809798.1-augustus-gene-5.115-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-5.115&CDS=1-3534	YLR058C
OG0001750	augustus_masked-NW_001809798.1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.16&CDS=1-681	YIL010W
OG0001751	augustus_masked-NW_001809798.1-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.35&CDS=1-1437	YIL039W
OG0001752	augustus_masked-NW_001809798.1-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.36&CDS=1-615	YDR298C
OG0001753	augustus_masked-NW_001809798.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.17&CDS=1-1098	YEL050C
OG0001754	augustus_masked-NW_001809798.1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.37&CDS=1-3108	YKR079C
OG0001755	augustus_masked-NW_001809798.1-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.18&CDS=1-2664	YOR081C
