	Metschnikowia_continentalis	Saccharomyces_cerevisiae
OG0002121	augustus_masked-con_s541-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s541-processed-gene-0.24&CDS=1-4341	YNL102W
OG0002122	augustus_masked-con_s544-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s544-processed-gene-0.12&CDS=1-456	YDR377W
OG0002123	augustus_masked-con_s544-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s544-processed-gene-0.8&CDS=1-1023	YNL080C
OG0002124	augustus_masked-con_s544-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s544-processed-gene-0.9&CDS=1-366	YNL081C
OG0002125	augustus_masked-con_s545-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s545-processed-gene-0.17&CDS=1-1488	YHR113W
OG0002126	augustus_masked-con_s545-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s545-processed-gene-0.18&CDS=1-1605	YBL103C
OG0002127	augustus_masked-con_s546-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.46&CDS=1-3441	YDR270W
OG0002128	augustus_masked-con_s546-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.66&CDS=1-2874	YOR160W
OG0002129	augustus_masked-con_s546-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.47&CDS=1-561	YDR454C
OG0002130	genemark-con_s546-processed-gene-0.83-mRNA-1_1&gene=genemark-con_s546-processed-gene-0.83&CDS=1-1020	YBR159W
OG0002131	genemark-con_s546-processed-gene-0.84-mRNA-1_1&gene=genemark-con_s546-processed-gene-0.84&CDS=1-1047	YNL007C
OG0002132	augustus_masked-con_s546-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.51&CDS=1-984	YNL006W
OG0002133	augustus_masked-con_s546-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.68&CDS=1-2466	YLR176C
OG0002134	augustus_masked-con_s546-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.52&CDS=1-861	YNL002C
OG0002135	augustus_masked-con_s546-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.53&CDS=1-1074	YCL016C
OG0002136	augustus_masked-con_s546-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.54&CDS=1-2139	YCL017C
OG0002137	augustus_masked-con_s546-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.55&CDS=1-1110	YCL018W
OG0002138	augustus_masked-con_s546-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.69&CDS=1-4434	YCL014W
OG0002139	augustus_masked-con_s546-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.71&CDS=1-1044	YCL010C
OG0002140	snap_masked-con_s546-processed-gene-0.19-mRNA-1_1&gene=snap_masked-con_s546-processed-gene-0.19&CDS=1-1677	YCL004W
OG0002141	augustus_masked-con_s546-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.58&CDS=1-1128	YNL005C
OG0002142	augustus_masked-con_s546-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.72&CDS=1-216	YOR210W
OG0002143	augustus_masked-con_s546-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.61&CDS=1-2415	YPL126W
OG0002144	augustus_masked-con_s546-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.73&CDS=1-2694	YOR211C
OG0002145	genemark-con_s546-processed-gene-0.98-mRNA-1_1&gene=genemark-con_s546-processed-gene-0.98&CDS=1-903	YGR101W
OG0002146	augustus_masked-con_s546-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-0.77&CDS=1-564	YFR001W
OG0002147	snap_masked-con_s546-processed-gene-1.2-mRNA-1_1&gene=snap_masked-con_s546-processed-gene-1.2&CDS=1-339	YDR279W
OG0002148	augustus_masked-con_s546-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.108&CDS=1-915	YDR280W
OG0002149	genemark-con_s546-processed-gene-1.87-mRNA-1_1&gene=genemark-con_s546-processed-gene-1.87&CDS=1-1716	YJL071W
OG0002150	maker-con_s546-augustus-gene-1.50-mRNA-1_1&gene=maker-con_s546-augustus-gene-1.50&CDS=1-588	YJL072C
OG0002151	augustus_masked-con_s546-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.111&CDS=1-3021	YBR038W
OG0002152	augustus_masked-con_s546-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.112&CDS=1-1470	YGL097W
OG0002153	augustus_masked-con_s546-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.113&CDS=1-915	YJL062W
OG0002154	augustus_masked-con_s546-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.134&CDS=1-1188	YBR267W
OG0002155	augustus_masked-con_s546-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.114&CDS=1-2193	YOR001W
OG0002156	genemark-con_s546-processed-gene-1.67-mRNA-1_1&gene=genemark-con_s546-processed-gene-1.67&CDS=1-1761	YBR248C
OG0002157	maker-con_s546-augustus-gene-1.49-mRNA-1_1&gene=maker-con_s546-augustus-gene-1.49&CDS=1-2427	YPL268W
OG0002158	augustus_masked-con_s546-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.116&CDS=1-1344	YBR247C
OG0002159	genemark-con_s546-processed-gene-1.91-mRNA-1_1&gene=genemark-con_s546-processed-gene-1.91&CDS=1-978	YNL288W
OG0002160	augustus_masked-con_s546-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.117&CDS=1-744	YMR038C
OG0002161	augustus_masked-con_s546-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.118&CDS=1-2691	YOR353C
OG0002162	augustus_masked-con_s546-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.121&CDS=1-2142	YHR074W
OG0002163	augustus_masked-con_s546-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.137&CDS=1-1074	YHR075C
OG0002164	genemark-con_s546-processed-gene-1.75-mRNA-1_1&gene=genemark-con_s546-processed-gene-1.75&CDS=1-873	YJL035C
OG0002165	genemark-con_s546-processed-gene-1.77-mRNA-1_1&gene=genemark-con_s546-processed-gene-1.77&CDS=1-1491	YLR005W
OG0002166	augustus_masked-con_s546-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.126&CDS=1-549	YML022W
OG0002167	augustus_masked-con_s546-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.139&CDS=1-270	YDR424C
OG0002168	augustus_masked-con_s546-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.127&CDS=1-3897	YMR304W
OG0002169	augustus_masked-con_s546-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.140&CDS=1-903	YGR277C
OG0002170	augustus_masked-con_s546-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.141&CDS=1-2541	YER077C
OG0002171	augustus_masked-con_s546-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.142&CDS=1-480	YCR090C
OG0002172	augustus_masked-con_s546-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.129&CDS=1-759	YOR281C
OG0002173	augustus_masked-con_s546-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.130&CDS=1-1593	YMR223W
OG0002174	augustus_masked-con_s546-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-con_s546-processed-gene-1.131&CDS=1-831	YCR076C
OG0002175	genemark-con_s546-processed-gene-1.100-mRNA-1_1&gene=genemark-con_s546-processed-gene-1.100&CDS=1-555	YLR306W
OG0002176	augustus_masked-con_s548-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-con_s548-processed-gene-0.36&CDS=1-1398	YGR229C
OG0002177	maker-con_s548-augustus-gene-0.17-mRNA-1_1&gene=maker-con_s548-augustus-gene-0.17&CDS=1-1638	YGR225W
OG0002178	genemark-con_s548-processed-gene-0.23-mRNA-1_1&gene=genemark-con_s548-processed-gene-0.23&CDS=1-1005	YGR163W
OG0002179	augustus_masked-con_s548-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-con_s548-processed-gene-0.46&CDS=1-1131	YJR032W
OG0002180	augustus_masked-con_s549-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s549-processed-gene-0.16&CDS=1-2484	YHR154W
OG0002181	augustus_masked-con_s55-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.27&CDS=1-576	YNL310C
OG0002182	augustus_masked-con_s55-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.29&CDS=1-3093	YBR081C
OG0002183	augustus_masked-con_s55-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.30&CDS=1-441	YDR059C
OG0002184	augustus_masked-con_s55-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.31&CDS=1-1536	YLR197W
OG0002185	augustus_masked-con_s55-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.25&CDS=1-1050	YGR112W
OG0002186	augustus_masked-con_s55-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.32&CDS=1-1191	YER083C
OG0002187	augustus_masked-con_s55-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.34&CDS=1-1281	YKL216W
OG0002188	augustus_masked-con_s55-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s55-processed-gene-0.26&CDS=1-1455	YER082C
OG0002189	augustus_masked-con_s558-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s558-processed-gene-0.0&CDS=1-1248	YBR042C
OG0002190	augustus_masked-con_s558-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s558-processed-gene-0.1&CDS=1-693	YBR040W
OG0002191	augustus_masked-con_s558-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s558-processed-gene-0.2&CDS=1-11388	YHR099W
OG0002192	augustus_masked-con_s558-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s558-processed-gene-0.5&CDS=1-627	YHR100C
OG0002193	snap_masked-con_s562-processed-gene-0.6-mRNA-1_1&gene=snap_masked-con_s562-processed-gene-0.6&CDS=1-2514	YER162C
OG0002194	augustus_masked-con_s562-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s562-processed-gene-0.4&CDS=1-762	YDR090C
OG0002195	augustus_masked-con_s567-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s567-processed-gene-0.10&CDS=1-4371	YOR116C
OG0002196	augustus_masked-con_s567-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s567-processed-gene-0.8&CDS=1-204	YDR363W-A
OG0002197	augustus_masked-con_s567-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s567-processed-gene-0.11&CDS=1-1275	YOR117W
OG0002198	maker-con_s567-augustus-gene-0.12-mRNA-1_1&gene=maker-con_s567-augustus-gene-0.12&CDS=1-3699	YLR243W
OG0002199	genemark-con_s568-processed-gene-0.1-mRNA-1_1&gene=genemark-con_s568-processed-gene-0.1&CDS=1-960	YML110C
OG0002200	augustus_masked-con_s569-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s569-processed-gene-0.15&CDS=1-2691	YGL008C
OG0002201	augustus_masked-con_s57-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s57-processed-gene-0.13&CDS=1-3240	YBL076C
OG0002202	augustus_masked-con_s57-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s57-processed-gene-0.17&CDS=1-3096	YPL183C
OG0002203	augustus_masked-con_s570-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s570-processed-gene-0.0&CDS=1-1215	YDL033C
OG0002204	genemark-con_s570-processed-gene-0.6-mRNA-1_1&gene=genemark-con_s570-processed-gene-0.6&CDS=1-1734	YHL027W
OG0002205	snap_masked-con_s570-processed-gene-0.11-mRNA-1_1&gene=snap_masked-con_s570-processed-gene-0.11&CDS=1-1263	YHL028W
OG0002206	augustus_masked-con_s576-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s576-processed-gene-0.13&CDS=1-639	YOR115C
OG0002207	augustus_masked-con_s576-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s576-processed-gene-0.15&CDS=1-825	YDL114W
OG0002208	augustus_masked-con_s576-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s576-processed-gene-0.22&CDS=1-1290	YMR062C
OG0002209	snap_masked-con_s576-processed-gene-0.37-mRNA-1_1&gene=snap_masked-con_s576-processed-gene-0.37&CDS=1-2310	YMR075W
OG0002210	augustus_masked-con_s576-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-con_s576-processed-gene-0.19&CDS=1-783	YEL021W
OG0002211	augustus_masked-con_s576-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s576-processed-gene-0.25&CDS=1-1113	YJL053W
OG0002212	augustus_masked-con_s577-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s577-processed-gene-0.34&CDS=1-3270	YGL093W
OG0002213	augustus_masked-con_s577-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s577-processed-gene-0.27&CDS=1-684	YOL147C
OG0002214	augustus_masked-con_s577-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s577-processed-gene-0.28&CDS=1-2493	YOL144W
OG0002215	augustus_masked-con_s577-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s577-processed-gene-0.29&CDS=1-1494	YBL082C
OG0002216	augustus_masked-con_s577-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s577-processed-gene-0.35&CDS=1-2589	YER109C
OG0002217	augustus_masked-con_s580-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.45&CDS=1-444	YOR224C
OG0002218	augustus_masked-con_s580-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.31&CDS=1-4047	YGR061C
OG0002219	augustus_masked-con_s580-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.32&CDS=1-732	YNL178W
OG0002220	augustus_masked-con_s580-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.48&CDS=1-321	YJR085C
OG0002221	augustus_masked-con_s580-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.33&CDS=1-3990	YGL150C
OG0002222	augustus_masked-con_s580-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.34&CDS=1-921	YGL154C
OG0002223	augustus_masked-con_s580-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.35&CDS=1-1149	YGL155W
OG0002224	augustus_masked-con_s580-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.36&CDS=1-948	YDL119C
OG0002225	augustus_masked-con_s580-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.37&CDS=1-1140	YGL153W
OG0002226	augustus_masked-con_s580-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.39&CDS=1-3297	YDL102W
OG0002227	augustus_masked-con_s580-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.40&CDS=1-945	YMR161W
OG0002228	augustus_masked-con_s580-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s580-processed-gene-0.42&CDS=1-1359	YOR197W
OG0002229	augustus_masked-con_s581-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s581-processed-gene-0.0&CDS=1-2583	YPR105C
OG0002230	augustus_masked-con_s581-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s581-processed-gene-0.9&CDS=1-624	YPR107C
OG0002231	augustus_masked-con_s581-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s581-processed-gene-0.4&CDS=1-2541	YOR216C
OG0002232	augustus_masked-con_s581-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s581-processed-gene-0.5&CDS=1-2838	YOR217W
OG0002233	augustus_masked-con_s581-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s581-processed-gene-0.11&CDS=1-1158	YPL146C
OG0002234	augustus_masked-con_s581-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s581-processed-gene-0.14&CDS=1-1776	YAL019W
OG0002235	augustus_masked-con_s586-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s586-processed-gene-0.13&CDS=1-3636	YPR049C
OG0002236	augustus_masked-con_s586-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s586-processed-gene-0.14&CDS=1-1863	YML042W
OG0002237	augustus_masked-con_s587-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s587-processed-gene-0.4&CDS=1-1485	YBR243C
OG0002238	augustus_masked-con_s587-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s587-processed-gene-0.0&CDS=1-1017	YGL100W
OG0002239	genemark-con_s587-processed-gene-0.11-mRNA-1_1&gene=genemark-con_s587-processed-gene-0.11&CDS=1-1284	YGL111W
OG0002240	augustus_masked-con_s587-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s587-processed-gene-0.1&CDS=1-1635	YHR064C
OG0002241	augustus_masked-con_s587-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s587-processed-gene-0.2&CDS=1-1809	YOR070C
OG0002242	augustus_masked-con_s587-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s587-processed-gene-0.3&CDS=1-948	YKR080W
OG0002243	genemark-con_s589-processed-gene-0.8-mRNA-1_1&gene=genemark-con_s589-processed-gene-0.8&CDS=1-2445	YKR090W
OG0002244	snap_masked-con_s589-processed-gene-0.38-mRNA-1_1&gene=snap_masked-con_s589-processed-gene-0.38&CDS=1-423	YOL127W
OG0002245	augustus_masked-con_s589-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s589-processed-gene-0.23&CDS=1-711	YNL306W
OG0002246	genemark-con_s589-processed-gene-0.4-mRNA-1_1&gene=genemark-con_s589-processed-gene-0.4&CDS=1-1116	YNL307C
OG0002247	augustus_masked-con_s589-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s589-processed-gene-0.24&CDS=1-525	YOL129W
OG0002248	augustus_masked-con_s589-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s589-processed-gene-0.20&CDS=1-1188	YPL060W
OG0002249	augustus_masked-con_s59-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.100&CDS=1-1113	YKR038C
OG0002250	augustus_masked-con_s59-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.101&CDS=1-321	YGL030W
OG0002251	augustus_masked-con_s59-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.86&CDS=1-1638	YNL275W
OG0002252	augustus_masked-con_s59-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.104&CDS=1-1146	YBR057C
OG0002253	augustus_masked-con_s59-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.88&CDS=1-1521	YLR116W
OG0002254	augustus_masked-con_s59-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.89&CDS=1-1155	YGL213C
OG0002255	augustus_masked-con_s59-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.91&CDS=1-2763	YLR382C
OG0002256	augustus_masked-con_s59-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.109&CDS=1-4074	YLR143W
OG0002257	augustus_masked-con_s59-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.92&CDS=1-567	YBR189W
OG0002258	augustus_masked-con_s59-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.93&CDS=1-1983	YKL179C
OG0002259	genemark-con_s59-processed-gene-0.74-mRNA-1_1&gene=genemark-con_s59-processed-gene-0.74&CDS=1-936	YOL093W
OG0002260	augustus_masked-con_s59-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.95&CDS=1-1353	YPL083C
OG0002261	augustus_masked-con_s59-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.117&CDS=1-2181	YLR047C
OG0002262	augustus_masked-con_s59-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-con_s59-processed-gene-0.119&CDS=1-516	YMR071C
OG0002263	genemark-con_s590-processed-gene-0.69-mRNA-1_1&gene=genemark-con_s590-processed-gene-0.69&CDS=1-1194	YPR186C
OG0002264	augustus_masked-con_s590-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.32&CDS=1-453	YDR397C
OG0002265	augustus_masked-con_s590-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.46&CDS=1-276	YER074W-A
OG0002266	maker-con_s590-augustus-gene-0.79-mRNA-1_1&gene=maker-con_s590-augustus-gene-0.79&CDS=1-2994	YDR395W
OG0002267	augustus_masked-con_s590-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.34&CDS=1-1065	YGR048W
OG0002268	augustus_masked-con_s590-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.35&CDS=1-2697	YKL073W
OG0002269	augustus_masked-con_s590-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.36&CDS=1-1779	YKL074C
OG0002270	augustus_masked-con_s590-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.48&CDS=1-873	YMR055C
OG0002271	augustus_masked-con_s590-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.38&CDS=1-807	YMR289W
OG0002272	augustus_masked-con_s590-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.51&CDS=1-1434	YJL025W
OG0002273	maker-con_s590-augustus-gene-0.81-mRNA-1_1&gene=maker-con_s590-augustus-gene-0.81&CDS=1-1935	YOR374W
OG0002274	augustus_masked-con_s590-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.52&CDS=1-2160	YDR017C
OG0002275	augustus_masked-con_s590-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.43&CDS=1-459	YLR170C
OG0002276	augustus_masked-con_s590-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.44&CDS=1-2868	YDL031W
OG0002277	augustus_masked-con_s590-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-con_s590-processed-gene-0.53&CDS=1-1479	YOL123W
OG0002278	augustus_masked-con_s591-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s591-processed-gene-0.18&CDS=1-2253	YOL006C
OG0002279	augustus_masked-con_s591-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s591-processed-gene-0.13&CDS=1-732	YMR234W
OG0002280	augustus_masked-con_s593-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-con_s593-processed-gene-0.158&CDS=1-1575	YHR168W
