"","X1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","species_select_ratio","clade_select_ratio","Select_species","fcc","vote_percentage"
"3760",3760,3760,2905,"OG4850",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3761",3761,3761,2906,"OG3859",NA,0,"YNL053W",NA,4,4,0,0,0,0,NA,NA
"3762",3762,3762,2910,"OG6088",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3763",3763,3763,2911,"OG2574",NA,0,"YOR042W",NA,4,11,0,0,0,0,NA,NA
"3764",3764,3764,2916,"OG4126",NA,0,"YFL029C",NA,4,16,0,0,0,0,NA,NA
"3765",3765,3765,2917,"OG7183",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3766",3766,3766,2919,"OG1868",NA,0,"YLR129W",NA,4,17,0,0,0,0,NA,NA
"3767",3767,3767,2920,"OG1309",NA,0,"YHR161C",NA,4,15,0,0,0,0,NA,NA
"3768",3768,3768,2921,"OG6650",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3769",3769,3769,2924,"OG2893",NA,0,"YBR056W",NA,4,15,0,0,0,0,NA,NA
"3770",3770,3770,2928,"OG2233",NA,0,"YAL002W",NA,4,17,0,0,0,0,NA,NA
"3771",3771,3771,2929,"OG3171",NA,0,"YJL178C",NA,4,16,0,0,0,0,NA,NA
"3772",3772,3772,2930,"OG4428",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3773",3773,3773,2931,"OG2763",NA,0,"YOR301W",NA,4,17,0,0,0,0,NA,NA
"3774",3774,3774,2932,"OG1410",NA,0,"YBL024W",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3775",3775,3775,2933,"OG3807",NA,0,NA,NA,4,15,0,0,0,0,NA,NA
"3776",3776,3776,2934,"OG4661",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3777",3777,3777,2935,"OG5073",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3778",3778,3778,2936,"OG3338",NA,0,"YGR123C",NA,4,14,0,0,0,0,NA,NA
"3779",3779,3779,2937,"OG4331",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3780",3780,3780,2940,"OG3998",NA,0,"YHR134W",NA,4,14,0,0,0,0,NA,NA
"3781",3781,3781,2941,"OG4991",NA,0,"YMR087W",NA,4,9,0,0,0,0,NA,NA
"3782",3782,3782,2942,"OG3965",NA,0,"YML005W",NA,4,12,0,0,0,0,NA,NA
"3783",3783,3783,2943,"OG2087",NA,0,"YDR373W",NA,4,15,0,0,0,0,NA,NA
"3784",3784,3784,2944,"OG7369",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3785",3785,3785,2947,"OG4253",NA,0,"YCL001W",NA,4,13,0,0,0,0,NA,NA
"3786",3786,3786,2949,"OG5441",NA,0,"YIL162W",NA,4,5,0,0,0,0,NA,NA
"3787",3787,3787,2950,"OG4703",NA,0,"YHR041C",NA,4,11,0,0,0,0,NA,NA
"3788",3788,3788,2953,"OG5797",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3789",3789,3789,2954,"OG4185",NA,0,"YLR155C",NA,4,9,0,0,0,0,NA,NA
"3790",3790,3790,2955,"OG5358",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3791",3791,3791,2958,"OG5608",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3792",3792,3792,2959,"OG3543",NA,0,"YFL017W-A",NA,4,15,0,0,0,0,NA,NA
"3793",3793,3793,2962,"OG7032",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3794",3794,3794,2963,"OG1379",NA,0,"YDR090C",NA,4,9,0,0,0,0,NA,NA
"3795",3795,3795,2964,"OG5685",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3796",3796,3796,2965,"OG6370",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3797",3797,3797,2968,"OG2243",NA,0,"YGL027C",NA,4,16,0,0,0,0,NA,NA
"3798",3798,3798,2969,"OG3451",NA,0,"YGL133W",NA,4,15,0,0,0,0,NA,NA
"3799",3799,3799,2970,"OG4458",NA,0,NA,NA,4,10,0,0,0,0,NA,NA
"3800",3800,3800,2971,"OG2713",NA,0,"YGR046W",NA,4,17,0,0,0,0,NA,NA
"3801",3801,3801,2976,"OG3787",NA,0,"YER004W",NA,4,10,0,0,0,0,NA,NA
"3802",3802,3802,2977,"OG2195",NA,0,"YGR005C",NA,4,16,0,0,0,0,NA,NA
"3803",3803,3803,2978,"OG5003",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3804",3804,3804,2979,"OG3348",NA,0,"YNR032W",NA,4,16,0,0,0,0,NA,NA
"3805",3805,3805,2980,"OG4611",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3806",3806,3806,2983,"OG4341",NA,0,"YLR326W",NA,4,9,0,0,0,0,NA,NA
"3807",3807,3807,2984,"OG7319",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3808",3808,3808,2986,"OG3915",NA,0,"YGR057C",NA,4,14,0,0,0,0,NA,NA
"3809",3809,3809,2987,"OG5431",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3810",3810,3810,2988,"OG4223",NA,0,"YHR081W",NA,4,13,0,0,0,0,NA,NA
"3811",3811,3811,2989,"OG2168",NA,0,"YDR477W",NA,4,14,0,0,0,0,NA,NA
"3812",3812,3812,2990,"OG5161",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3813",3813,3813,2991,"OG4773",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3814",3814,3814,2992,"OG2438",NA,0,"YHR100C",NA,4,14,0,0,0,0,NA,NA
"3815",3815,3815,2994,"OG6742",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3816",3816,3816,3002,"OG5678",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3817",3817,3817,3003,"OG3533",NA,0,"YMR188C",NA,4,15,0,0,0,0,NA,NA
"3818",3818,3818,3007,"OG5126",NA,0,"YJR149W",NA,4,5,0,0,0,0,NA,NA
"3819",3819,3819,3008,"OG4264",NA,0,"YDR286C",NA,4,13,0,0,0,0,NA,NA
"3820",3820,3820,3010,"OG6705",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3821",3821,3821,3012,"OG3574",NA,0,"YPR063C",NA,4,15,0,0,0,0,NA,NA
"3822",3822,3822,3015,"OG3024",NA,0,"YBR026C",NA,4,14,0,0,0,0,NA,NA
"3823",3823,3823,3016,"OG2636",NA,0,"YMR158W",NA,4,15,0,0,0,0,NA,NA
"3824",3824,3824,3018,"OG5392",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3825",3825,3825,3019,"OG6337",NA,0,"YGL071W",NA,4,4,0,0,0,0,NA,NA
"3826",3826,3826,3022,"OG1801",NA,0,"YLR234W",NA,4,17,0,0,0,0,NA,NA
"3827",3827,3827,3023,"OG3146",NA,0,"YJR098C",NA,4,14,0,0,0,0,NA,NA
"3828",3828,3828,3025,"OG3416",NA,0,"YER183C",NA,4,14,0,0,0,0,NA,NA
"3829",3829,3829,3031,"OG4839",NA,0,"YHR083W",NA,4,11,0,0,0,0,NA,NA
"3830",3830,3830,3032,"OG3830",NA,0,"YER022W",NA,4,15,0,0,0,0,NA,NA
"3831",3831,3831,3033,"OG4306",NA,0,"YOL095C",NA,4,13,0,0,0,0,NA,NA
"3832",3832,3832,3036,"OG1535",NA,0,"YAL016W",NA,4,15,0,0,0,0,NA,NA
"3833",3833,3833,3037,"OG2590",NA,0,"YKL013C",NA,4,14,0,0,0,0,NA,NA
"3834",3834,3834,3039,"OG5599",NA,0,"YGR230W",NA,4,4,0,0,0,0,NA,NA
"3835",3835,3835,3040,"OG3922",NA,0,"YPR034W",NA,4,15,0,0,0,0,NA,NA
"3836",3836,3836,3041,"OG5156",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3837",3837,3837,3043,"OG4214",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3838",3838,3838,3045,"OG6885",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3839",3839,3839,3049,"OG1913",NA,0,"YOR145C",NA,4,17,0,0,0,0,NA,NA
"3840",3840,3840,3051,"OG3504",NA,0,"YMR127C",NA,4,12,0,0,0,0,NA,NA
"3841",3841,3841,3053,"OG3054",NA,0,"YLR087C",NA,4,15,0,0,0,0,NA,NA
"3842",3842,3842,3054,"OG7555",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3843",3843,3843,3055,"OG5942",NA,0,"YKL084W",NA,4,4,0,0,0,0,NA,NA
"3844",3844,3844,3056,"OG2724",NA,0,"YLR215C",NA,4,16,0,0,0,0,NA,NA
"3845",3845,3845,3058,"OG2274",NA,0,"YNL119W",NA,4,17,0,0,0,0,NA,NA
"3846",3846,3846,3063,"OG1457",NA,0,"YPL204W",NA,4,16,0,0,0,0,NA,NA
"3847",3847,3847,3064,"OG5564",NA,0,"YDR103W",NA,4,6,0,0,0,0,NA,NA
"3848",3848,3848,3065,"OG4376",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3849",3849,3849,3067,"OG4626",NA,0,"YKR095W-A",NA,4,15,0,0,0,0,NA,NA
"3850",3850,3850,3069,"OG6150",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3851",3851,3851,3072,"OG4817",NA,0,"YKL065C",NA,4,8,0,0,0,0,NA,NA
"3852",3852,3852,3075,"OG3321",NA,0,"YPR168W",NA,4,15,0,0,0,0,NA,NA
"3853",3853,3853,3078,"OG4328",NA,0,NA,NA,4,13,0,0,0,0,NA,NA
"3854",3854,3854,3079,"OG3671",NA,0,"YOL108C",NA,4,14,0,0,0,0,NA,NA
"3855",3855,3855,3080,"OG8398",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3856",3856,3856,3082,"OG4988",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3857",3857,3857,3083,"OG2915",NA,0,"YNL260C",NA,4,17,0,0,0,0,NA,NA
"3858",3858,3858,3085,"OG1640",NA,0,"YJL134W",NA,4,12,0,0,0,0,NA,NA
"3859",3859,3859,3086,"OG9293",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3860",3860,3860,3088,"OG4161",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3861",3861,3861,3089,"OG3168",NA,0,"YIL044C",NA,4,12,0,0,0,0,NA,NA
"3862",3862,3862,3090,"OG5223",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3863",3863,3863,3091,"OG4431",NA,0,"YOR258W",NA,4,11,0,0,0,0,NA,NA
"3864",3864,3864,3093,"OG7469",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3865",3865,3865,3097,"OG2877",NA,0,"YDL235C",NA,4,16,0,0,0,0,NA,NA
"3866",3866,3866,3098,"OG5341",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3867",3867,3867,3101,"OG4003",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3868",3868,3868,3102,"OG4975",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3869",3869,3869,3103,"OG6562",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3870",3870,3870,3104,"OG7370",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3871",3871,3871,3105,"OG4685",NA,0,"YJL157C",NA,4,8,0,0,0,0,NA,NA
"3872",3872,3872,3106,"OG5097",NA,0,"YLR271W",NA,4,8,0,0,0,0,NA,NA
"3873",3873,3873,3109,"OG5458",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3874",3874,3874,3110,"OG2451",NA,0,"YNR015W",NA,4,17,0,0,0,0,NA,NA
"3875",3875,3875,3112,"OG5108",NA,0,"YHL028W",NA,4,9,0,0,0,0,NA,NA
"3876",3876,3876,3113,"OG4867",NA,0,"YMR090W",NA,4,9,0,0,0,0,NA,NA
"3877",3877,3877,3114,"OG1479",NA,0,"YJR143C",NA,4,17,0,0,0,0,NA,NA
"3878",3878,3878,3115,"OG5185",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3879",3879,3879,3117,"OG6120",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3880",3880,3880,3120,"OG4608",NA,0,"YPR094W",NA,4,15,0,0,0,0,NA,NA
"3881",3881,3881,3125,"OG2695",NA,0,"YNR021W",NA,4,17,0,0,0,0,NA,NA
"3882",3882,3882,3128,"OG2965",NA,0,"YLR201C",NA,4,15,0,0,0,0,NA,NA
"3883",3883,3883,3130,"OG3448",NA,0,"YNR032C-A",NA,4,15,0,0,0,0,NA,NA
"3884",3884,3884,3131,"OG5703",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3885",3885,3885,3132,"OG4441",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3886",3886,3886,3133,"OG3118",NA,0,"YPL218W",NA,4,15,0,0,0,0,NA,NA
"3887",3887,3887,3136,"OG7419",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3888",3888,3888,3138,"OG6934",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3889",3889,3889,3139,"OG2998",NA,0,"YLR207W",NA,4,17,0,0,0,0,NA,NA
"3890",3890,3890,3144,"OG5661",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3891",3891,3891,3145,"OG4905",NA,0,"YLR256W",NA,4,9,0,0,0,0,NA,NA
"3892",3892,3892,3147,"OG5428",NA,0,"YOR137C",NA,4,3,0,0,0,0,NA,NA
"3893",3893,3893,3149,"OG3233",NA,0,"YFL026W",NA,4,12,0,0,0,0,NA,NA
"3894",3894,3894,3151,"OG5178",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3895",3895,3895,3153,"OG3893",NA,0,"YOR123C",NA,4,14,0,0,0,0,NA,NA
"3896",3896,3896,3154,"OG4919",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3897",3897,3897,3156,"OG1507",NA,0,"YNL036W",NA,4,16,0,0,0,0,NA,NA
"3898",3898,3898,3158,"OG4226",NA,0,"YNL141W",NA,4,11,0,0,0,0,NA,NA
"3899",3899,3899,3159,"OG5434",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3900",3900,3900,3160,"OG4776",NA,0,"YOL152W",NA,4,7,0,0,0,0,NA,NA
"3901",3901,3901,3161,"OG5164",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"3902",3902,3902,3162,"OG1498",NA,0,"YLR308W",NA,4,16,0,0,0,0,NA,NA
"3903",3903,3903,3163,"OG6217",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3904",3904,3904,3166,"OG3536",NA,0,"YDR484W",NA,4,16,0,0,0,0,NA,NA
"3905",3905,3905,3167,"OG2324",NA,0,"YDR034C",NA,4,8,0,0,0,0,NA,NA
"3906",3906,3906,3168,"OG6928",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3907",3907,3907,3171,"OG2979",NA,0,"YDR481C",NA,4,15,0,0,0,0,NA,NA
"3908",3908,3908,3172,"OG5970",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3909",3909,3909,3173,"OG5680",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3910",3910,3910,3174,"OG4092",NA,0,"YDL091C",NA,4,11,0,0,0,0,NA,NA
"3911",3911,3911,3176,"OG6375",NA,0,"YIL026C",NA,4,6,0,0,0,0,NA,NA
"3912",3912,3912,3178,"OG3454",NA,0,"YLR147C",NA,4,14,0,0,0,0,NA,NA
"3913",3913,3913,3181,"OG5199",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3914",3914,3914,3182,"OG1465",NA,0,"YNL293W",NA,4,15,0,0,0,0,NA,NA
"3915",3915,3915,3183,"OG2190",NA,0,"YDR531W",NA,4,16,0,0,0,0,NA,NA
"3916",3916,3916,3185,"OG3872",NA,0,"YNL056W",NA,4,15,0,0,0,0,NA,NA
"3917",3917,3917,3187,"OG4344",NA,0,"YJL201W",NA,4,13,0,0,0,0,NA,NA
"3918",3918,3918,3188,"OG5556",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3919",3919,3919,3191,"OG1577",NA,0,"YGR188C",NA,4,13,0,0,0,0,NA,NA
"3920",3920,3920,3193,"OG4969",NA,0,"YBL028C",NA,4,10,0,0,0,0,NA,NA
"3921",3921,3921,3195,"OG5444",NA,0,"YOR339C",NA,4,5,0,0,0,0,NA,NA
"3922",3922,3922,3196,"OG4256",NA,0,"YGR006W",NA,4,10,0,0,0,0,NA,NA
"3923",3923,3923,3198,"OG4706",NA,0,"YDL177C",NA,4,13,0,0,0,0,NA,NA
"3924",3924,3924,3199,"OG3189",NA,0,"YOR340C",NA,4,15,0,0,0,0,NA,NA
"3925",3925,3925,3200,"OG5792",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3926",3926,3926,3201,"OG6958",NA,0,"YCR075W-A",NA,4,5,0,0,0,0,NA,NA
"3927",3927,3927,3202,"OG1951",NA,0,"YFL002C",NA,4,15,0,0,0,0,NA,NA
"3928",3928,3928,3203,"OG2604",NA,0,"YKL195W",NA,4,14,0,0,0,0,NA,NA
"3929",3929,3929,3204,"OG3016",NA,0,"YDL217C",NA,4,14,0,0,0,0,NA,NA
"3930",3930,3930,3206,"OG3546",NA,0,"YHR026W",NA,4,14,0,0,0,0,NA,NA
"3931",3931,3931,3207,"OG6655",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3932",3932,3932,3213,"OG3174",NA,0,"YOL071W",NA,4,15,0,0,0,0,NA,NA
"3933",3933,3933,3214,"OG2896",NA,0,"YHR132W-A",NA,4,13,0,0,0,0,NA,NA
"3934",3934,3934,3216,"OG3802",NA,0,"YNL193W",NA,4,17,0,0,0,0,NA,NA
"3935",3935,3935,3217,"OG1415",NA,0,"YLR357W",NA,4,13,0,0,0,0,NA,NA
"3936",3936,3936,3220,"OG4994",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3937",3937,3937,3221,"OG5076",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3938",3938,3938,3222,"OG4664",NA,0,"YMR095C",NA,4,9,0,0,0,0,NA,NA
"3939",3939,3939,3223,"OG7391",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3940",3940,3940,3225,"OG4855",NA,0,"YKL090W",NA,4,8,0,0,0,0,NA,NA
"3941",3941,3941,3226,"OG2021",NA,0,"YJL111W",NA,4,16,0,0,0,0,NA,NA
"3942",3942,3942,3227,"OG5578",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3943",3943,3943,3228,"OG1084",NA,0,"YHR086W",NA,4,14,0,0,0,0,NA,NA
"3944",3944,3944,3229,"OG3633",NA,0,"YGL243W",NA,4,12,0,0,0,0,NA,NA
"3945",3945,3945,3230,"OG2571",NA,0,"YMR278W",NA,4,15,0,0,0,0,NA,NA
"3946",3946,3946,3231,"OG5028",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"3947",3947,3947,3232,"OG3363",NA,0,"YMR292W",NA,4,14,0,0,0,0,NA,NA
"3948",3948,3948,3233,"OG2957",NA,0,"YFR021W",NA,4,14,0,0,0,0,NA,NA
"3949",3949,3949,3234,"OG1602",NA,0,"YFL004W",NA,4,16,0,0,0,0,NA,NA
"3950",3950,3950,3235,"OG7019",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3951",3951,3951,3237,"OG5261",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3952",3952,3952,3238,"OG4473",NA,0,NA,NA,4,11,0,0,0,0,NA,NA
"3953",3953,3953,3240,"OG5731",NA,0,"YDR057W",NA,4,6,0,0,0,0,NA,NA
"3954",3954,3954,3242,"OG6794",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3955",3955,3955,3243,"OG3487",NA,0,"YPL132W",NA,4,16,0,0,0,0,NA,NA
"3956",3956,3956,3246,"OG6769",NA,0,"YBR230C",NA,4,6,0,0,0,0,NA,NA
"3957",3957,3957,3249,"OG5653",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3958",3958,3958,3250,"OG3518",NA,0,NA,NA,4,13,0,0,0,0,NA,NA
"3959",3959,3959,3251,"OG4041",NA,0,"YGL161C",NA,4,10,0,0,0,0,NA,NA
"3960",3960,3960,3252,"OG5303",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"3961",3961,3961,3254,"OG4511",NA,0,"YDR302W",NA,4,11,0,0,0,0,NA,NA
"3962",3962,3962,3255,"OG6906",NA,0,"YDL218W",NA,4,3,0,0,0,0,NA,NA
"3963",3963,3963,3257,"OG7992",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3964",3964,3964,3258,"OG1529",NA,0,"YLR403W",NA,4,10,0,0,0,0,NA,NA
"3965",3965,3965,3259,"OG4397",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3966",3966,3966,3260,"OG5585",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3967",3967,3967,3261,"OG4758",NA,0,"YCR083W",NA,4,11,0,0,0,0,NA,NA
"3968",3968,3968,3263,"OG3201",NA,0,"YMR150C",NA,4,15,0,0,0,0,NA,NA
"3969",3969,3969,3265,"OG2143",NA,0,"YKL018W",NA,4,17,0,0,0,0,NA,NA
"3970",3970,3970,3266,"OG4825",NA,0,"YDR493W",NA,4,9,0,0,0,0,NA,NA
"3971",3971,3971,3267,"OG5497",NA,0,"YLR165C",NA,4,8,0,0,0,0,NA,NA
"3972",3972,3972,3269,"OG7770",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3973",3973,3973,3270,"OG5508",NA,0,"YKL107W",NA,4,3,0,0,0,0,NA,NA
"3974",3974,3974,3272,"OG2051",NA,0,"YDR430C",NA,4,17,0,0,0,0,NA,NA
"3975",3975,3975,3273,"OG5058",NA,0,"YNL070W",NA,4,8,0,0,0,0,NA,NA
"3976",3976,3976,3274,"OG3313",NA,0,"YBR265W",NA,4,14,0,0,0,0,NA,NA
"3977",3977,3977,3278,"OG3595",NA,0,"YML088W",NA,4,16,0,0,0,0,NA,NA
"3978",3978,3978,3279,"OG7069",NA,0,"YGL198W",NA,4,4,0,0,0,0,NA,NA
"3979",3979,3979,3281,"OG2927",NA,0,"YMR260C",NA,4,17,0,0,0,0,NA,NA
"3980",3980,3980,3285,"OG5211",NA,0,"YDL231C",NA,4,9,0,0,0,0,NA,NA
"3981",3981,3981,3286,"OG4153",NA,0,"YNL288W",NA,4,13,0,0,0,0,NA,NA
"3982",3982,3982,3288,"OG5741",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"3983",3983,3983,3292,"OG4031",NA,0,"YBR111W-A",NA,4,15,0,0,0,0,NA,NA
"3984",3984,3984,3293,"OG6686",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"3985",3985,3985,3294,"OG3568",NA,0,"YMR014W",NA,4,13,0,0,0,0,NA,NA
"3986",3986,3986,3295,"OG4561",NA,0,NA,NA,4,9,0,0,0,0,NA,NA
"3987",3987,3987,3296,"OG3038",NA,0,"YLR126C",NA,4,12,0,0,0,0,NA,NA
"3988",3988,3988,3297,"OG1559",NA,0,"YMR004W",NA,4,17,0,0,0,0,NA,NA
"3989",3989,3989,3298,"OG4947",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"3990",3990,3990,3299,"OG3271",NA,0,"YDR104C",NA,4,12,0,0,0,0,NA,NA
"3991",3991,3991,3303,"OG3721",NA,0,"YGR232W",NA,4,17,0,0,0,0,NA,NA
"3992",3992,3992,3304,"OG4278",NA,0,"YLR287C",NA,4,14,0,0,0,0,NA,NA
"3993",3993,3993,3305,"OG2133",NA,0,"YDL149W",NA,4,15,0,0,0,0,NA,NA
"3994",3994,3994,3306,"OG3376",NA,0,"YPL084W",NA,4,13,0,0,0,0,NA,NA
"3995",3995,3995,3307,"OG2564",NA,0,"YMR185W",NA,4,17,0,0,0,0,NA,NA
"3996",3996,3996,3308,"OG3626",NA,0,"YJR122W",NA,4,16,0,0,0,0,NA,NA
"3997",3997,3997,3311,"OG4840",NA,0,"YNL286W",NA,4,8,0,0,0,0,NA,NA
"3998",3998,3998,3314,"OG5724",NA,0,"YLR440C",NA,4,6,0,0,0,0,NA,NA
"3999",3999,3999,3315,"OG5274",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"4000",4000,4000,3320,"OG4504",NA,0,"YDL130W",NA,4,12,0,0,0,0,NA,NA
"4001",4001,4001,3321,"OG5316",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"4002",4002,4002,3324,"OG5289",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"4003",4003,4003,3325,"OG1775",NA,0,"YDL017W",NA,4,15,0,0,0,0,NA,NA
"4004",4004,4004,3326,"OG2280",NA,0,"YBR081C",NA,4,15,0,0,0,0,NA,NA
"4005",4005,4005,3328,"OG1225",NA,0,"YBL097W",NA,4,10,0,0,0,0,NA,NA
"4006",4006,4006,3329,"OG2820",NA,0,"YPR036W",NA,4,16,0,0,0,0,NA,NA
"4007",4007,4007,3335,"OG4922",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"4008",4008,4008,3336,"OG5590",NA,0,"YFL049W",NA,4,6,0,0,0,0,NA,NA
"4009",4009,4009,3338,"OG7677",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"4010",4010,4010,3339,"OG2599",NA,0,"YBR105C",NA,4,10,0,0,0,0,NA,NA
"4011",4011,4011,3341,"OG3306",NA,0,"YBL057C",NA,4,14,0,0,0,0,NA,NA
"4012",4012,4012,3344,"OG4830",NA,0,NA,NA,4,8,0,0,0,0,NA,NA
"4013",4013,4013,3347,"OG5482",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"4014",4014,4014,3348,"OG5754",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"4015",4015,4015,3350,"OG5204",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"4016",4016,4016,3353,"OG6801",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"4017",4017,4017,3358,"OG4589",NA,0,"YDR075W",NA,4,11,0,0,0,0,NA,NA
"4018",4018,4018,3359,"OG1997",NA,0,"YCR011C",NA,4,15,0,0,0,0,NA,NA
"4019",4019,4019,3360,"OG2932",NA,0,"YPR085C",NA,4,13,0,0,0,0,NA,NA
"4020",4020,4020,3361,"OG5366",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
"4021",4021,4021,3362,"OG4574",NA,0,NA,NA,4,10,0,0,0,0,NA,NA
"4022",4022,4022,3363,"OG5636",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"4023",4023,4023,3364,"OG4024",NA,0,"YGR029W",NA,4,7,0,0,0,0,NA,NA
"4024",4024,4024,3365,"OG6693",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"4025",4025,4025,3366,"OG2850",NA,0,"YDL113C",NA,4,16,0,0,0,0,NA,NA
"4026",4026,4026,3371,"OG3734",NA,0,"YLR065C",NA,4,13,0,0,0,0,NA,NA
"4027",4027,4027,3372,"OG2476",NA,0,"YKL034W",NA,4,16,0,0,0,0,NA,NA
"4028",4028,4028,3373,"OG3264",NA,0,"YIR005W",NA,4,13,0,0,0,0,NA,NA
"4029",4029,4029,3374,"OG7357",NA,0,NA,NA,4,3,0,0,0,0,NA,NA
"4030",4030,4030,3375,"OG7607",NA,0,NA,NA,4,4,0,0,0,0,NA,NA
"4031",4031,4031,3376,"OG4952",NA,0,"YDR525W-A",NA,4,7,0,0,0,0,NA,NA
"4032",4032,4032,3378,"OG5171",NA,0,NA,NA,4,7,0,0,0,0,NA,NA
"4033",4033,4033,3380,"OG4763",NA,0,NA,NA,4,5,0,0,0,0,NA,NA
"4034",4034,4034,3381,"OG5421",NA,0,NA,NA,4,6,0,0,0,0,NA,NA
